CM	HP	MN	PP	RPE	SKM	gene
-0.171862968275981	-0.0855409199800971	-0.0885742078629713	-0.141566207344385	0.679588810317467	0.760482797225078	A1BG
-0.0179622212652749	-0.647000280906443	0.0460195903352315	-0.351690788576928	0.0127259957174489	-0.00664057603503323	A1CF
-0.0908202212599647	-1.26861906765179	0.152073520654691	-1.35544024693295	0.293426011726491	0.274343258148124	A2M
-0.0100232841950786	-0.0736653940809329	0.00542475587292842	-0.316093604172433	0.659260086423335	0.0837696389762927	A2ML1
-0.268407273252412	0.00814080235225586	0.00121466946977151	0.0257753063133269	0.00535571881433526	-0.0843276469589874	A3GALT2
0.514830313936305	0.541867964604786	-0.594512201746382	0.670477130817858	1.09241852715187	0.568315597107747	A4GALT
0.670971968381409	0.403516685488606	-0.0278077253561204	0.0218231396740485	0.304165054778295	0.851772559231417	A4GNT
-0.245436815950487	-0.463214277213142	-0.294183569177897	-0.331112540497767	-0.38744881864399	-0.3532683712288	AAAS
-0.0165749053738087	-0.25122745318681	0.348738886682368	-0.311976038791318	0.0120744475141642	0.0378670957150691	AACS
0.13861979098479	0	0	0.0625973452694528	0.439850684408026	-0.0418324875747355	AADAC
0	0	0	0	-0.0798605961342871	-0.000841004779460126	AADACL2
-0.0100369858670935	-0.139644613249434	0	0.0083342969826639	-0.008633651313242	-0.0425542020866995	AADACL3
0.294430209795699	0.0349559805868075	-0.0204747498970384	0.022170022549509	0	0	AADACL4
-0.455302634072224	-0.692558406637124	-0.59791153747766	-0.303903462513754	-0.744413118852932	-0.613724876357942	AADAT
0.013810617164557	0.194422773832688	-0.157205804980057	0.106469391294346	0.291693457826851	0.118887340705842	AAGAB
-0.124345251489078	-0.426442599232726	-0.244988306686027	-0.251088505872933	-0.172427536733251	-0.0331045784732858	AAK1
0.259043463403899	0.0600869865865958	-0.374642423545597	0.143485964353518	-0.0436464324356642	0.105231668613892	AAMDC
0.32852647345069	0.0968337930372362	0.226976531517992	0.152779610382683	0.331007756695329	0.235097859848183	AAMP
-0.135950082490132	-0.115381777798084	0.0665504594520641	0.0170995078183335	-0.329771342938828	-0.394724590241839	AANAT
0.250064239565851	0.211364185550471	-0.0498208005512095	2.14779596262168	0.466633449762865	0.825181689068278	AARD
0.468050283804457	0.517629390946021	0.212848770296059	0.441708036642821	0.641618436450766	0.525151203765407	AARS2
-0.0800140016636571	-0.131072665132803	-0.137995332679308	-0.267728100747041	-0.251295235183561	-0.0862740218118351	AARSD1
0.126221527097392	-0.113974233344359	-0.141035557168612	0.0522611512626847	0.137545213177037	0.0234312708604625	AASDH
-0.323973590265865	-0.307975543202644	-0.344636462085834	-0.176942218869478	-0.106240547728696	-0.228725648615623	AASDHPPT
0.97042016472007	0.590080981245155	0.274729434973633	0.800036734731466	1.19524542364291	1.16485516936758	AASS
0	0	0	0	0	0	AATF
-0.118572022307955	0.0335063627718719	0.0594178607677537	0.237080744780541	-0.322312497980157	-0.115863048666408	AATK
1.17329762936307	-0.281862896914303	0.291707065347029	0.450162922424192	0.632139205228033	0.00712497937496322	ABAT
-0.214249464541625	0.411862883231036	0.0992411373224367	-0.0449341853429334	-0.280202846452096	-0.523757353090048	ABCA1
-0.354059358082619	-0.0139350154930344	-0.142811666799319	0.0274254019332665	-0.0745819047149063	-0.213143240629235	ABCA10
-0.0169439771888282	-0.135144309856773	0.04588568925885	0.403639640231661	1.31381773284233	0.35101740295064	ABCA12
-0.127638897739932	0.00741151824722813	0.00155693725135149	0.182376915701653	0.108707337457915	-0.0574220509546121	ABCA13
-0.313012166640999	-0.941317450596543	-0.865634078074438	-0.991515472816189	-0.0203602591317072	0.00905134205821815	ABCA2
0.660413748901955	0.833336987134736	0.167504275097626	0.786954155785196	0.566271195810793	0.542893803995033	ABCA3
0.0746039312722259	0.0693734597428403	0	0.232170602579285	0.242563265383246	0.132119832248272	ABCA4
0.449100026551387	0.379539936984098	0.210204702324166	0.489431165606233	0.348591676318533	-0.340182356340747	ABCA5
-0.0324351987703135	-0.0258634886385777	-0.0102186811720734	0.237971600001314	0.025422631711967	0.011734623642545	ABCA6
-0.342067472109793	0.181158417718969	0.414293638819737	0.297926189154147	0.412198857311795	0.224533107461865	ABCA7
-0.437194615231641	-0.0978592311462931	0.0191104403688496	-0.430889110572228	-1.14491503054876	-0.54396061028568	ABCA8
-0.0960312599634536	-0.00568699558983608	-0.250292134751143	0.0996771682801191	-0.0100815351774329	-0.0664904913935715	ABCA9
-0.152493160328995	-0.0144080394082694	-0.0573725064176442	-0.0677692988502919	0.00607166509692762	-0.0644887431162408	ABCB1
0.168428152410854	0.28780943917788	0.448985760290258	0.21399495193438	0.295198200131495	0.614601497584229	ABCB10
-0.312312337505139	-0.00529851528192851	0	-0.0254275453498935	-0.0398465357048327	-0.010369018281892	ABCB11
-0.143105832632716	-0.147169394204209	0.64983935549521	-0.114003740043835	0.0311865557291913	0.0457839997956524	ABCB4
0.0147018753809756	-0.00438875777985887	-0.00474414849120759	0.0199056370214232	0.0136003330207111	0.0512905888688675	ABCB5
-0.720718980746747	-0.825981819784425	-0.35392686559042	-0.65330944000495	-0.900456584411683	-0.540313368223273	ABCB6
-0.0855924949388233	-0.194910793956565	-0.136352954104101	-0.189425513941714	-0.223070455739876	-0.237369639374957	ABCB7
-0.0394655240332189	0.0621666036902533	0.367975850174178	-0.00269167050811408	0.166062788460475	-0.033345251830057	ABCB8
0.0946609474269896	-0.0791007472167042	0.070817978705012	-0.0976951558242288	-0.0394228646217937	0.0995041986513095	ABCB9
-0.256440382230251	-0.101979388524798	-0.123018502512447	-0.280635544175613	-0.171361486458403	-0.113077993955388	ABCC1
-0.0958819462838828	-0.0725637221372361	-0.236270150268108	-0.24077076854994	-0.168873893096294	-0.110163015157615	ABCC10
0.0258940577782297	0.0139383428761484	-0.00623530500034406	0.0157541486105163	0.0265659525515652	0.0625554813228174	ABCC11
-0.00370586206567408	-0.125371291901403	0.00106962797531467	-0.0215964689650843	0.00476568213256097	0.00490934153631457	ABCC12
-0.273562216719724	0.0344124886502994	-0.260655693674827	-0.172768578333151	-0.228434678851284	-0.497338043622981	ABCC2
-0.00489993071280405	-0.200482057061826	-0.0103872973395254	-0.684939816878034	-0.173302033229567	-0.589982137239321	ABCC3
-0.0725223095546209	-0.236556393646442	0.0529345359815927	0.134054210158879	-0.56717222583926	0.182366324297571	ABCC4
-0.0896546175538423	-0.462197648141073	0.033123094069755	-0.262161496281091	0.267779126646392	-0.0314931995723905	ABCC5
0.28137061191406	0.511913379234711	0.0305453601871218	0.759726210428321	0.211246517491998	0.311406851662574	ABCC6
