gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	278	256	356	0
A1CF	chr10	21	25	44	0
A2M	chr12	1117	1381	2334	1
A2ML1	chr12	2	3	4	0
A3GALT2	chr1	0	2	4	0
A4GALT	chr22	184	103	224	1
A4GNT	chr3	10	0	1	0
AAAS	chr12	920	1092	3133	0
AACS	chr12	551	566	1199	0
AADAC	chr3	16	10	20	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	1	0	0
AADACL4	chr1	9	0	7	0
AADAT	chr4	269	389	529	0
AAGAB	chr15	287	294	670	0
AAK1	chr2	745	840	1402	1
AAMDC	chr11	161	129	739	0
AAMP	chr2	1571	1309	4671	3
AANAT	chr17	3	7	3	0
AARD	chr8	3	1	22	0
AARS2	chr6	312	222	1201	2
AARSD1	chr17	430	481	1019	0
AASDH	chr4	103	76	473	0
AASDHPPT	chr11	431	563	1610	0
AASS	chr7	1368	712	1451	3
AATF	chr17	0	0	1138	0
AATK	chr17	664	763	271	2
ABAT	chr16	1487	453	904	1
ABCA1	chr9	1514	1754	4693	3
ABCA10	chr17	6	20	32	0
ABCA12	chr2	1	3	8	0
ABCA13	chr7	4	53	47	0
ABCA2	chr9	3921	5130	7977	4
ABCA3	chr16	338	217	242	0
ABCA4	chr1	17	7	22	0
ABCA5	chr17	225	114	541	0
ABCA6	chr17	9	3	10	0
ABCA7	chr19	802	1084	821	0
ABCA8	chr17	844	1277	1678	1
ABCA9	chr17	73	90	150	1
ABCB1	chr7	21	27	69	0
ABCB10	chr1	58	61	504	0
ABCB11	chr2	2	9	24	0
ABCB4	chr7	14	30	87	0
ABCB5	chr7	2	0	0	0
ABCB6	chr2	517	807	1228	1
ABCB7	chrX	108	98	1320	0
ABCB8	chr7	841	847	833	3
ABCB9	chr12	1045	950	765	3
ABCC1	chr16	28	58	2122	0
ABCC10	chr6	488	501	884	0
ABCC11	chr16	6	3	85	0
ABCC12	chr16	0	0	0	0
ABCC2	chr10	71	92	257	0
ABCC3	chr17	64	73	85	0
ABCC4	chr13	85	95	196	0
ABCC5	chr3	1668	1765	5369	0
ABCC6	chr16	38	13	239	0
ABCC8	chr11	6	25	24	0
ABCC9	chr12	93	122	441	0
ABCD1	chrX	493	521	715	0
ABCD2	chr12	4	6	13	0
ABCD3	chr1	504	600	1693	0
ABCD4	chr14	1419	881	2025	0
ABCE1	chr4	248	267	1922	0
ABCF1	chr6	0	0	2942	0
ABCF2	chr7	384	433	1766	0
ABCF3	chr3	607	732	2071	1
ABCG1	chr21	300	571	742	1
ABCG2	chr4	75	128	122	0
ABCG4	chr11	71	74	230	0
ABCG5	chr2	8	26	19	0
ABCG8	chr2	15	8	17	0
ABHD1	chr2	12	13	28	0
ABHD10	chr3	133	90	575	1
ABHD11	chr7	131	192	536	0
ABHD12B	chr14	8	15	16	0
ABHD13	chr13	108	106	761	0
ABHD14A	chr3	524	649	74	1
ABHD14A-ACY1	chr3	591	864	1087	1
ABHD14B	chr3	476	103	464	1
ABHD15	chr17	161	164	132	0
ABHD16A	chr6	0	0	1269	0
ABHD17A	chr19	736	623	2515	3
ABHD17B	chr9	203	186	573	0
ABHD17C	chr15	130	122	231	0
ABHD18	chr4	248	236	724	4
ABHD2	chr15	559	541	1092	1
ABHD3	chr18	110	79	276	0
