gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	221	73	295	0
A1CF	chr10	1	1	1	0
A2M	chr12	2181	1572	3658	1
A2ML1	chr12	9	8	15	0
A3GALT2	chr1	0	1	3	0
A4GALT	chr22	81	42	93	0
A4GNT	chr3	12	0	0	0
AAAS	chr12	780	998	2632	0
AACS	chr12	429	325	1034	0
AADAC	chr3	0	1	1	0
AADACL2	chr3	0	0	6	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	138	270	297	0
AAGAB	chr15	241	203	442	0
AAK1	chr2	424	448	769	1
AAMDC	chr11	84	68	305	0
AAMP	chr2	690	663	2638	0
AANAT	chr17	4	23	8	0
AARD	chr8	13	1	13	0
AARS2	chr6	251	162	1021	0
AARSD1	chr17	325	313	784	0
AASDH	chr4	79	72	424	0
AASDHPPT	chr11	311	382	1133	1
AASS	chr7	393	172	406	0
AATF	chr17	0	0	635	0
AATK	chr17	308	328	165	0
ABAT	chr16	320	379	359	0
ABCA1	chr9	534	964	2223	0
ABCA10	chr17	3	4	16	0
ABCA12	chr2	61	19	97	0
ABCA13	chr7	2	12	11	0
ABCA2	chr9	2897	2406	4453	0
ABCA3	chr16	249	145	202	0
ABCA4	chr1	86	70	135	1
ABCA5	chr17	178	186	535	0
ABCA6	chr17	4	1	0	0
ABCA7	chr19	1352	1013	991	1
ABCA8	chr17	35	73	87	0
ABCA9	chr17	4	3	1	0
ABCB1	chr7	0	2	6	0
ABCB10	chr1	82	48	498	0
ABCB11	chr2	0	0	1	0
ABCB4	chr7	3	1	13	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2	656	919	1485	0
ABCB7	chrX	57	70	888	0
ABCB8	chr7	717	656	704	1
ABCB9	chr12	956	817	703	0
ABCC1	chr16	8	23	731	0
ABCC10	chr6	497	502	894	0
ABCC11	chr16	5	3	85	0
ABCC12	chr16	2	0	0	0
ABCC2	chr10	26	94	149	0
ABCC3	chr17	138	208	199	0
ABCC4	chr13	312	262	471	2
ABCC5	chr3	460	450	1412	1
ABCC6	chr16	14	6	144	0
ABCC8	chr11	3	18	25	0
ABCC9	chr12	51	77	282	0
ABCD1	chrX	204	250	324	0
ABCD2	chr12	1	1	9	0
ABCD3	chr1	299	334	917	0
ABCD4	chr14	883	664	1151	0
ABCE1	chr4	205	259	1795	1
ABCF1	chr6	0	0	2431	0
ABCF2	chr7	170	208	865	0
ABCF3	chr3	458	548	1701	1
ABCG1	chr21	45	85	107	0
ABCG2	chr4	2	4	5	0
ABCG4	chr11	11	14	56	0
ABCG5	chr2	0	5	1	0
ABCG8	chr2	3	0	1	0
ABHD1	chr2	2	6	10	0
ABHD10	chr3	111	66	449	0
ABHD11	chr7	121	122	378	0
ABHD12B	chr14	0	5	3	0
ABHD13	chr13	76	67	393	0
ABHD14A	chr3	430	1006	73	1
ABHD14A-ACY1	chr3	441	996	686	0
ABHD14B	chr3	452	101	317	0
ABHD15	chr17	179	167	152	1
ABHD16A	chr6	0	0	1250	0
ABHD17A	chr19	578	515	1980	1
ABHD17B	chr9	97	96	313	0
ABHD17C	chr15	98	108	163	0
ABHD18	chr4	139	170	497	2
ABHD2	chr15	530	467	1032	2
ABHD3	chr18	62	33	101	0
ABHD4	chr14	591	766	995	0
ABHD5	chr3	78	131	373	0
ABHD6	chr3	48	45	152	0
ABHD8	chr19	250	236	384	0
ABI1	chr10	274	259	963	0
ABI2	chr2	674	655	2609	0
ABI3	chr17	2	3	2	0
ABI3BP	chr3	397	533	1128	0
ABL1	chr9	1500	1847	4388	2
ABL2	chr1	218	278	401	0
