gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	345	426	357	1
A1CF	chr10	74	78	141	0
A2M	chr12	2674	2818	5180	0
A2ML1	chr12	4	6	5	0
A3GALT2	chr1	0	1	5	0
A4GALT	chr22	51	43	68	0
A4GNT	chr3	8	0	2	0
AAAS	chr12	677	788	2228	0
AACS	chr12	490	495	1206	1
AADAC	chr3	26	28	54	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	2	0	1	0
AADAT	chr4	247	350	481	1
AAGAB	chr15	359	351	743	2
AAK1	chr2	607	689	1095	1
AAMDC	chr11	123	114	487	0
AAMP	chr2	1312	967	3869	3
AANAT	chr17	2	3	2	0
AARD	chr8	9	0	8	0
AARS2	chr6	337	200	1088	1
AARSD1	chr17	316	349	816	0
AASDH	chr4	58	59	317	0
AASDHPPT	chr11	500	633	1744	1
AASS	chr7	1033	428	985	1
AATF	chr17	0	0	1234	0
AATK	chr17	419	410	182	1
ABAT	chr16	938	459	620	0
ABCA1	chr9	1483	1742	4462	1
ABCA10	chr17	16	53	96	0
ABCA12	chr2	3	2	10	0
ABCA13	chr7	10	4	3	0
ABCA2	chr9	3751	4515	7249	2
ABCA3	chr16	376	195	280	1
ABCA4	chr1	14	12	18	0
ABCA5	chr17	209	151	502	0
ABCA6	chr17	9	19	21	0
ABCA7	chr19	637	769	540	3
ABCA8	chr17	2016	2827	3976	3
ABCA9	chr17	182	189	275	0
ABCB1	chr7	41	55	123	0
ABCB10	chr1	72	56	505	0
ABCB11	chr2	8	38	37	0
ABCB4	chr7	17	17	52	0
ABCB5	chr7	2	0	2	0
ABCB6	chr2	462	827	1089	0
ABCB7	chrX	97	116	1146	0
ABCB8	chr7	792	777	686	2
ABCB9	chr12	787	725	594	3
ABCC1	chr16	23	38	2205	0
ABCC10	chr6	543	602	975	1
ABCC11	chr16	5	0	75	0
ABCC12	chr16	1	1	0	0
ABCC2	chr10	136	185	512	0
ABCC3	chr17	164	145	153	2
ABCC4	chr13	76	86	176	0
ABCC5	chr3	986	1077	3200	2
ABCC6	chr16	25	11	312	0
ABCC8	chr11	0	3	3	0
ABCC9	chr12	110	70	384	0
ABCD1	chrX	362	365	568	0
ABCD2	chr12	6	17	27	0
ABCD3	chr1	452	518	1395	0
ABCD4	chr14	1182	742	1523	0
ABCE1	chr4	299	361	2209	0
ABCF1	chr6	0	0	3718	0
ABCF2	chr7	407	420	1760	0
ABCF3	chr3	447	524	1701	0
ABCG1	chr21	296	498	661	0
ABCG2	chr4	116	158	190	0
ABCG4	chr11	87	54	213	0
ABCG5	chr2	6	14	21	0
ABCG8	chr2	20	9	23	1
ABHD1	chr2	1	8	11	0
ABHD10	chr3	142	101	506	0
ABHD11	chr7	94	133	352	0
ABHD12B	chr14	4	12	11	1
ABHD13	chr13	130	124	901	0
ABHD14A	chr3	382	542	48	0
ABHD14A-ACY1	chr3	569	940	1173	0
ABHD14B	chr3	388	103	281	0
ABHD15	chr17	168	187	147	0
ABHD16A	chr6	0	0	1561	0
ABHD17A	chr19	708	580	2333	1
ABHD17B	chr9	155	154	595	0
ABHD17C	chr15	145	117	215	0
ABHD18	chr4	120	168	386	1
ABHD2	chr15	628	625	1260	0
ABHD3	chr18	78	69	222	0
ABHD4	chr14	795	1111	1392	3
ABHD5	chr3	129	155	553	0
ABHD6	chr3	97	59	264	0
ABHD8	chr19	282	335	434	0
ABI1	chr10	322	293	1062	0
ABI2	chr2	1771	1847	5387	2
ABI3	chr17	63	89	111	0
ABI3BP	chr3	299	89	433	0
ABL1	chr9	2518	2471	6414	2
ABL2	chr1	588	553	898	0
ABLIM1	chr10	1783	2659	2141	6
ABLIM2	chr4	35	12	15	0
ABLIM3	chr5	104	94	297	0
ABO	chr9	326	888	1083	0
ABR	chr17	8	2	2508	0
ABRA	chr8	0	0	8	0
ABRACL	chr6	453	319	95	0
ABRAXAS1	chr4	203	184	902	0
ABRAXAS2	chr10	191	259	473	0
ABT1	chr6	456	340	656	0
ABTB1	chr3	386	1031	1273	3
ABTB2	chr11	142	149	150	0
ACAA1	chr3	738	790	1764	0
ACAA2	chr18	493	496	2565	0
ACACA	chr17	112	87	2211	0
ACACB	chr12	507	521	858	0
ACAD10	chr12	639	350	657	0
ACAD11	chr3	446	383	884	0
ACAD8	chr11	275	208	421	0
ACAD9	chr3	427	412	1295	0
ACADL	chr2	5	1	12	0
ACADM	chr1	201	136	1061	0
ACADS	chr12	289	263	327	1
ACADSB	chr10	591	521	495	0
ACADVL	chr17	3973	3748	9224	4
ACAN	chr15	7	6	13	0
ACAP1	chr17	43	37	92	0
ACAP2	chr3	433	433	1387	0
ACAP3	chr1	673	486	6128	1
ACAT1	chr11	157	131	1004	0
ACAT2	chr6	492	529	1445	1
ACBD3	chr1	550	526	1486	0
ACBD4	chr17	104	112	249	0
ACBD5	chr10	277	315	591	0
ACBD6	chr1	587	488	772	0
ACBD7	chr10	68	10	30	0
ACCS	chr11	979	398	670	1
ACCSL	chr11	0	0	0	0
ACD	chr16	350	316	509	1
ACE	chr17	101	102	140	0
ACE2	chrX	16	9	20	0
ACER1	chr19	0	1	0	0
ACER2	chr9	103	113	72	0
ACER3	chr11	156	119	557	0
ACHE	chr7	145	112	654	2
ACIN1	chr14	2096	2058	11984	2
ACKR1	chr1	3	5	7	0
ACKR2	chr3	32	17	12	0
ACKR3	chr2	1175	1287	1181	0
ACKR4	chr3	2	4	10	0
ACLY	chr17	3018	2901	5438	3
ACMSD	chr2	4	9	14	0
ACO1	chr9	549	774	1535	0
ACO2	chr22	1634	1716	4525	4
ACOD1	chr13	0	5	0	0
ACOT1	chr14	0	0	272	0
ACOT11	chr1	326	353	778	1
ACOT12	chr5	6	3	2	0
ACOT13	chr6	148	145	602	0
ACOT2	chr14	168	54	156	0
ACOT4	chr14	22	9	67	0
ACOT6	chr14	2	85	13	0
ACOT7	chr1	145	131	640	0
ACOT9	chrX	661	680	967	2
ACOX1	chr17	541	526	1351	1
ACOX2	chr3	288	177	574	1
ACOX3	chr4	439	276	158	0
ACOXL	chr2	59	26	58	0
ACP1	chr2	294	426	2033	0
ACP2	chr11	874	1139	1413	1
ACP4	chr19	3	3	6	0
ACP5	chr19	1013	64	228	1
ACP6	chr1	181	102	559	0
ACP7	chr19	2	5	6	0
ACR	chr22	18	1	2	0
ACRBP	chr12	35	136	78	0
ACRV1	chr11	3	1	1	0
ACSBG1	chr15	148	103	236	0
ACSBG2	chr19	2	6	3	0
ACSF2	chr17	641	792	1047	0
ACSF3	chr16	550	936	345	1
ACSL1	chr4	660	404	1094	2
ACSL3	chr2	831	1112	3558	3
ACSL4	chrX	447	495	1910	1
ACSL5	chr10	110	66	157	0
ACSL6	chr5	3	32	26	0
ACSM1	chr16	13	3	4	0
ACSM2A	chr16	16	4	19	0
ACSM2B	chr16	41	44	56	0
ACSM3	chr16	809	1366	1575	1
ACSM4	chr12	0	0	0	0
ACSM5	chr16	2	0	1	0
ACSM6	chr10	0	0	1	0
ACSS3	chr12	431	338	459	0
ACTA1	chr1	34	35	69	0
ACTA2	chr10	2971	2888	3652	1
ACTB	chr7	22464	21153	44500	17
ACTBL2	chr5	2	4	6	0
ACTC1	chr15	5087	4130	7059	0
ACTG1	chr17	33874	35783	25308	65
ACTG2	chr2	43	35	198	0
ACTL6A	chr3	108	62	1421	0
ACTL6B	chr7	0	0	0	0
ACTL7A	chr9	1	0	0	0
ACTL7B	chr9	1	0	0	0
ACTL8	chr1	1	0	2	0
ACTL9	chr19	0	0	0	0
