gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	250	118	213	1
A1CF	chr10	0	0	0	0
A2M	chr12	4540	5029	9214	8
A2ML1	chr12	14	4	10	0
A3GALT2	chr1	0	0	0	0
A4GALT	chr22	209	138	323	1
A4GNT	chr3	16	1	2	0
AAAS	chr12	958	1247	3659	1
AACS	chr12	442	466	1329	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	1	0
AADACL3	chr1	0	3	1	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	446	596	805	0
AAGAB	chr15	503	527	1075	1
AAK1	chr2	1083	1082	2203	1
AAMDC	chr11	87	76	395	0
AAMP	chr2	1106	756	3790	1
AANAT	chr17	0	1	0	0
AARD	chr8	40	9	56	0
AARS2	chr6	437	330	1802	1
AARSD1	chr17	383	449	1080	0
AASDH	chr4	207	197	1062	0
AASDHPPT	chr11	563	679	1776	0
AASS	chr7	1957	727	1905	1
AATF	chr17	0	0	1144	0
AATK	chr17	543	671	288	4
ABAT	chr16	1726	1851	1838	0
ABCA1	chr9	1048	1174	3257	1
ABCA10	chr17	4	27	41	0
ABCA12	chr2	4	5	6	0
ABCA13	chr7	10	13	9	0
ABCA2	chr9	5252	6158	10862	5
ABCA3	chr16	3063	2119	2596	4
ABCA4	chr1	19	15	26	0
ABCA5	chr17	113	297	641	0
ABCA6	chr17	2	3	6	0
ABCA7	chr19	991	960	853	1
ABCA8	chr17	248	510	621	1
ABCA9	chr17	2	8	10	0
ABCB1	chr7	2	4	15	0
ABCB10	chr1	246	129	1034	0
ABCB11	chr2	1	1	1	0
ABCB4	chr7	9	1	36	0
ABCB5	chr7	8	0	2	0
ABCB6	chr2	1681	2550	3949	0
ABCB7	chrX	119	156	1348	0
ABCB8	chr7	1543	1722	1458	1
ABCB9	chr12	1069	1041	878	2
ABCC1	chr16	22	27	2224	0
ABCC10	chr6	1123	1213	2301	0
ABCC11	chr16	10	4	208	0
ABCC12	chr16	0	1	1	0
ABCC2	chr10	9	21	51	0
ABCC3	chr17	153	286	294	0
ABCC4	chr13	169	192	307	0
ABCC5	chr3	1309	1360	4365	0
ABCC6	chr16	41	25	288	0
ABCC8	chr11	58	241	321	0
ABCC9	chr12	894	2137	6324	0
ABCD1	chrX	595	591	1050	1
ABCD2	chr12	8	14	36	0
ABCD3	chr1	805	874	2385	0
ABCD4	chr14	1806	1250	2150	4
ABCE1	chr4	506	589	3646	0
ABCF1	chr6	0	0	4459	0
ABCF2	chr7	459	626	2734	0
ABCF3	chr3	698	861	2940	0
ABCG1	chr21	104	160	273	0
ABCG2	chr4	7	6	6	0
ABCG4	chr11	35	56	147	0
ABCG5	chr2	3	18	1	0
ABCG8	chr2	0	0	0	0
ABHD1	chr2	6	10	11	0
ABHD10	chr3	325	230	1126	0
ABHD11	chr7	77	111	302	0
ABHD12B	chr14	3	22	14	0
ABHD13	chr13	165	177	1142	0
ABHD14A	chr3	671	868	88	1
ABHD14A-ACY1	chr3	594	874	659	0
ABHD14B	chr3	553	154	413	0
ABHD15	chr17	341	468	393	0
