gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	132	91	114	0
A1CF	chr10	134	333	435	0
A2M	chr12	27	127	157	0
A2ML1	chr12	17	7	12	0
A3GALT2	chr1	0	1	0	0
A4GALT	chr22	111	78	120	2
A4GNT	chr3	4	0	0	0
AAAS	chr12	614	878	2413	0
AACS	chr12	851	1176	2376	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	3	5	0
AADACL4	chr1	0	1	0	0
AADAT	chr4	597	1023	1192	0
AAGAB	chr15	1027	839	2054	1
AAK1	chr2	734	1098	1491	0
AAMDC	chr11	78	81	415	0
AAMP	chr2	1334	1251	5370	2
AANAT	chr17	1	3	0	0
AARD	chr8	4	0	16	0
AARS2	chr6	598	441	2227	0
AARSD1	chr17	463	462	1048	3
AASDH	chr4	190	201	1034	0
AASDHPPT	chr11	683	856	2119	0
AASS	chr7	2727	1685	2891	5
AATF	chr17	0	0	2048	0
AATK	chr17	343	305	156	0
ABAT	chr16	228	262	328	1
ABCA1	chr9	1944	1571	4762	1
ABCA10	chr17	5	6	7	0
ABCA12	chr2	24	42	73	0
ABCA13	chr7	32	9	26	0
ABCA2	chr9	1902	3860	4708	0
ABCA3	chr16	990	586	731	0
ABCA4	chr1	12	22	18	0
ABCA5	chr17	129	82	323	0
ABCA6	chr17	8	11	14	0
ABCA7	chr19	4097	3466	2958	3
ABCA8	chr17	22	31	44	0
ABCA9	chr17	3	5	5	0
ABCB1	chr7	1	2	4	0
ABCB10	chr1	228	152	1176	0
ABCB11	chr2	1	0	0	0
ABCB4	chr7	16	16	74	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2	515	924	1287	1
ABCB7	chrX	167	212	1999	0
ABCB8	chr7	777	745	717	0
ABCB9	chr12	988	1053	808	3
ABCC1	chr16	47	67	3271	0
ABCC10	chr6	1373	1559	2499	0
ABCC11	chr16	4	1	106	0
ABCC12	chr16	10	12	9	0
ABCC2	chr10	18	17	32	0
ABCC3	chr17	13	28	19	0
ABCC4	chr13	672	776	1219	0
ABCC5	chr3	1826	2486	6880	0
ABCC6	chr16	55	11	307	0
ABCC8	chr11	3	9	12	0
ABCC9	chr12	49	14	102	0
ABCD1	chrX	341	269	482	1
ABCD2	chr12	10	21	33	0
ABCD3	chr1	836	893	2434	0
ABCD4	chr14	2384	1624	3279	5
ABCE1	chr4	387	462	2871	0
ABCF1	chr6	0	0	5529	0
ABCF2	chr7	592	731	2900	0
ABCF3	chr3	649	734	2395	0
ABCG1	chr21	44	85	132	0
ABCG2	chr4	36	111	142	0
ABCG4	chr11	28	16	84	0
ABCG5	chr2	1	12	1	0
ABCG8	chr2	0	1	0	0
ABHD1	chr2	4	12	5	0
ABHD10	chr3	240	191	848	0
ABHD11	chr7	360	594	1573	1
ABHD12B	chr14	10	21	16	0
ABHD13	chr13	302	343	2004	2
ABHD14A	chr3	212	203	24	0
ABHD14A-ACY1	chr3	311	391	547	0
ABHD14B	chr3	130	42	94	0
ABHD15	chr17	413	682	510	1
ABHD16A	chr6	0	0	3686	0
ABHD17A	chr19	682	579	2049	3
ABHD17B	chr9	333	341	1207	0
ABHD17C	chr15	252	248	418	0
ABHD18	chr4	306	362	948	2
ABHD2	chr15	851	900	1794	0
ABHD3	chr18	327	291	662	0
ABHD4	chr14	914	1585	1781	0
ABHD5	chr3	154	177	682	0
ABHD6	chr3	93	56	216	0
ABHD8	chr19	441	535	582	0
ABI1	chr10	527	463	1809	0
ABI2	chr2	1701	1742	6358	1
ABI3	chr17	2	0	3	0
ABI3BP	chr3	1	1	15	0
ABL1	chr9	3840	3799	9095	5
ABL2	chr1	782	842	1109	1
ABLIM1	chr10	1832	2773	2437	5
ABLIM2	chr4	34	14	33	0
ABLIM3	chr5	5	31	59	0
ABO	chr9	168	1278	1423	1
ABR	chr17	19	41	3955	0
ABRA	chr8	1	0	2	0
ABRACL	chr6	652	595	246	0
ABRAXAS1	chr4	376	302	1602	0
ABRAXAS2	chr10	337	433	994	0
ABT1	chr6	606	494	780	0
ABTB1	chr3	310	474	591	2
ABTB2	chr11	202	204	199	0
ACAA1	chr3	1753	952	3298	0
ACAA2	chr18	1060	549	4510	1
ACACA	chr17	161	211	4604	0
ACACB	chr12	227	324	458	0
ACAD10	chr12	880	399	752	0
ACAD11	chr3	506	391	862	0
ACAD8	chr11	922	527	1069	1
ACAD9	chr3	665	667	1996	1
ACADL	chr2	9	13	22	0
ACADM	chr1	394	250	1858	0
ACADS	chr12	369	538	509	1
ACADSB	chr10	619	524	466	1
ACADVL	chr17	5024	5160	10989	5
ACAN	chr15	188	180	233	1
ACAP1	chr17	48	71	88	1
ACAP2	chr3	471	571	1306	1
ACAP3	chr1	1937	1394	19361	1
ACAT1	chr11	122	119	892	0
ACAT2	chr6	949	1297	3362	0
ACBD3	chr1	574	591	1701	1
ACBD4	chr17	194	228	486	0
ACBD5	chr10	482	544	1308	1
ACBD6	chr1	676	715	1039	0
ACBD7	chr10	237	85	159	0
ACCS	chr11	1134	322	601	1
ACCSL	chr11	1	1	0	0
ACD	chr16	465	417	691	0
ACE	chr17	112	113	162	0
ACE2	chrX	79	127	214	0
ACER1	chr19	0	2	0	0
ACER2	chr9	132	103	73	0
ACER3	chr11	283	237	1150	0
ACHE	chr7	237	223	1187	1
ACIN1	chr14	4813	4438	23819	2
ACKR1	chr1	102	46	85	0
ACKR2	chr3	5	2	6	0
ACKR3	chr2	127	241	220	0
ACKR4	chr3	2	2	4	0
ACLY	chr17	5335	4843	10174	0
ACMSD	chr2	8	3	5	0
ACO1	chr9	713	1183	2375	1
ACO2	chr22	1878	1803	4766	5
ACOD1	chr13	0	0	0	0
ACOT1	chr14	0	0	136	0
ACOT11	chr1	34	26	74	0
ACOT12	chr5	3	0	1	0
ACOT13	chr6	236	289	1146	1
ACOT2	chr14	74	39	90	0
ACOT4	chr14	23	7	56	0
ACOT6	chr14	7	122	15	0
ACOT7	chr1	369	306	1583	1
ACOT9	chrX	833	839	1319	0
ACOX1	chr17	559	365	1069	1
ACOX2	chr3	117	380	732	0
ACOX3	chr4	548	319	223	0
ACOXL	chr2	63	58	107	0
ACP1	chr2	545	701	2393	0
ACP2	chr11	1072	1280	1722	1
ACP4	chr19	1	2	9	0
ACP5	chr19	37	20	15	0
ACP6	chr1	670	340	1453	2
ACP7	chr19	0	7	12	0
ACR	chr22	2	1	1	0
