gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	132	196	150	0
A1CF	chr10	146	244	383	0
A2M	chr12	116	183	342	0
A2ML1	chr12	28	82	55	0
A3GALT2	chr1	0	0	2	0
A4GALT	chr22	92	31	115	0
A4GNT	chr3	5	1	1	0
AAAS	chr12	938	1290	3982	0
AACS	chr12	730	991	2574	0
AADAC	chr3	13	4	10	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	3	4	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	637	873	1289	0
AAGAB	chr15	1063	1082	2432	1
AAK1	chr2	674	910	1805	0
AAMDC	chr11	148	117	644	0
AAMP	chr2	1543	1271	6175	2
AANAT	chr17	2	1	0	0
AARD	chr8	27	4	53	0
AARS2	chr6	693	492	2884	1
AARSD1	chr17	434	595	1335	1
AASDH	chr4	256	266	1573	0
AASDHPPT	chr11	1119	1260	3718	1
AASS	chr7	2044	1134	2202	1
AATF	chr17	0	0	1969	0
AATK	chr17	1035	800	444	3
ABAT	chr16	1244	925	1133	0
ABCA1	chr9	1245	1212	3658	0
ABCA10	chr17	29	20	83	0
ABCA12	chr2	79	18	145	0
ABCA13	chr7	34	18	32	0
ABCA2	chr9	3104	5939	8916	5
ABCA3	chr16	1270	789	1018	1
ABCA4	chr1	382	300	572	0
ABCA5	chr17	537	303	1295	0
ABCA6	chr17	58	8	36	0
ABCA7	chr19	3209	2706	2650	2
ABCA8	chr17	79	180	210	1
ABCA9	chr17	32	17	25	0
ABCB1	chr7	2	7	15	0
ABCB10	chr1	248	196	1468	0
ABCB11	chr2	4	4	6	0
ABCB4	chr7	54	43	182	0
ABCB5	chr7	0	1	0	0
ABCB6	chr2	492	791	1373	0
ABCB7	chrX	203	219	2320	1
ABCB8	chr7	1066	1079	1101	4
ABCB9	chr12	1235	1420	1162	1
ABCC1	chr16	44	77	3585	0
ABCC10	chr6	1320	1514	2940	0
ABCC11	chr16	7	5	204	1
ABCC12	chr16	1	4	0	0
ABCC2	chr10	193	174	576	0
ABCC3	chr17	257	378	409	0
ABCC4	chr13	556	641	1093	0
ABCC5	chr3	2049	2234	7575	3
ABCC6	chr16	167	51	1065	0
ABCC8	chr11	52	129	184	0
ABCC9	chr12	43	33	136	0
ABCD1	chrX	400	414	703	0
ABCD2	chr12	8	16	39	0
ABCD3	chr1	1035	1181	3548	0
ABCD4	chr14	2782	1978	3826	5
ABCE1	chr4	568	699	4452	0
ABCF1	chr6	0	0	7570	0
ABCF2	chr7	601	804	3590	0
ABCF3	chr3	786	877	3336	1
ABCG1	chr21	210	341	574	0
ABCG2	chr4	121	160	218	0
ABCG4	chr11	20	11	63	0
ABCG5	chr2	2	27	6	0
ABCG8	chr2	2	4	4	0
ABHD1	chr2	8	22	24	0
ABHD10	chr3	339	268	1347	0
ABHD11	chr7	525	630	2217	0
ABHD12B	chr14	5	11	3	0
ABHD13	chr13	297	340	2183	0
ABHD14A	chr3	376	457	46	1
ABHD14A-ACY1	chr3	473	690	894	0
ABHD14B	chr3	255	96	282	0
ABHD15	chr17	611	509	583	0
ABHD16A	chr6	0	0	4560	0
ABHD17A	chr19	1015	777	3049	2
ABHD17B	chr9	526	545	1908	2
ABHD17C	chr15	401	375	630	0
ABHD18	chr4	300	388	1045	1
ABHD2	chr15	1380	1184	2782	3
ABHD3	chr18	423	326	891	0
ABHD4	chr14	899	1451	1854	0
ABHD5	chr3	160	269	972	0
ABHD6	chr3	135	102	418	0
ABHD8	chr19	475	525	752	0
ABI1	chr10	562	517	2393	0
ABI2	chr2	2180	2314	8611	2
ABI3	chr17	1	4	4	0
ABI3BP	chr3	7	11	30	0
ABL1	chr9	3499	3585	9549	2
ABL2	chr1	846	975	1483	3
ABLIM1	chr10	1583	1992	2175	5
ABLIM2	chr4	97	56	51	0
ABLIM3	chr5	14	38	100	0
ABO	chr9	450	994	1413	1
ABR	chr17	10	18	5108	0
ABRA	chr8	0	1	1	0
ABRACL	chr6	1088	866	451	0
ABRAXAS1	chr4	362	325	1816	0
ABRAXAS2	chr10	416	455	1265	0
ABT1	chr6	815	539	1112	0
ABTB1	chr3	359	789	1066	2
ABTB2	chr11	196	316	286	0
ACAA1	chr3	1682	1205	3884	1
ACAA2	chr18	669	710	3967	1
ACACA	chr17	189	217	5412	0
ACACB	chr12	707	881	1426	0
ACAD10	chr12	1250	790	1461	2
ACAD11	chr3	568	411	1141	0
ACAD8	chr11	1055	649	1373	4
ACAD9	chr3	812	921	2812	2
ACADL	chr2	14	4	21	0
ACADM	chr1	465	292	2359	0
ACADS	chr12	562	747	806	1
ACADSB	chr10	774	706	741	1
ACADVL	chr17	9498	8818	21567	5
ACAN	chr15	33	19	42	0
ACAP1	chr17	77	56	124	0
ACAP2	chr3	707	874	2129	1
ACAP3	chr1	1703	1172	18052	1
ACAT1	chr11	124	109	978	0
ACAT2	chr6	678	801	2261	1
ACBD3	chr1	698	712	2463	1
ACBD4	chr17	325	295	806	1
ACBD5	chr10	600	693	1597	2
ACBD6	chr1	972	820	1330	0
ACBD7	chr10	498	71	279	1
ACCS	chr11	1632	432	1043	0
ACCSL	chr11	0	0	0	0
ACD	chr16	619	489	928	0
ACE	chr17	219	528	554	0
ACE2	chrX	33	21	65	0
ACER1	chr19	0	4	2	0
ACER2	chr9	167	156	136	1
ACER3	chr11	348	367	1963	0
ACHE	chr7	328	227	1513	0
ACIN1	chr14	4536	4263	26793	3
ACKR1	chr1	14	11	21	0
ACKR2	chr3	32	40	16	0
ACKR3	chr2	725	451	690	1
ACKR4	chr3	1	0	2	0
ACLY	chr17	4396	4320	9508	3
ACMSD	chr2	7	5	7	0
ACO1	chr9	625	999	2223	0
