gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	95	114	120	0
A1CF	chr10	105	161	284	0
A2M	chr12	292	862	1014	0
A2ML1	chr12	15	20	21	0
A3GALT2	chr1	1	0	2	0
A4GALT	chr22	103	47	103	0
A4GNT	chr3	8	0	4	0
AAAS	chr12	564	828	1986	1
AACS	chr12	715	785	1837	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	1	2	0
AADACL4	chr1	1	0	0	0
AADAT	chr4	509	902	1180	1
AAGAB	chr15	834	719	1615	0
AAK1	chr2	485	695	977	0
AAMDC	chr11	67	71	246	0
AAMP	chr2	1088	1000	4359	2
AANAT	chr17	2	1	0	0
AARD	chr8	1	1	1	0
AARS2	chr6	437	258	1488	0
AARSD1	chr17	381	406	973	0
AASDH	chr4	132	143	858	0
AASDHPPT	chr11	478	600	1693	0
AASS	chr7	2079	1326	2198	0
AATF	chr17	0	0	1758	0
AATK	chr17	284	275	140	0
ABAT	chr16	256	360	290	0
ABCA1	chr9	1488	990	3455	2
ABCA10	chr17	0	1	4	0
ABCA12	chr2	13	21	28	0
ABCA13	chr7	12	20	19	0
ABCA2	chr9	1742	3278	3912	2
ABCA3	chr16	593	261	391	0
ABCA4	chr1	12	8	13	0
ABCA5	chr17	116	66	298	0
ABCA6	chr17	3	9	8	0
ABCA7	chr19	3509	3067	2642	0
ABCA8	chr17	1	6	5	0
ABCA9	chr17	1	2	4	0
ABCB1	chr7	0	1	1	0
ABCB10	chr1	131	106	935	0
ABCB11	chr2	0	0	1	0
ABCB4	chr7	14	26	46	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2	679	1269	1854	0
ABCB7	chrX	123	153	1456	0
ABCB8	chr7	685	691	657	1
ABCB9	chr12	946	953	723	3
ABCC1	chr16	52	45	2272	0
ABCC10	chr6	926	864	1499	2
ABCC11	chr16	2	0	82	0
ABCC12	chr16	9	18	12	0
ABCC2	chr10	26	19	57	0
ABCC3	chr17	3	15	7	0
ABCC4	chr13	499	641	961	0
ABCC5	chr3	1268	1842	4803	1
ABCC6	chr16	55	28	392	0
ABCC8	chr11	0	2	3	0
ABCC9	chr12	0	3	4	0
ABCD1	chrX	243	243	347	0
ABCD2	chr12	3	1	6	0
ABCD3	chr1	816	661	2115	0
ABCD4	chr14	1712	1308	2770	1
ABCE1	chr4	312	413	2293	0
ABCF1	chr6	0	0	3569	0
ABCF2	chr7	464	584	2120	0
ABCF3	chr3	622	678	1938	1
ABCG1	chr21	47	73	92	1
ABCG2	chr4	49	71	89	0
ABCG4	chr11	28	12	55	0
ABCG5	chr2	4	10	5	0
ABCG8	chr2	2	2	5	0
ABHD1	chr2	4	3	9	0
ABHD10	chr3	192	134	659	0
ABHD11	chr7	391	569	1603	0
ABHD12B	chr14	6	8	13	0
ABHD13	chr13	158	186	1156	0
ABHD14A	chr3	179	177	24	1
ABHD14A-ACY1	chr3	271	391	608	0
ABHD14B	chr3	135	48	102	1
ABHD15	chr17	306	527	386	1
ABHD16A	chr6	0	0	2320	0
ABHD17A	chr19	546	552	1805	3
ABHD17B	chr9	261	246	900	0
ABHD17C	chr15	203	190	335	1
ABHD18	chr4	249	295	717	3
ABHD2	chr15	565	648	1355	2
ABHD3	chr18	245	226	629	0
ABHD4	chr14	633	1048	1132	0
ABHD5	chr3	111	122	535	0
ABHD6	chr3	83	37	207	0
ABHD8	chr19	321	403	469	0
ABI1	chr10	322	280	1243	0
ABI2	chr2	1226	1328	4835	1
ABI3	chr17	3	2	1	0
ABI3BP	chr3	2	0	8	0
ABL1	chr9	2799	2721	6690	1
ABL2	chr1	575	649	819	0
ABLIM1	chr10	804	1141	986	1
ABLIM2	chr4	16	10	5	0
ABLIM3	chr5	9	22	46	0
ABO	chr9	204	1601	1636	1
