gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	147	154	237	0
A1BG-AS1	chr19	231	201	233	1
A1CF	chr10	4	0	2	0
A2M	chr12	1	0	6	0
A2M-AS1	chr12	8	2	17	0
A2ML1	chr12	1	0	0	0
A2ML1-AS1	chr12	6	14	17	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	4	1	4	0
A3GALT2	chr1	1	1	4	0
A4GALT	chr22	13	26	34	0
A4GNT	chr3	0	2	0	0
AAAS	chr12	812	1074	2782	0
AACS	chr12	472	348	918	0
AACSP1	chr5	23	2	4	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	0	0
AADACL2-AS1	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	596	974	1184	0
AAGAB	chr15	651	765	1186	1
AAK1	chr2A	2073	2572	4791	3
AAMDC	chr11	16	34	111	0
AAMP	chr2B	910	784	3922	4
AANAT	chr17	1	1	1	0
AARD	chr8	2	2	2	0
AARS1	chr16	2799	3406	4231	2
AARS1P1	chr4	0	0	0	0
AARS2	chr6	325	320	1429	0
AARSD1	chr17	602	635	1524	0
AASDH	chr4	122	135	717	0
AASDHPPT	chr11	1489	1952	4650	5
AASS	chr7	154	117	153	2
AATBC	chr21	5	65	10	0
AATF	chr17	391	361	1009	3
AATK	chr17	1028	924	487	2
ABAT	chr16	1872	1635	1777	2
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	28	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	478	370	1215	1
ABCA10	chr17	3	13	9	0
ABCA11P	chr4	114	69	69	0
ABCA12	chr2B	3	1	5	0
ABCA13	chr7	0	0	0	0
ABCA17P	chr16	14	3	0	0
ABCA2	chr9	3968	7616	9978	5
ABCA3	chr16	3791	3491	3268	12
ABCA4	chr1	0	0	1	0
ABCA5	chr17	214	197	724	1
ABCA6	chr17	2	1	4	0
ABCA7	chr19	2579	1957	1877	3
ABCA8	chr17	3	0	0	0
ABCA9	chr17	3	6	4	0
ABCA9-AS1	chr17	0	0	0	0
ABCB1	chr7	8	5	15	0
ABCB10	chr1	161	104	477	0
ABCB10P1	chr15	0	0	14	0
ABCB10P3	chr15	1	0	0	0
ABCB10P4	chr15	0	0	14	0
ABCB11	chr2B	0	0	4	0
ABCB4	chr7	41	4	83	0
ABCB5	chr7	0	1	0	0
ABCB6	chr2B	583	755	1100	0
ABCB7	chrX	121	164	1315	0
ABCB8	chr7	1190	975	897	0
ABCB9	chr12	1180	1159	799	3
ABCC1	chr16	880	761	1200	1
ABCC10	chr6	882	1131	1819	1
ABCC11	chr16	2	2	121	0
ABCC12	chr16	3	1	0	0
ABCC13	chr21	0	0	0	0
ABCC2	chr10	18	32	93	0
ABCC3	chr17	1	1	2	0
ABCC4	chr13	58	51	92	0
ABCC5	chr3	2117	2088	7119	0
ABCC5-AS1	chr3	0	0	0	0
ABCC6	chr16	29	10	23	0
ABCC6P1	chrUn_NW_019934440v1	0	0	6	0
ABCC6P2	chrUn_NW_019934440v1	0	0	3	0
ABCC8	chr11	359	880	1223	2
ABCC9	chr12	1	6	20	0
ABCD1	chrX	553	452	582	1
ABCD1P2	chr1	0	0	2	0
ABCD2	chr12	1	4	12	0
ABCD3	chr1	321	395	1017	1
ABCD4	chr14	1906	1596	2672	6
ABCE1	chr4	317	355	2629	0
ABCF1	chr6	676	923	2920	1
ABCF2	chr7	442	550	2021	0
ABCF2P1	chr3	1	0	0	0
ABCF2P2	chr7	0	0	0	0
ABCF3	chr3	517	607	1778	1
ABCG1	chr21	282	409	549	0
ABCG2	chr4	0	0	1	0
ABCG4	chr11	240	204	649	0
ABCG5	chr2A	4	27	8	0
ABCG8	chr2A	3	2	5	0
ABHD1	chr2A	6	14	21	0
ABHD10	chr3	378	302	1349	1
ABHD11	chr7	52	112	346	0
ABHD11-AS1	chr7	0	0	4	0
ABHD12B	chr14	2	0	1	0
ABHD13	chr13	112	134	778	0
ABHD14A	chr3	686	866	103	3
ABHD14A-ACY1	chr3	530	672	447	2
ABHD14B	chr3	93	25	88	0
ABHD15	chr17	12	11	10	0
ABHD15-AS1	chr17	0	0	0	0
ABHD16A	chr6	708	508	2763	1
ABHD17A	chr19	374	405	1716	1
ABHD17AP1	chr5	0	0	10	0
ABHD17AP3	chr1	1	0	0	0
ABHD17AP4	chr22	0	0	0	0
ABHD17AP5	chr22	0	0	14	0
ABHD17AP6	chr17	0	2	0	0
ABHD17B	chr9	268	291	1205	0
ABHD17C	chr15	655	876	1082	0
ABHD18	chr4	162	202	470	3
ABHD2	chr15	161	207	292	0
ABHD3	chr18	33	40	84	0
ABHD4	chr14	215	280	354	0
ABHD5	chr3	156	268	712	1
ABHD6	chr3	135	94	429	0
ABHD8	chr19	409	458	683	0
ABI1	chr10	263	300	1048	0
ABI1P1	chr14	0	0	0	0
ABI2	chr2B	2684	2598	9657	2
ABI3	chr17	0	1	2	0
ABI3BP	chr3	2	6	14	0
ABITRAM	chr9	231	247	205	1
ABITRAMP1	chr13	0	0	0	0
ABL1	chr9	2095	2446	6358	7
ABL2	chr1	946	895	1384	0
ABLIM1	chr10	1038	1368	1478	6
ABLIM2	chr4	409	199	191	0
ABLIM3	chr5	46	101	270	0
ABO	chr9	7	76	83	0
ABR	chr17	1631	2395	6581	4
ABRA	chr8	0	1	2	0
ABRACL	chr6	423	397	204	3
ABRAXAS1	chr4	117	99	483	0
ABRAXAS2	chr10	58	52	413	0
ABT1	chr6	377	312	568	0
ABT1P1	chr4	0	0	0	0
ABTB1	chr3	330	1510	1516	1
ABTB2	chr11	217	922	650	1
AC000029.1	chr22	0	0	0	0
AC000029.2	chr22	0	3	0	0
AC000032.1	chr1	0	0	3	0
AC000035.1	chr22	4	1	12	0
AC000036.1	chr22	0	0	0	0
AC000041.1	chr22	0	0	0	0
AC000050.1	chr22	0	0	0	0
AC000050.3	chr22	0	0	0	0
AC000058.1	chr7	0	0	0	0
AC000061.1	chr7	0	0	0	0
AC000065.1	chr7	2	0	0	0
AC000065.2	chr7	0	0	1	0
AC000067.1	chr22	0	0	0	0
AC000068.1	chr22	20	76	95	0
AC000068.2	chr22	10	21	27	0
AC000068.3	chr22	17	18	29	0
AC000072.1	chr22	5	20	44	0
AC000077.1	chr22	0	0	0	0
AC000078.1	chr22	1	0	0	0
AC000081.1	chr22	0	0	0	0
AC000081.2	chr22	0	0	0	0
AC000082.1	chr22	0	0	0	0
AC000085.1	chr22	1	0	2	0
AC000089.1	chr22	1	0	9	0
AC000093.1	chr22	5022	4564	7093	9
AC000095.1	chr22	36	109	21	0
AC000095.2	chr22	5	4	0	0
AC000095.3	chr22	105	23	13	0
AC000111.1	chr7	0	0	0	0
AC000111.2	chr7	0	0	0	0
AC000113.1	chrX	0	0	0	0
AC000114.1	chrX	0	0	0	0
AC000120.1	chr7	0	0	0	0
AC000120.2	chr7	35	29	13	0
AC000120.3	chr7	1342	1586	6263	0
AC000120.4	chr7	182	152	531	0
AC000123.1	chr7	5	1	8	0
AC000123.2	chr7	0	1	15	0
AC000123.3	chr7	42	26	44	0
AC000124.1	chr7	0	0	0	0
AC000362.1	chr7	0	0	0	0
AC000367.1	chr7	0	0	0	0
AC000372.1	chr7	0	0	0	0
AC000374.1	chr7	0	0	0	0
AC000403.1	chr13	0	3	0	0
