gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	210	125	415	0
A1BG-AS1	chr19	205	145	235	1
A1CF	chr10	15	14	40	0
A2M	chr12	4253	1189	6563	6
A2M-AS1	chr12	164	56	90	0
A2ML1	chr12	38	32	34	0
A2ML1-AS1	chr12	0	2	3	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	0	1	1	0
A3GALT2	chr1	0	1	4	0
A4GALT	chr22	110	35	110	0
A4GNT	chr3	4	0	2	0
AAAS	chr12	813	970	2916	0
AACS	chr12	489	502	1379	0
AACSP1	chr5	9	2	0	0
AADAC	chr3	2	1	2	0
AADACL2	chr3	2	10	21	0
AADACL2-AS1	chr3	0	1	1	0
AADACL3	chr1	0	1	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	304	629	873	0
AAGAB	chr15	551	532	1093	0
AAK1	chr2A	861	866	1732	3
AAMDC	chr11	162	154	708	0
AAMP	chr2B	1076	922	4319	4
AANAT	chr17	4	10	6	0
AARD	chr8	23	3	36	0
AARS1	chr16	3120	3537	5178	3
AARS1P1	chr4	0	0	0	0
AARS2	chr6	368	206	1511	2
AARSD1	chr17	368	397	967	0
AASDH	chr4	134	126	832	0
AASDHPPT	chr11	652	765	2273	1
AASS	chr7	561	279	584	0
AATBC	chr21	15	65	11	0
AATF	chr17	400	353	1019	0
AATK	chr17	529	526	187	2
ABAT	chr16	1592	1680	1725	1
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	29	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	877	1134	3034	0
ABCA10	chr17	6	12	28	0
ABCA11P	chr4	186	126	193	0
ABCA12	chr2B	101	30	181	0
ABCA13	chr7	10	39	38	0
ABCA17P	chr16	3	2	0	0
ABCA2	chr9	3490	3286	6324	3
ABCA3	chr16	799	553	808	0
ABCA4	chr1	142	111	227	0
ABCA5	chr17	279	401	1094	1
ABCA6	chr17	5	0	6	0
ABCA7	chr19	1283	965	1080	3
ABCA8	chr17	199	277	456	0
ABCA9	chr17	13	18	20	0
ABCA9-AS1	chr17	0	0	3	0
ABCB1	chr7	7	11	20	0
ABCB10	chr1	196	105	661	0
ABCB10P1	chr15	0	0	0	0
ABCB10P3	chr15	0	0	0	0
ABCB10P4	chr15	0	0	0	0
ABCB11	chr2B	4	1	3	0
ABCB4	chr7	9	11	38	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2B	743	1174	1975	0
ABCB7	chrX	100	152	1556	0
ABCB8	chr7	812	847	908	2
ABCB9	chr12	920	828	950	4
