gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	251	118	235	1
A1BG-AS1	chr19	335	186	274	2
A1CF	chr10	0	0	0	0
A2M	chr12	4048	4777	9184	8
A2M-AS1	chr12	67	88	89	1
A2ML1	chr12	14	4	11	0
A2ML1-AS1	chr12	5	8	16	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	0	2	2	0
A3GALT2	chr1	0	0	0	0
A4GALT	chr22	215	139	323	1
A4GNT	chr3	14	1	2	0
AAAS	chr12	913	1250	3683	1
AACS	chr12	425	458	1335	0
AACSP1	chr5	2	0	0	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	3	0	0
AADACL2-AS1	chr3	0	0	0	0
AADACL3	chr1	0	3	1	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	437	578	809	0
AAGAB	chr15	497	543	1039	0
AAK1	chr2A	1069	1073	2210	1
AAMDC	chr11	83	77	397	0
AAMP	chr2B	1080	749	3819	1
AANAT	chr17	1	1	0	0
AARD	chr8	41	9	54	0
AARS1	chr16	6045	6827	9331	5
AARS1P1	chr4	0	0	0	0
AARS2	chr6	424	319	1863	1
AARSD1	chr17	425	485	1086	0
AASDH	chr4	185	207	1083	0
AASDHPPT	chr11	541	669	1789	0
AASS	chr7	1516	578	1486	1
AATBC	chr21	14	68	13	0
AATF	chr17	422	350	943	0
AATK	chr17	550	655	271	5
ABAT	chr16	1704	1833	1755	0
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	61	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	1035	1164	3221	1
ABCA10	chr17	4	28	41	0
ABCA11P	chr4	178	110	164	0
ABCA12	chr2B	4	5	6	0
ABCA13	chr7	10	12	9	0
ABCA17P	chr16	15	16	3	0
ABCA2	chr9	5245	6319	10564	5
ABCA3	chr16	3016	2079	2581	3
ABCA4	chr1	17	14	27	0
ABCA5	chr17	110	298	631	0
ABCA6	chr17	3	3	6	0
ABCA7	chr19	990	935	870	1
ABCA8	chr17	230	504	634	0
ABCA9	chr17	2	7	10	0
ABCA9-AS1	chr17	0	0	2	0
ABCB1	chr7	2	4	15	0
ABCB10	chr1	321	180	878	0
ABCB10P1	chr15	0	0	8	0
ABCB10P3	chr15	0	0	1	0
ABCB10P4	chr15	0	0	8	0
ABCB11	chr2B	3	1	0	0
ABCB4	chr7	9	1	36	0
ABCB5	chr7	9	0	2	0
ABCB6	chr2B	1637	2534	3917	0
ABCB7	chrX	114	156	1344	0
ABCB8	chr7	1518	1704	1442	1
ABCB9	chr12	1049	1037	855	2
ABCC1	chr16	1244	1016	1895	1
ABCC10	chr6	1113	1224	2281	0
ABCC11	chr16	9	4	209	0
ABCC12	chr16	0	1	1	0
ABCC13	chr21	0	0	0	0
ABCC2	chr10	9	21	51	0
ABCC3	chr17	152	287	284	0
ABCC4	chr13	176	184	306	0
ABCC5	chr3	1282	1344	4259	1
ABCC5-AS1	chr3	0	0	0	0
ABCC6	chr16	137	34	164	0
ABCC6P1	chrUn_NW_019934440v1	0	0	169	0
ABCC6P2	chrUn_NW_019934440v1	0	0	77	0
ABCC8	chr11	54	223	311	0
ABCC9	chr12	822	2029	6150	0
ABCD1	chrX	607	636	968	1
ABCD1P2	chr1	0	0	0	0
ABCD2	chr12	8	12	37	0
ABCD3	chr1	763	894	2380	0
ABCD4	chr14	1766	1244	2190	3
ABCE1	chr4	448	522	3989	0
ABCF1	chr6	871	1231	3522	0
ABCF2	chr7	423	602	2774	0
ABCF2P1	chr3	0	0	1	0
ABCF2P2	chr7	0	0	0	0
ABCF3	chr3	704	855	2904	0
ABCG1	chr21	98	162	277	0
ABCG2	chr4	7	6	6	0
ABCG4	chr11	32	56	146	0
ABCG5	chr2A	3	17	1	0
ABCG8	chr2A	0	0	0	0
ABHD1	chr2A	6	10	9	0
ABHD10	chr3	326	225	1218	0
ABHD11	chr7	63	88	331	0
ABHD11-AS1	chr7	0	0	0	0
ABHD12B	chr14	3	21	11	0
ABHD13	chr13	162	175	1137	0
ABHD14A	chr3	676	826	91	1
ABHD14A-ACY1	chr3	580	847	663	0
ABHD14B	chr3	544	150	425	0
ABHD15	chr17	337	459	392	0
ABHD15-AS1	chr17	0	0	1	0
ABHD16A	chr6	441	502	1957	1
ABHD17A	chr19	523	436	1820	0
ABHD17AP1	chr5	0	0	7	0
ABHD17AP3	chr1	5	0	0	0
ABHD17AP4	chr22	1	0	0	0
ABHD17AP5	chr22	0	0	8	0
ABHD17AP6	chr17	0	2	1	0
ABHD17B	chr9	174	216	935	0
ABHD17C	chr15	202	228	394	0
ABHD18	chr4	192	202	625	5
ABHD2	chr15	525	611	1071	0
ABHD3	chr18	84	47	183	0
ABHD4	chr14	1269	1967	2479	2
ABHD5	chr3	138	198	710	0
ABHD6	chr3	207	133	578	0
ABHD8	chr19	453	488	707	0
ABI1	chr10	425	479	1730	0
ABI1P1	chr14	0	0	0	0
ABI2	chr2B	2357	2030	7998	0
ABI3	chr17	0	1	0	0
ABI3BP	chr3	1784	1907	4287	1
ABITRAM	chr9	277	445	406	1
ABITRAMP1	chr13	0	0	0	0
ABL1	chr9	3520	3617	9107	2
ABL2	chr1	572	530	850	1
ABLIM1	chr10	2814	2974	3462	7
ABLIM2	chr4	63	124	70	0
ABLIM3	chr5	732	1047	2806	1
ABO	chr9	14	147	155	0
ABR	chr17	1944	1751	5681	2
ABRA	chr8	2	3	3	0
ABRACL	chr6	207	177	88	0
ABRAXAS1	chr4	193	233	1133	0
ABRAXAS2	chr10	85	100	694	0
ABT1	chr6	253	231	344	1
ABT1P1	chr4	0	0	0	0
ABTB1	chr3	594	1220	1534	0
ABTB2	chr11	333	256	359	0
AC000029.1	chr22	0	0	0	0
AC000029.2	chr22	0	0	1	0
AC000032.1	chr1	0	0	4	0
AC000035.1	chr22	4	0	8	0
AC000036.1	chr22	1	0	0	0
AC000041.1	chr22	0	0	0	0
AC000050.1	chr22	0	0	0	0
AC000050.3	chr22	0	0	0	0
AC000058.1	chr7	0	0	0	0
AC000061.1	chr7	0	0	0	0
AC000065.1	chr7	0	0	0	0
AC000065.2	chr7	0	2	0	0
AC000067.1	chr22	0	0	0	0
AC000068.1	chr22	9	40	36	0
AC000068.2	chr22	3	2	12	0
AC000068.3	chr22	22	26	29	0
AC000072.1	chr22	15	11	39	0
AC000077.1	chr22	0	0	0	0
AC000078.1	chr22	0	3	1	0
AC000081.1	chr22	0	0	0	0
AC000081.2	chr22	0	0	0	0
AC000082.1	chr22	0	0	0	0
AC000085.1	chr22	0	1	2	0
AC000089.1	chr22	0	1	0	1
AC000093.1	chr22	2736	1988	3624	5
AC000095.1	chr22	21	45	12	0
AC000095.2	chr22	1	2	0	0
AC000095.3	chr22	6	3	4	0
AC000111.1	chr7	0	0	0	0
AC000111.2	chr7	0	0	0	0
AC000113.1	chrX	0	0	0	0
AC000114.1	chrX	0	0	0	0
AC000120.1	chr7	0	0	0	0
AC000120.2	chr7	41	45	17	0
AC000120.3	chr7	788	970	3671	0
AC000120.4	chr7	352	327	1235	1
AC000123.1	chr7	3	2	6	0
AC000123.2	chr7	3	2	10	0
AC000123.3	chr7	27	31	43	0
AC000124.1	chr7	0	0	0	0
AC000362.1	chr7	0	0	0	0
AC000367.1	chr7	0	0	0	0
AC000372.1	chr7	0	0	0	0
AC000374.1	chr7	0	0	0	0
AC000403.1	chr13	17	33	34	0
AC001226.1	chr13	2	0	0	0
AC001226.2	chr13	336	288	550	0
AC002044.1	chr16	0	0	0	0
AC002044.2	chr16	0	0	0	0
AC002044.3	chr16	0	0	0	0
AC002057.1	chr7	0	0	9	0
AC002057.2	chr7	0	0	0	0
AC002059.1	chr22	0	0	0	0
AC002059.2	chr22	0	0	0	0
AC002059.3	chr22	0	0	1	0
AC002064.1	chr7	0	0	0	0
AC002064.2	chr7	0	4	0	0
AC002064.3	chr7	0	0	0	0
AC002064.4	chr7	0	0	0	0
AC002066.1	chr7	2	0	0	0
AC002069.1	chr7	0	0	0	0
AC002069.2	chr7	0	1	1	0
AC002069.3	chr7	0	0	0	0
AC002069.4	chr7	0	0	0	0
AC002070.1	chr12	0	1	5	0
AC002072.1	chrX	0	0	0	0
