gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	74	88	145	0
A1BG-AS1	chr19	82	84	89	0
A1CF	chr10	1	0	0	0
A2M	chr12	1	0	2	0
A2M-AS1	chr12	3	2	9	0
A2ML1	chr12	0	0	0	0
A2ML1-AS1	chr12	2	2	3	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	1	0	2	0
A3GALT2	chr1	0	0	3	0
A4GALT	chr22	4	10	6	0
A4GNT	chr3	0	0	0	0
AAAS	chr12	413	606	1250	0
AACS	chr12	210	144	365	0
AACSP1	chr5	19	3	2	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	0	0
AADACL2-AS1	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	247	438	502	1
AAGAB	chr15	317	367	555	0
AAK1	chr2A	922	1135	2041	2
AAMDC	chr11	15	10	51	0
AAMP	chr2B	388	334	1790	0
AANAT	chr17	1	0	0	0
AARD	chr8	0	0	1	0
AARS1	chr16	1256	1434	1748	1
AARS1P1	chr4	0	0	0	0
AARS2	chr6	138	123	549	0
AARSD1	chr17	308	312	755	0
AASDH	chr4	33	54	293	0
AASDHPPT	chr11	658	875	2030	0
AASS	chr7	54	62	74	1
AATBC	chr21	0	30	3	0
AATF	chr17	157	160	415	0
AATK	chr17	432	388	198	1
ABAT	chr16	750	611	673	2
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	9	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	188	165	409	0
ABCA10	chr17	1	5	16	0
ABCA11P	chr4	51	31	28	0
ABCA12	chr2B	3	1	4	0
ABCA13	chr7	0	0	0	0
ABCA17P	chr16	4	1	0	0
ABCA2	chr9	1557	3034	3338	4
ABCA3	chr16	1317	1298	1105	3
ABCA4	chr1	0	0	0	0
ABCA5	chr17	115	89	327	0
ABCA6	chr17	0	0	2	0
ABCA7	chr19	1150	815	793	2
ABCA8	chr17	1	0	0	0
ABCA9	chr17	1	2	1	0
ABCA9-AS1	chr17	0	0	0	0
ABCB1	chr7	5	3	2	0
ABCB10	chr1	71	45	213	0
ABCB10P1	chr15	0	0	8	0
ABCB10P3	chr15	0	0	0	0
ABCB10P4	chr15	0	0	8	0
ABCB11	chr2B	0	0	0	0
ABCB4	chr7	19	1	22	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2B	231	274	426	0
ABCB7	chrX	61	77	602	0
ABCB8	chr7	472	348	319	1
ABCB9	chr12	517	502	347	1
ABCC1	chr16	294	227	368	0
ABCC10	chr6	368	492	629	0
ABCC11	chr16	1	1	50	0
ABCC12	chr16	0	0	0	0
ABCC13	chr21	0	1	0	0
ABCC2	chr10	16	30	41	0
ABCC3	chr17	0	0	1	0
ABCC4	chr13	16	15	24	0
ABCC5	chr3	835	801	2649	0
ABCC5-AS1	chr3	0	0	0	0
ABCC6	chr16	11	3	12	0
ABCC6P1	chrUn_NW_019934440v1	0	0	3	0
ABCC6P2	chrUn_NW_019934440v1	0	0	3	0
ABCC8	chr11	212	387	524	1
ABCC9	chr12	1	4	6	0
ABCD1	chrX	236	232	227	1
ABCD1P2	chr1	0	0	0	0
ABCD2	chr12	0	1	2	0
ABCD3	chr1	154	212	419	0
ABCD4	chr14	817	708	1319	2
ABCE1	chr4	140	158	1067	0
ABCF1	chr6	265	363	1288	1
ABCF2	chr7	186	264	824	0
ABCF2P1	chr3	0	0	0	0
ABCF2P2	chr7	0	0	0	0
ABCF3	chr3	278	279	689	0
ABCG1	chr21	110	131	167	0
ABCG2	chr4	1	0	0	0
ABCG4	chr11	102	110	269	0
ABCG5	chr2A	3	12	2	0
ABCG8	chr2A	1	1	1	0
ABHD1	chr2A	2	8	12	0
ABHD10	chr3	171	142	590	0
ABHD11	chr7	24	49	152	0
ABHD11-AS1	chr7	0	0	0	0
ABHD12B	chr14	1	0	0	0
ABHD13	chr13	50	42	275	0
ABHD14A	chr3	314	370	43	0
ABHD14A-ACY1	chr3	208	280	224	0
ABHD14B	chr3	36	9	38	0
ABHD15	chr17	10	1	2	0
ABHD15-AS1	chr17	0	0	0	0
ABHD16A	chr6	252	210	1129	0
ABHD17A	chr19	96	107	796	0
ABHD17AP1	chr5	0	0	3	0
ABHD17AP3	chr1	3	0	0	0
ABHD17AP4	chr22	0	0	0	0
ABHD17AP5	chr22	0	0	7	0
ABHD17AP6	chr17	0	0	0	0
ABHD17B	chr9	105	109	473	0
ABHD17C	chr15	275	363	455	1
ABHD18	chr4	88	118	214	2
ABHD2	chr15	49	59	96	0
ABHD3	chr18	16	14	32	0
ABHD4	chr14	92	117	130	0
ABHD5	chr3	66	119	295	0
ABHD6	chr3	59	41	201	0
ABHD8	chr19	196	210	328	0
ABI1	chr10	130	105	403	0
ABI1P1	chr14	0	0	0	0
ABI2	chr2B	1193	1050	4151	0
ABI3	chr17	0	0	2	0
ABI3BP	chr3	2	3	4	0
ABITRAM	chr9	143	127	96	0
ABITRAMP1	chr13	0	0	0	0
ABL1	chr9	888	1044	2455	2
ABL2	chr1	384	340	561	0
ABLIM1	chr10	466	554	603	1
ABLIM2	chr4	180	78	64	0
ABLIM3	chr5	21	42	141	0
ABO	chr9	1	43	49	0
ABR	chr17	684	932	2602	0
ABRA	chr8	1	2	0	0
ABRACL	chr6	205	198	127	0
ABRAXAS1	chr4	53	44	234	0
ABRAXAS2	chr10	26	25	151	0
ABT1	chr6	131	151	213	1
ABT1P1	chr4	0	1	0	0
ABTB1	chr3	142	668	581	0
ABTB2	chr11	72	336	217	1
AC000029.1	chr22	0	0	0	0
AC000029.2	chr22	0	0	1	0
AC000032.1	chr1	0	0	1	0
AC000035.1	chr22	1	1	8	0
AC000036.1	chr22	0	0	1	0
AC000041.1	chr22	0	0	1	0
AC000050.1	chr22	0	0	0	0
AC000050.3	chr22	0	0	0	0
AC000058.1	chr7	0	0	0	0
AC000061.1	chr7	0	0	0	0
AC000065.1	chr7	1	0	0	0
AC000065.2	chr7	0	0	0	0
AC000067.1	chr22	0	0	0	0
AC000068.1	chr22	14	34	30	0
AC000068.2	chr22	8	13	14	0
AC000068.3	chr22	3	6	8	0
AC000072.1	chr22	9	8	23	0
AC000077.1	chr22	0	0	0	0
AC000078.1	chr22	0	0	2	0
AC000081.1	chr22	0	0	0	0
AC000081.2	chr22	0	0	0	0
AC000082.1	chr22	0	0	0	0
AC000085.1	chr22	0	0	3	0
AC000089.1	chr22	0	0	4	0
AC000093.1	chr22	2474	2166	2967	5
AC000095.1	chr22	18	39	13	0
AC000095.2	chr22	6	2	1	0
AC000095.3	chr22	57	10	5	0
AC000111.1	chr7	0	0	0	0
AC000111.2	chr7	0	0	0	0
AC000113.1	chrX	0	1	0	0
AC000114.1	chrX	0	0	0	0
AC000120.1	chr7	0	0	0	0
AC000120.2	chr7	25	18	8	0
AC000120.3	chr7	563	657	2342	0
AC000120.4	chr7	66	66	246	0
AC000123.1	chr7	3	1	1	0
AC000123.2	chr7	4	0	7	0
AC000123.3	chr7	12	5	24	0
AC000124.1	chr7	0	0	0	0
AC000362.1	chr7	0	0	0	0
AC000367.1	chr7	0	0	0	0
AC000372.1	chr7	0	0	0	0
AC000374.1	chr7	0	0	0	0
AC000403.1	chr13	0	0	0	0
AC001226.1	chr13	0	0	0	0
AC001226.2	chr13	126	119	141	0
AC002044.1	chr16	0	0	1	0
AC002044.2	chr16	1	10	2	0
AC002044.3	chr16	0	0	0	0
AC002057.1	chr7	0	0	2	0
AC002057.2	chr7	0	0	0	0
AC002059.1	chr22	2	2	0	0
AC002059.2	chr22	0	0	0	0
AC002059.3	chr22	0	2	2	0
AC002064.1	chr7	0	0	0	0
AC002064.2	chr7	0	0	0	0
AC002064.3	chr7	0	0	0	0
AC002064.4	chr7	0	0	0	0
AC002066.1	chr7	0	0	0	0
