gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	215	74	310	0
A1BG-AS1	chr19	189	101	139	1
A1CF	chr10	1	1	1	0
A2M	chr12	1923	1496	3701	1
A2M-AS1	chr12	87	50	35	0
A2ML1	chr12	8	8	15	0
A2ML1-AS1	chr12	1	1	0	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	0	0	1	0
A3GALT2	chr1	0	1	3	0
A4GALT	chr22	80	40	92	0
A4GNT	chr3	12	0	0	0
AAAS	chr12	721	989	2686	0
AACS	chr12	412	321	1045	0
AACSP1	chr5	4	0	0	0
AADAC	chr3	0	0	1	0
AADACL2	chr3	2	5	9	0
AADACL2-AS1	chr3	0	1	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	137	262	293	0
AAGAB	chr15	238	208	433	0
AAK1	chr2A	410	445	773	1
AAMDC	chr11	78	64	315	0
AAMP	chr2B	668	663	2662	0
AANAT	chr17	4	20	11	0
AARD	chr8	13	1	12	0
AARS1	chr16	2603	2597	3814	1
AARS1P1	chr4	0	0	0	0
AARS2	chr6	240	162	1094	0
AARSD1	chr17	349	343	802	0
AASDH	chr4	80	66	429	0
AASDHPPT	chr11	305	383	1131	1
AASS	chr7	299	131	316	0
AATBC	chr21	11	40	6	0
AATF	chr17	182	173	482	0
AATK	chr17	311	320	154	0
ABAT	chr16	315	382	332	0
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	21	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	517	969	2174	0
ABCA10	chr17	3	4	16	0
ABCA11P	chr4	108	71	77	0
ABCA12	chr2B	60	19	97	0
ABCA13	chr7	2	12	10	0
ABCA17P	chr16	4	2	2	0
ABCA2	chr9	2900	2457	4306	0
ABCA3	chr16	240	146	202	0
ABCA4	chr1	83	72	134	1
ABCA5	chr17	174	180	535	0
ABCA6	chr17	4	1	0	0
ABCA7	chr19	1342	1000	995	1
ABCA8	chr17	32	72	90	0
ABCA9	chr17	4	3	1	0
ABCA9-AS1	chr17	0	0	0	0
ABCB1	chr7	2	3	6	0
ABCB10	chr1	116	70	445	0
ABCB10P1	chr15	0	0	0	0
ABCB10P3	chr15	0	0	0	0
ABCB10P4	chr15	0	0	0	0
ABCB11	chr2B	1	0	2	0
ABCB4	chr7	3	1	13	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2B	637	906	1474	0
ABCB7	chrX	56	67	884	0
ABCB8	chr7	697	643	701	1
ABCB9	chr12	933	801	708	0
ABCC1	chr16	418	401	641	1
ABCC10	chr6	499	505	886	1
ABCC11	chr16	4	2	86	0
ABCC12	chr16	2	0	0	0
ABCC13	chr21	0	2	0	0
ABCC2	chr10	24	94	147	0
ABCC3	chr17	137	207	196	0
ABCC4	chr13	318	254	464	2
ABCC5	chr3	444	450	1376	1
ABCC5-AS1	chr3	0	0	0	0
ABCC6	chr16	54	18	90	0
ABCC6P1	chrUn_NW_019934440v1	0	0	69	0
ABCC6P2	chrUn_NW_019934440v1	0	0	29	0
ABCC8	chr11	3	18	24	0
ABCC9	chr12	38	74	260	0
ABCD1	chrX	209	255	297	0
ABCD1P2	chr1	0	0	0	0
ABCD2	chr12	1	3	7	0
ABCD3	chr1	283	335	912	0
ABCD4	chr14	864	657	1165	0
ABCE1	chr4	181	218	1944	1
ABCF1	chr6	477	641	2089	0
ABCF2	chr7	163	200	874	0
ABCF2P1	chr3	0	0	0	0
ABCF2P2	chr7	0	0	0	0
ABCF3	chr3	462	552	1683	1
ABCG1	chr21	44	85	104	0
ABCG2	chr4	3	4	5	0
ABCG4	chr11	11	14	53	0
ABCG5	chr2A	0	4	1	0
ABCG8	chr2A	4	0	1	0
ABHD1	chr2A	2	7	7	0
ABHD10	chr3	110	61	507	0
ABHD11	chr7	101	101	412	0
ABHD11-AS1	chr7	4	1	11	0
ABHD12B	chr14	0	4	2	0
ABHD13	chr13	78	65	400	0
ABHD14A	chr3	429	966	74	1
ABHD14A-ACY1	chr3	438	970	682	0
ABHD14B	chr3	440	102	346	0
ABHD15	chr17	184	160	141	2
ABHD15-AS1	chr17	1	0	0	0
ABHD16A	chr6	322	233	1032	0
ABHD17A	chr19	364	403	1567	1
ABHD17AP1	chr5	0	0	7	0
ABHD17AP3	chr1	2	0	0	0
ABHD17AP4	chr22	0	0	0	0
ABHD17AP5	chr22	0	1	9	0
ABHD17AP6	chr17	1	5	3	0
ABHD17B	chr9	73	83	313	0
ABHD17C	chr15	92	111	159	0
ABHD18	chr4	140	175	512	3
ABHD2	chr15	102	105	175	0
ABHD3	chr18	57	35	104	0
ABHD4	chr14	571	752	995	0
ABHD5	chr3	78	126	373	0
ABHD6	chr3	44	44	150	0
ABHD8	chr19	243	233	397	0
ABI1	chr10	266	260	959	0
ABI1P1	chr14	0	0	0	0
ABI2	chr2B	661	621	2662	0
ABI3	chr17	1	3	3	0
ABI3BP	chr3	392	534	1126	0
ABITRAM	chr9	259	287	266	1
ABITRAMP1	chr13	0	0	0	0
ABL1	chr9	1433	1811	4356	1
ABL2	chr1	224	275	383	0
ABLIM1	chr10	483	618	610	3
ABLIM2	chr4	27	20	27	0
ABLIM3	chr5	253	369	1152	0
ABO	chr9	115	432	512	0
ABR	chr17	935	953	2809	2
ABRA	chr8	6	1	2	0
ABRACL	chr6	153	86	28	0
ABRAXAS1	chr4	145	97	659	0
ABRAXAS2	chr10	36	44	301	0
ABT1	chr6	247	210	337	0
ABT1P1	chr4	0	1	0	0
ABTB1	chr3	128	500	420	0
ABTB2	chr11	109	74	106	0
AC000029.1	chr22	0	0	0	0
AC000029.2	chr22	0	0	1	0
AC000032.1	chr1	0	0	3	0
AC000035.1	chr22	0	0	2	0
AC000036.1	chr22	4	1	0	0
AC000041.1	chr22	0	0	0	0
AC000050.1	chr22	0	0	0	0
AC000050.3	chr22	0	0	0	0
AC000058.1	chr7	0	0	1	0
AC000061.1	chr7	0	0	0	0
AC000065.1	chr7	0	2	1	0
AC000065.2	chr7	0	1	0	0
AC000067.1	chr22	0	0	0	0
AC000068.1	chr22	4	16	28	0
AC000068.2	chr22	0	3	12	0
AC000068.3	chr22	16	13	11	0
AC000072.1	chr22	5	8	33	0
AC000077.1	chr22	0	0	0	0
AC000078.1	chr22	0	0	1	0
AC000081.1	chr22	0	0	0	0
AC000081.2	chr22	0	0	0	0
AC000082.1	chr22	0	0	0	0
AC000085.1	chr22	1	0	2	0
AC000089.1	chr22	0	1	0	1
AC000093.1	chr22	1024	779	1234	0
AC000095.1	chr22	9	7	2	0
AC000095.2	chr22	0	0	0	0
AC000095.3	chr22	0	0	0	0
AC000111.1	chr7	0	0	0	0
AC000111.2	chr7	0	0	0	0
AC000113.1	chrX	0	0	0	0
AC000114.1	chrX	0	0	0	0
AC000120.1	chr7	0	0	0	0
AC000120.2	chr7	17	19	13	0
AC000120.3	chr7	947	923	4044	0
AC000120.4	chr7	227	208	735	0
AC000123.1	chr7	2	3	5	0
AC000123.2	chr7	4	1	20	0
AC000123.3	chr7	15	10	23	0
AC000124.1	chr7	0	0	0	0
AC000362.1	chr7	0	0	0	0
AC000367.1	chr7	0	0	0	0
AC000372.1	chr7	1	0	0	0
AC000374.1	chr7	0	0	0	0
AC000403.1	chr13	3	16	9	0
AC001226.1	chr13	0	0	1	0
AC001226.2	chr13	157	146	264	0
AC002044.1	chr16	0	0	0	0
AC002044.2	chr16	0	1	0	0
AC002044.3	chr16	0	0	0	0
AC002057.1	chr7	0	0	0	0
AC002057.2	chr7	0	0	0	0
AC002059.1	chr22	0	0	0	0
AC002059.2	chr22	0	0	0	0
AC002059.3	chr22	0	0	1	0
AC002064.1	chr7	0	0	0	0
AC002064.2	chr7	0	0	0	0
AC002064.3	chr7	0	0	0	0
AC002064.4	chr7	0	0	0	0
AC002066.1	chr7	1	1	0	0
AC002069.1	chr7	0	0	0	0
AC002069.2	chr7	0	0	0	0
AC002069.3	chr7	0	0	0	0
AC002069.4	chr7	0	0	0	0
AC002070.1	chr12	0	0	0	0
AC002072.1	chrX	0	0	0	0
AC002073.1	chr22	0	0	0	0
AC002074.1	chr7	12	13	14	0
AC002074.2	chr7	0	0	0	0
AC002075.1	chr7	0	0	0	0
AC002075.2	chr7	0	0	1	0
AC002076.1	chr7	0	0	0	0
AC002076.2	chr7	0	0	0	0
AC002090.1	chr17	0	0	0	0
AC002091.1	chr17	0	0	0	0
AC002091.2	chr17	0	0	0	0
AC002094.1	chr17	36	29	154	0
AC002094.2	chr17	27	26	60	0
AC002094.3	chr17	269	778	372	1
AC002094.4	chr17	0	0	5	0
AC002094.5	chr17	0	0	1	0
AC002101.1	chr9	0	0	0	0
AC002115.1	chr19	0	3	0	0
AC002116.1	chr19	151	168	163	0
AC002116.2	chr19	2	2	4	0
AC002127.1	chr7	0	0	0	0
AC002128.1	chr19	36	43	13	0
AC002128.2	chr19	4	6	6	0
AC002306.1	chr19	0	0	1	0
AC002310.1	chr16_NW_019932886v1_random	0	0	56	0
AC002310.2	chr16_NW_019932886v1_random	0	0	282	0
AC002310.3	chr16_NW_019932886v1_random	0	0	2	0
AC002310.4	chr16_NW_019932886v1_random	0	0	367	0
AC002310.5	chr16_NW_019932886v1_random	0	0	170	0
AC002316.1	chr17	146	98	59	0
AC002331.1	chr16	0	0	0	0
AC002347.1	chr17	1	0	0	0
AC002347.2	chr17	1	1	0	0
AC002350.1	chr12	0	0	0	0
AC002350.2	chr12	12	27	3	0
AC002351.1	chr12	0	0	1	0
AC002359.1	chrX	0	0	0	0
AC002365.1	chrX	0	0	0	0
AC002366.1	chrX	0	0	0	0
AC002368.1	chrX	0	0	0	0
AC002375.1	chr12	0	0	0	0
AC002377.1	chrX	0	0	0	0
AC002378.1	chr22	0	0	0	0
AC002381.1	chr7	0	0	0	0
AC002383.1	chr7	0	0	0	0
AC002386.1	chr7	0	0	0	0
AC002395.1	chr12	0	0	0	0
AC002398.1	chr19	3	1	10	0
AC002398.2	chr19	1007	1315	6810	0
AC002400.1	chr16	3	0	3	0
AC002401.1	chr17	0	1	1	0
AC002401.2	chr17	0	2	0	0
AC002401.3	chr17	2	2	1	0
AC002401.4	chr17	0	0	0	0
AC002407.1	chrX	0	0	0	0
AC002407.2	chrX	0	0	0	0
AC002416.1	chrX	0	0	0	0
AC002428.1	chr5	0	0	0	0
AC002428.2	chr5	0	0	0	0
AC002429.1	chr7	0	0	0	0
AC002429.2	chr7	0	0	1	0
