gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	257	158	358	0
A1BG-AS1	chr19	367	264	357	1
A1CF	chr10	5	0	2	0
A2M	chr12	5300	6169	11784	6
A2M-AS1	chr12	128	116	130	0
A2ML1	chr12	14	4	11	0
A2ML1-AS1	chr12	8	7	10	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	0	1	0	0
A3GALT2	chr1	0	1	4	0
A4GALT	chr22	278	211	392	0
A4GNT	chr3	22	0	4	0
AAAS	chr12	1258	1748	4861	3
AACS	chr12	663	697	1654	0
AACSP1	chr5	3	1	0	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	1	0	5	0
AADACL2-AS1	chr3	0	0	0	0
AADACL3	chr1	1	1	2	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	555	684	969	0
AAGAB	chr15	712	666	1413	0
AAK1	chr2A	1550	1605	2724	1
AAMDC	chr11	125	111	523	0
AAMP	chr2B	1333	1190	5086	2
AANAT	chr17	2	1	2	0
AARD	chr8	54	12	63	0
AARS1	chr16	7774	8778	11674	6
AARS1P1	chr4	0	0	0	0
AARS2	chr6	518	423	2205	1
AARSD1	chr17	637	695	1535	0
AASDH	chr4	239	241	1358	0
AASDHPPT	chr11	744	906	2333	6
AASS	chr7	2036	786	1889	2
AATBC	chr21	26	143	16	0
AATF	chr17	545	456	1197	0
AATK	chr17	672	792	279	0
ABAT	chr16	1819	1617	1579	0
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	63	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	2051	1892	5386	1
ABCA10	chr17	10	52	79	0
ABCA11P	chr4	299	153	242	0
ABCA12	chr2B	5	4	9	0
ABCA13	chr7	10	9	17	0
ABCA17P	chr16	34	20	7	0
ABCA2	chr9	6332	7405	11351	3
ABCA3	chr16	3796	2442	3231	4
ABCA4	chr1	15	20	45	0
ABCA5	chr17	235	372	822	1
ABCA6	chr17	8	11	14	0
ABCA7	chr19	1143	1155	1052	4
ABCA8	chr17	286	497	665	0
ABCA9	chr17	4	14	12	0
ABCA9-AS1	chr17	0	0	0	0
ABCB1	chr7	3	10	20	0
ABCB10	chr1	349	199	1179	0
ABCB10P1	chr15	0	0	7	0
ABCB10P3	chr15	0	1	0	0
ABCB10P4	chr15	0	0	7	0
ABCB11	chr2B	2	0	0	0
ABCB4	chr7	14	7	24	0
ABCB5	chr7	11	0	1	0
ABCB6	chr2B	1878	2979	4836	1
ABCB7	chrX	163	180	1603	0
ABCB8	chr7	1718	1889	1691	1
ABCB9	chr12	1119	1082	1099	0
ABCC1	chr16	1524	1290	2100	1
ABCC10	chr6	1332	1525	2680	1
ABCC11	chr16	10	3	124	0
ABCC12	chr16	1	0	1	0
ABCC13	chr21	1	1	0	0
ABCC2	chr10	15	34	82	0
ABCC3	chr17	193	422	342	0
ABCC4	chr13	182	219	353	0
ABCC5	chr3	1954	2050	6575	1
ABCC5-AS1	chr3	0	0	0	0
ABCC6	chr16	187	42	233	1
ABCC6P1	chrUn_NW_019934440v1	0	0	213	0
ABCC6P2	chrUn_NW_019934440v1	0	0	96	0
ABCC8	chr11	73	299	405	0
ABCC9	chr12	1160	2776	7620	1
ABCD1	chrX	794	748	1094	1
ABCD1P2	chr1	0	0	1	0
ABCD2	chr12	13	14	33	0
ABCD3	chr1	874	1011	2436	0
ABCD4	chr14	2127	1530	2903	1
ABCE1	chr4	530	648	4834	1
ABCF1	chr6	1019	1412	4406	0
ABCF2	chr7	609	871	3409	0
ABCF2P1	chr3	0	0	0	0
ABCF2P2	chr7	0	0	0	0
ABCF3	chr3	960	1120	3556	1
ABCG1	chr21	102	213	247	0
ABCG2	chr4	4	4	5	0
ABCG4	chr11	27	48	158	0
ABCG5	chr2A	0	27	2	0
ABCG8	chr2A	2	0	0	0
ABHD1	chr2A	5	14	18	0
ABHD10	chr3	403	285	1288	1
ABHD11	chr7	78	119	378	0
ABHD11-AS1	chr7	1	1	2	0
ABHD12B	chr14	12	29	23	0
ABHD13	chr13	164	168	1220	1
ABHD14A	chr3	677	817	75	0
ABHD14A-ACY1	chr3	592	885	868	0
ABHD14B	chr3	686	185	709	0
ABHD15	chr17	491	627	498	0
ABHD15-AS1	chr17	0	1	0	0
ABHD16A	chr6	606	629	2516	0
ABHD17A	chr19	535	526	2131	1
ABHD17AP1	chr5	0	0	3	0
ABHD17AP3	chr1	0	0	0	0
ABHD17AP4	chr22	0	0	0	0
ABHD17AP5	chr22	0	0	13	0
ABHD17AP6	chr17	1	2	0	0
ABHD17B	chr9	226	224	1189	0
ABHD17C	chr15	245	256	414	0
ABHD18	chr4	240	295	729	8
ABHD2	chr15	451	529	871	0
ABHD3	chr18	129	79	251	0
ABHD4	chr14	1592	2174	2688	1
ABHD5	chr3	203	259	945	1
ABHD6	chr3	228	103	513	0
ABHD8	chr19	513	558	818	0
ABI1	chr10	561	557	2080	0
