gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	500	662	563	1
A1BG-AS1	chr19	347	393	207	0
A1CF	chr10	75	77	169	0
A2M	chr12	2659	2490	4997	1
A2M-AS1	chr12	115	71	109	0
A2ML1	chr12	3	7	11	0
A2ML1-AS1	chr12	2	2	2	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	0	1	2	0
A3GALT2	chr1	1	8	4	0
A4GALT	chr22	69	53	82	0
A4GNT	chr3	12	0	2	0
AAAS	chr12	947	1184	3685	0
AACS	chr12	617	680	1613	0
AACSP1	chr5	17	2	1	0
AADAC	chr3	13	18	37	0
AADACL2	chr3	1	2	1	0
AADACL2-AS1	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	1	2	0
AADAT	chr4	338	471	633	1
AAGAB	chr15	427	466	905	1
AAK1	chr2A	748	878	1332	1
AAMDC	chr11	197	139	803	1
AAMP	chr2B	1984	1608	5679	4
AANAT	chr17	5	10	1	0
AARD	chr8	7	7	11	0
AARS1	chr16	2792	3711	4436	1
AARS1P1	chr4	0	0	0	0
AARS2	chr6	425	303	1556	0
AARSD1	chr17	560	572	1261	0
AASDH	chr4	82	78	440	0
AASDHPPT	chr11	594	818	2059	1
AASS	chr7	1161	495	1028	1
AATBC	chr21	19	86	10	0
AATF	chr17	566	500	1323	0
AATK	chr17	629	624	250	1
ABAT	chr16	1082	562	799	1
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	38	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	1780	2057	5291	0
ABCA10	chr17	42	97	161	0
ABCA11P	chr4	230	128	180	0
ABCA12	chr2B	4	8	7	0
ABCA13	chr7	17	5	5	0
ABCA17P	chr16	10	4	0	0
ABCA2	chr9	5742	7213	10268	5
ABCA3	chr16	441	234	347	0
ABCA4	chr1	11	12	17	0
ABCA5	chr17	304	154	721	0
ABCA6	chr17	13	16	29	0
ABCA7	chr19	892	1097	821	0
ABCA8	chr17	2294	3015	4595	2
ABCA9	chr17	240	250	409	0
