gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	148	74	160	0
A1BG-AS1	chr19	280	144	190	0
A1CF	chr10	1	0	2	0
A2M	chr12	134	59	190	0
A2M-AS1	chr12	25	7	59	0
A2ML1	chr12	226	126	196	1
A2ML1-AS1	chr12	2	4	8	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	0	0	1	0
A3GALT2	chr1	1	1	7	0
A4GALT	chr22	249	66	251	0
A4GNT	chr3	2	0	1	0
AAAS	chr12	697	949	2531	1
AACS	chr12	594	625	1628	0
AACSP1	chr5	9	2	0	0
AADAC	chr3	5	0	5	0
AADACL2	chr3	70	74	243	0
AADACL2-AS1	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	410	704	843	0
AAGAB	chr15	729	646	1311	1
AAK1	chr2A	826	953	1566	1
AAMDC	chr11	72	81	338	1
AAMP	chr2B	1241	1005	4287	1
AANAT	chr17	2	6	4	0
AARD	chr8	10	3	10	0
AARS1	chr16	2651	3011	3907	1
AARS1P1	chr4	0	0	0	0
AARS2	chr6	635	392	2222	0
AARSD1	chr17	286	351	690	0
AASDH	chr4	207	170	974	0
AASDHPPT	chr11	810	915	2418	1
AASS	chr7	1450	599	1269	0
AATBC	chr21	11	55	4	0
AATF	chr17	539	483	1219	0
AATK	chr17	783	893	333	0
ABAT	chr16	931	529	728	0
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	46	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	1387	1691	3960	0
ABCA10	chr17	15	19	29	0
ABCA11P	chr4	212	145	183	1
ABCA12	chr2B	414	164	720	0
ABCA13	chr7	51	19	35	0
ABCA17P	chr16	17	10	2	0
ABCA2	chr9	3116	3558	5632	1
ABCA3	chr16	958	611	718	1
ABCA4	chr1	471	514	743	0
ABCA5	chr17	434	330	1084	1
ABCA6	chr17	1	1	3	0
ABCA7	chr19	2831	1970	1883	3
ABCA8	chr17	24	151	167	0
ABCA9	chr17	4	3	9	0
ABCA9-AS1	chr17	1	0	4	0
ABCB1	chr7	46	44	114	0
ABCB10	chr1	224	164	767	0
ABCB10P1	chr15	0	0	33	0
ABCB10P3	chr15	0	0	0	0
ABCB10P4	chr15	0	0	33	0
ABCB11	chr2B	0	0	2	0
ABCB4	chr7	4	0	11	0
ABCB5	chr7	15	7	4	0
ABCB6	chr2B	323	664	926	0
ABCB7	chrX	140	151	1330	0
ABCB8	chr7	1064	997	836	0
ABCB9	chr12	946	1023	837	1
ABCC1	chr16	2278	2001	3149	5
ABCC10	chr6	1038	1174	2120	0
ABCC11	chr16	1	2	157	0
ABCC12	chr16	0	0	0	0
ABCC13	chr21	0	8	6	0
ABCC2	chr10	25	46	86	0
ABCC3	chr17	1	5	5	0
ABCC4	chr13	120	265	321	0
ABCC5	chr3	1203	997	3624	0
ABCC5-AS1	chr3	0	0	0	0
ABCC6	chr16	46	8	32	0
ABCC6P1	chrUn_NW_019934440v1	0	0	39	0
ABCC6P2	chrUn_NW_019934440v1	0	0	16	0
ABCC8	chr11	1	11	29	0
ABCC9	chr12	6	3	16	0
ABCD1	chrX	299	295	418	0
ABCD1P2	chr1	0	0	0	0
ABCD2	chr12	8	12	48	0
ABCD3	chr1	1153	994	3004	0
ABCD4	chr14	1595	981	1895	2
ABCE1	chr4	347	405	2957	0
ABCF1	chr6	1070	1502	3906	3
ABCF2	chr7	406	568	2335	0
ABCF2P1	chr3	0	0	0	0
ABCF2P2	chr7	0	0	0	0
ABCF3	chr3	787	809	2973	0
ABCG1	chr21	526	750	1072	1
ABCG2	chr4	36	37	49	0
ABCG4	chr11	13	7	35	0
ABCG5	chr2A	2	8	0	0
ABCG8	chr2A	0	1	0	0
ABHD1	chr2A	1	2	6	0
ABHD10	chr3	254	206	894	1
ABHD11	chr7	456	518	1895	0
ABHD11-AS1	chr7	3	4	7	0
ABHD12B	chr14	2	13	7	0
ABHD13	chr13	181	194	1368	0
ABHD14A	chr3	290	335	32	1
ABHD14A-ACY1	chr3	288	444	407	0
ABHD14B	chr3	288	84	257	0
ABHD15	chr17	257	335	243	1
ABHD15-AS1	chr17	0	0	0	0
ABHD16A	chr6	529	406	1876	1
ABHD17A	chr19	654	541	2200	1
ABHD17AP1	chr5	0	0	5	0
ABHD17AP3	chr1	4	0	0	0
ABHD17AP4	chr22	0	0	0	0
ABHD17AP5	chr22	0	0	6	0
ABHD17AP6	chr17	0	5	1	0
ABHD17B	chr9	206	286	1113	1
ABHD17C	chr15	247	282	398	0
ABHD18	chr4	246	263	650	6
ABHD2	chr15	598	811	1167	1
ABHD3	chr18	144	111	263	0
ABHD4	chr14	635	923	1159	0
ABHD5	chr3	275	321	1230	1
ABHD6	chr3	149	100	363	0
ABHD8	chr19	397	438	545	0
ABI1	chr10	424	472	1667	0
ABI1P1	chr14	0	0	0	0
ABI2	chr2B	1083	1081	4022	1
ABI3	chr17	9	5	8	0
ABI3BP	chr3	4	1	13	0
ABITRAM	chr9	484	594	483	0
ABITRAMP1	chr13	0	0	0	0
ABL1	chr9	1999	2080	4889	2
ABL2	chr1	468	512	645	2
ABLIM1	chr10	1387	2302	2056	3
ABLIM2	chr4	58	158	60	0
ABLIM3	chr5	61	71	229	0
ABO	chr9	62	342	428	0
ABR	chr17	2893	2324	7521	3
ABRA	chr8	0	0	1	0
ABRACL	chr6	522	358	212	1
ABRAXAS1	chr4	219	195	1304	0
ABRAXAS2	chr10	75	97	590	0
ABT1	chr6	610	467	724	0
ABT1P1	chr4	1	0	0	0
ABTB1	chr3	267	889	1039	1
ABTB2	chr11	253	245	246	0
AC000029.1	chr22	0	0	0	0
AC000029.2	chr22	0	0	0	0
AC000032.1	chr1	0	0	0	0
AC000035.1	chr22	1	0	0	0
AC000036.1	chr22	1	0	0	0
AC000041.1	chr22	0	0	0	0
AC000050.1	chr22	0	0	0	0
AC000050.3	chr22	0	0	3	0
AC000058.1	chr7	0	0	0	0
AC000061.1	chr7	0	0	0	0
