gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	133	205	164	0
A1BG-AS1	chr19	303	239	241	0
A1CF	chr10	150	249	383	0
A2M	chr12	115	180	341	0
A2M-AS1	chr12	18	34	71	0
A2ML1	chr12	29	81	51	0
A2ML1-AS1	chr12	1	12	34	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	0	1	4	0
A3GALT2	chr1	0	0	2	0
A4GALT	chr22	99	30	116	0
A4GNT	chr3	5	1	1	0
AAAS	chr12	927	1387	3981	0
AACS	chr12	726	1015	2578	0
AACSP1	chr5	39	3	4	0
AADAC	chr3	9	4	5	0
AADACL2	chr3	0	1	0	0
AADACL2-AS1	chr3	0	0	0	0
AADACL3	chr1	0	3	4	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	652	898	1295	0
AAGAB	chr15	1093	1162	2361	1
AAK1	chr2A	696	936	1806	0
AAMDC	chr11	148	128	666	0
AAMP	chr2B	1559	1305	6195	3
AANAT	chr17	2	1	0	0
AARD	chr8	35	4	47	0
AARS1	chr16	3330	4161	5512	4
AARS1P1	chr4	0	0	0	0
AARS2	chr6	700	509	2989	1
AARSD1	chr17	484	664	1342	1
AASDH	chr4	277	275	1562	0
AASDHPPT	chr11	1136	1284	3727	6
AASS	chr7	1717	984	1769	1
AATBC	chr21	14	71	11	0
AATF	chr17	632	673	1549	1
AATK	chr17	1079	810	417	3
ABAT	chr16	1268	938	1109	0
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	87	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	1282	1258	3622	1
ABCA10	chr17	29	23	81	0
ABCA11P	chr4	333	204	246	0
ABCA12	chr2B	79	19	144	0
ABCA13	chr7	34	19	31	0
ABCA17P	chr16	6	5	0	0
ABCA2	chr9	3233	6323	8600	5
ABCA3	chr16	1307	806	1009	1
ABCA4	chr1	387	314	572	0
ABCA5	chr17	542	316	1297	0
ABCA6	chr17	64	8	33	0
ABCA7	chr19	3347	2767	2656	2
ABCA8	chr17	81	176	217	1
ABCA9	chr17	30	17	26	0
ABCA9-AS1	chr17	0	1	5	0
ABCB1	chr7	2	7	15	0
ABCB10	chr1	341	294	1245	0
ABCB10P1	chr15	0	0	22	0
ABCB10P3	chr15	2	2	4	0
ABCB10P4	chr15	0	0	22	0
ABCB11	chr2B	4	8	7	0
ABCB4	chr7	55	43	177	0
ABCB5	chr7	0	1	0	0
ABCB6	chr2B	506	807	1358	0
ABCB7	chrX	202	224	2316	1
ABCB8	chr7	1074	1122	1090	2
ABCB9	chr12	1249	1483	1144	1
ABCC1	chr16	1929	1935	3020	3
ABCC10	chr6	1344	1599	2904	0
ABCC11	chr16	6	6	204	1
ABCC12	chr16	1	5	0	0
ABCC13	chr21	0	2	1	0
ABCC2	chr10	192	178	581	0
ABCC3	chr17	261	390	408	0
ABCC4	chr13	593	647	1076	0
ABCC5	chr3	2091	2278	7460	3
ABCC5-AS1	chr3	0	0	0	0
ABCC6	chr16	498	111	594	0
ABCC6P1	chrUn_NW_019934440v1	0	0	486	0
ABCC6P2	chrUn_NW_019934440v1	0	0	202	0
ABCC8	chr11	52	125	177	0
ABCC9	chr12	36	29	140	0
ABCD1	chrX	423	459	649	0
ABCD1P2	chr1	0	0	0	0
ABCD2	chr12	7	17	38	0
