gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	230	130	232	0
A1BG-AS1	chr19	376	159	279	1
A1CF	chr10	4	2	7	0
A2M	chr12	102	65	182	0
A2M-AS1	chr12	21	14	38	0
A2ML1	chr12	63	21	44	0
A2ML1-AS1	chr12	4	4	2	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	1	0	0	0
A3GALT2	chr1	1	0	5	0
A4GALT	chr22	493	252	571	1
A4GNT	chr3	5	0	3	0
AAAS	chr12	1026	1443	3930	2
AACS	chr12	630	607	1491	1
AACSP1	chr5	8	1	0	0
AADAC	chr3	0	0	4	0
AADACL2	chr3	26	20	111	0
AADACL2-AS1	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	1	0
AADAT	chr4	261	459	536	0
AAGAB	chr15	464	398	924	1
AAK1	chr2A	568	733	1175	1
AAMDC	chr11	95	82	495	0
AAMP	chr2B	1518	1174	5074	1
AANAT	chr17	0	6	1	0
AARD	chr8	22	8	47	0
AARS1	chr16	2304	3180	3769	1
AARS1P1	chr4	0	0	0	0
AARS2	chr6	511	342	1982	1
AARSD1	chr17	369	461	919	0
AASDH	chr4	158	136	867	0
AASDHPPT	chr11	643	762	2089	2
AASS	chr7	907	372	903	0
AATBC	chr21	6	58	13	1
AATF	chr17	435	399	1153	0
AATK	chr17	981	1164	378	2
ABAT	chr16	453	326	362	0
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	43	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	756	1026	2697	1
ABCA10	chr17	11	17	43	0
ABCA11P	chr4	195	120	144	1
ABCA12	chr2B	547	149	916	0
ABCA13	chr7	2	6	3	0
ABCA17P	chr16	6	1	0	0
ABCA2	chr9	3627	3705	5994	4
ABCA3	chr16	307	236	242	1
ABCA4	chr1	254	150	296	0
ABCA5	chr17	305	188	821	0
ABCA6	chr17	0	1	2	0
ABCA7	chr19	1823	1439	1364	1
ABCA8	chr17	72	292	314	0
ABCA9	chr17	7	9	7	0
ABCA9-AS1	chr17	0	0	2	0
ABCB1	chr7	7	4	25	0
ABCB10	chr1	177	159	720	0
ABCB10P1	chr15	0	0	20	0
ABCB10P3	chr15	0	0	2	0
ABCB10P4	chr15	0	0	20	0
ABCB11	chr2B	0	7	3	0
ABCB4	chr7	4	4	15	0
ABCB5	chr7	7	7	5	0
ABCB6	chr2B	327	620	856	0
ABCB7	chrX	95	113	1123	0
ABCB8	chr7	1144	1053	1020	2
ABCB9	chr12	1222	1235	993	1
ABCC1	chr16	1287	1087	1811	1
ABCC10	chr6	885	1066	1723	0
ABCC11	chr16	3	2	123	0
ABCC12	chr16	0	0	0	0
