gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	110	173	162	0
A1BG-AS1	chr19	213	212	195	0
A1CF	chr10	126	174	269	0
A2M	chr12	136	157	288	0
A2M-AS1	chr12	19	24	56	1
A2ML1	chr12	28	30	37	0
A2ML1-AS1	chr12	1	5	4	0
A2ML1-AS2	chr12	0	0	0	0
A2MP1	chr12	1	2	0	0
A3GALT2	chr1	1	1	3	0
A4GALT	chr22	109	42	122	0
A4GNT	chr3	0	1	0	0
AAAS	chr12	800	1132	3458	0
AACS	chr12	664	898	2319	0
AACSP1	chr5	45	0	4	0
AADAC	chr3	1	0	3	0
AADACL2	chr3	1	0	0	0
AADACL2-AS1	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	492	578	848	1
AAGAB	chr15	1036	1147	2332	1
AAK1	chr2A	631	826	1438	0
AAMDC	chr11	155	124	651	0
AAMP	chr2B	1483	1346	6111	3
AANAT	chr17	3	2	2	0
AARD	chr8	30	4	42	0
AARS1	chr16	3010	3843	5195	4
AARS1P1	chr4	0	0	0	0
AARS2	chr6	510	393	2438	2
AARSD1	chr17	440	579	1244	1
AASDH	chr4	164	186	1195	0
AASDHPPT	chr11	958	1075	3268	1
AASS	chr7	1163	726	1289	3
AATBC	chr21	16	51	12	0
AATF	chr17	614	643	1541	0
AATK	chr17	870	641	262	0
ABAT	chr16	1117	799	970	1
ABBA01000933.1	chrUn_NW_019932985v1	0	0	0	0
ABBA01000935.2	chr6	0	0	106	0
ABBA01006766.1	chr17	0	0	0	0
ABBA01045074.1	chr2A	0	0	0	0
ABBA01045074.2	chr2A	0	0	0	0
ABCA1	chr9	1276	1074	3246	2
ABCA10	chr17	12	13	54	0
ABCA11P	chr4	276	160	242	0
ABCA12	chr2B	56	6	73	0
ABCA13	chr7	32	19	26	0
ABCA17P	chr16	3	4	0	0
ABCA2	chr9	2408	4994	6438	2
ABCA3	chr16	1179	752	992	0
ABCA4	chr1	323	207	389	1
ABCA5	chr17	376	187	949	0
ABCA6	chr17	43	1	35	0
ABCA7	chr19	2448	2089	1954	6
ABCA8	chr17	50	104	177	0
ABCA9	chr17	10	11	19	0
ABCA9-AS1	chr17	0	0	7	0
ABCB1	chr7	2	4	10	0
ABCB10	chr1	278	187	1065	0
ABCB10P1	chr15	0	0	33	0
ABCB10P3	chr15	4	3	1	0
ABCB10P4	chr15	0	0	33	0
ABCB11	chr2B	2	9	3	0
ABCB4	chr7	30	34	112	0
ABCB5	chr7	1	1	2	0
ABCB6	chr2B	426	691	1070	1
ABCB7	chrX	160	205	2026	0
ABCB8	chr7	787	834	864	1
ABCB9	chr12	1000	1188	960	0
ABCC1	chr16	1695	1657	2958	2
ABCC10	chr6	1080	1305	2248	0
ABCC11	chr16	6	4	189	0
ABCC12	chr16	0	4	2	0
ABCC13	chr21	0	2	1	0
ABCC2	chr10	147	163	533	1
ABCC3	chr17	146	228	239	0
ABCC4	chr13	569	542	997	0
ABCC5	chr3	1469	1707	5432	1
ABCC5-AS1	chr3	0	0	0	0
ABCC6	chr16	391	80	459	1
