gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	183	85	177	1
A1CF	chr10	4	3	3	0
A2M	chr12	143	135	300	0
A2ML1	chr12	78	19	58	0
A3GALT2	chr1	0	0	0	0
A4GALT	chr22	567	253	609	1
A4GNT	chr3	4	0	1	0
AAAS	chr12	735	995	2742	0
AACS	chr12	606	589	1484	1
AADAC	chr3	3	1	2	0
AADACL2	chr3	7	5	41	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	222	359	471	0
AAGAB	chr15	544	443	1037	0
AAK1	chr2	699	755	1341	0
AAMDC	chr11	82	100	428	0
AAMP	chr2	1287	1014	4605	2
AANAT	chr17	2	6	1	0
AARD	chr8	23	4	40	0
AARS2	chr6	429	267	1657	1
AARSD1	chr17	292	318	703	0
AASDH	chr4	131	139	785	0
AASDHPPT	chr11	792	845	2367	0
AASS	chr7	924	405	934	1
AATF	chr17	0	0	1657	0
AATK	chr17	683	875	361	0
ABAT	chr16	454	263	352	0
ABCA1	chr9	1038	1426	3434	3
ABCA10	chr17	21	21	42	0
ABCA12	chr2	832	191	1306	0
ABCA13	chr7	4	3	5	0
ABCA2	chr9	2944	2729	4993	1
ABCA3	chr16	318	206	228	1
ABCA4	chr1	211	102	286	0
ABCA5	chr17	275	243	878	0
ABCA6	chr17	3	0	1	0
ABCA7	chr19	1321	1028	961	0
ABCA8	chr17	74	300	337	0
ABCA9	chr17	5	2	11	0
ABCB1	chr7	15	13	33	0
ABCB10	chr1	162	126	942	0
ABCB11	chr2	0	3	1	0
ABCB4	chr7	2	1	7	0
ABCB5	chr7	2	11	4	0
ABCB6	chr2	239	507	729	0
ABCB7	chrX	123	152	1274	1
ABCB8	chr7	872	733	734	1
ABCB9	chr12	984	997	849	0
ABCC1	chr16	38	52	2196	0
ABCC10	chr6	739	823	1344	0
ABCC11	chr16	6	2	117	0
ABCC12	chr16	1	0	0	0
ABCC2	chr10	16	36	74	0
ABCC3	chr17	4	21	10	0
ABCC4	chr13	143	189	291	0
ABCC5	chr3	1122	1061	3672	0
ABCC6	chr16	14	2	53	0
ABCC8	chr11	3	7	8	0
ABCC9	chr12	23	46	126	0
ABCD1	chrX	323	344	576	0
ABCD2	chr12	10	4	31	0
ABCD3	chr1	1020	859	2522	1
ABCD4	chr14	1179	823	1519	2
ABCE1	chr4	343	468	2708	0
ABCF1	chr6	0	0	4327	0
ABCF2	chr7	449	504	1949	0
ABCF3	chr3	607	731	2581	0
ABCG1	chr21	495	620	912	0
ABCG2	chr4	25	25	43	0
ABCG4	chr11	30	38	93	0
ABCG5	chr2	1	16	1	0
ABCG8	chr2	1	1	0	0
ABHD1	chr2	2	6	4	0
ABHD10	chr3	199	186	730	0
ABHD11	chr7	471	612	1902	0
ABHD12B	chr14	0	1	1	0
ABHD13	chr13	207	206	1283	0
ABHD14A	chr3	384	557	50	1
ABHD14A-ACY1	chr3	420	682	640	1
ABHD14B	chr3	339	76	268	0
ABHD15	chr17	349	354	287	1
ABHD16A	chr6	0	0	1988	0
ABHD17A	chr19	760	587	2436	3
ABHD17B	chr9	213	260	797	0
ABHD17C	chr15	210	242	372	0
ABHD18	chr4	183	194	504	0
ABHD2	chr15	1754	1945	3822	0
ABHD3	chr18	152	91	339	0
ABHD4	chr14	1021	1356	1645	0
ABHD5	chr3	286	339	1409	0
ABHD6	chr3	87	67	215	0
ABHD8	chr19	393	475	591	2
ABI1	chr10	400	400	1481	0
ABI2	chr2	1119	1130	3984	1
ABI3	chr17	3	2	3	0
ABI3BP	chr3	9	20	49	0
ABL1	chr9	2100	2251	5415	5
ABL2	chr1	379	425	584	0
ABLIM1	chr10	993	1629	1481	3
ABLIM2	chr4	49	223	123	0
