gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	107	162	159	0
A1CF	chr10	121	170	272	0
A2M	chr12	144	154	288	0
A2ML1	chr12	24	28	38	0
A3GALT2	chr1	1	1	3	0
A4GALT	chr22	105	42	123	0
A4GNT	chr3	0	1	0	0
AAAS	chr12	839	1111	3378	0
AACS	chr12	664	865	2306	0
AADAC	chr3	2	1	3	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	482	564	853	1
AAGAB	chr15	1005	1069	2410	0
AAK1	chr2	623	809	1433	0
AAMDC	chr11	149	119	644	0
AAMP	chr2	1471	1295	6085	3
AANAT	chr17	3	3	2	0
AARD	chr8	29	4	43	0
AARS2	chr6	498	381	2383	2
AARSD1	chr17	395	519	1228	0
AASDH	chr4	169	183	1182	0
AASDHPPT	chr11	945	1055	3283	0
AASS	chr7	1287	794	1494	3
AATF	chr17	0	0	2025	0
AATK	chr17	839	632	280	0
ABAT	chr16	1100	779	1008	1
ABCA1	chr9	1243	1034	3298	2
ABCA10	chr17	12	13	54	0
ABCA12	chr2	57	7	75	0
ABCA13	chr7	31	18	25	0
ABCA2	chr9	2340	4649	6796	2
ABCA3	chr16	1146	733	995	0
ABCA4	chr1	327	199	387	1
ABCA5	chr17	371	182	945	0
ABCA6	chr17	46	1	35	0
ABCA7	chr19	2371	2029	1944	8
ABCA8	chr17	57	102	175	0
ABCA9	chr17	12	13	19	0
ABCB1	chr7	2	3	10	0
ABCB10	chr1	185	117	1258	0
ABCB11	chr2	1	3	4	0
ABCB4	chr7	31	34	116	0
ABCB5	chr7	1	1	2	0
ABCB6	chr2	411	684	1084	1
ABCB7	chrX	156	197	2048	0
ABCB8	chr7	782	802	876	0
ABCB9	chr12	980	1155	992	0
ABCC1	chr16	24	38	3403	0
ABCC10	chr6	1065	1247	2263	0
ABCC11	chr16	6	3	188	0
ABCC12	chr16	0	3	2	0
ABCC2	chr10	145	156	539	1
ABCC3	chr17	142	225	239	0
ABCC4	chr13	545	537	1009	0
ABCC5	chr3	1453	1666	5496	0
ABCC6	chr16	98	35	864	0
ABCC8	chr11	37	87	147	0
ABCC9	chr12	25	24	136	0
ABCD1	chrX	343	327	604	0
ABCD2	chr12	1	13	28	0
ABCD3	chr1	770	858	2520	0
ABCD4	chr14	1915	1238	2888	3
ABCE1	chr4	474	536	3697	0
ABCF1	chr6	0	0	6614	0
ABCF2	chr7	604	703	3257	0
ABCF3	chr3	654	709	2646	0
ABCG1	chr21	193	332	531	0
ABCG2	chr4	76	91	156	0
ABCG4	chr11	21	15	58	0
ABCG5	chr2	3	17	2	0
ABCG8	chr2	4	3	0	0
ABHD1	chr2	6	17	21	0
ABHD10	chr3	276	218	1000	0
ABHD11	chr7	441	489	1925	0
ABHD12B	chr14	3	8	4	0
ABHD13	chr13	210	249	1653	1
ABHD14A	chr3	411	493	67	0
ABHD14A-ACY1	chr3	430	720	972	0
ABHD14B	chr3	262	91	246	0
ABHD15	chr17	449	356	435	0
ABHD16A	chr6	0	0	4409	0
ABHD17A	chr19	684	529	2825	1
ABHD17B	chr9	420	419	1558	0
ABHD17C	chr15	335	319	547	0
ABHD18	chr4	199	256	731	4
ABHD2	chr15	1283	1125	2519	2
ABHD3	chr18	244	203	679	0
ABHD4	chr14	866	1334	1979	1
ABHD5	chr3	164	194	782	0
ABHD6	chr3	90	97	374	0
ABHD8	chr19	421	469	825	0
ABI1	chr10	513	485	2168	0
ABI2	chr2	1938	2079	7734	4
ABI3	chr17	0	3	2	0
ABI3BP	chr3	12	8	27	0
ABL1	chr9	3203	3309	9340	2
ABL2	chr1	888	1008	1575	2
ABLIM1	chr10	1344	1666	1889	4
ABLIM2	chr4	75	59	47	0
ABLIM3	chr5	12	37	99	0
ABO	chr9	323	723	972	0
ABR	chr17	6	13	4937	0
ABRA	chr8	0	1	2	0
ABRACL	chr6	898	766	409	1
ABRAXAS1	chr4	296	262	1456	0
ABRAXAS2	chr10	322	410	1017	0
ABT1	chr6	726	553	1170	0
ABTB1	chr3	262	452	792	1
ABTB2	chr11	152	239	230	0
ACAA1	chr3	1445	1012	3226	0
ACAA2	chr18	685	747	3881	0
ACACA	chr17	271	248	6024	0
ACACB	chr12	660	824	1417	3
ACAD10	chr12	1029	593	1210	0
ACAD11	chr3	306	375	890	0
ACAD8	chr11	772	416	933	0
ACAD9	chr3	637	622	2292	0
ACADL	chr2	2	4	18	0
ACADM	chr1	337	238	2073	2
ACADS	chr12	538	692	813	3
ACADSB	chr10	572	571	567	0
ACADVL	chr17	6755	6312	16354	8
ACAN	chr15	27	28	50	0
ACAP1	chr17	60	50	98	0
ACAP2	chr3	577	646	1711	0
ACAP3	chr1	975	636	11455	0
ACAT1	chr11	127	91	856	0
ACAT2	chr6	699	902	2509	1
ACBD3	chr1	571	531	1723	0
ACBD4	chr17	233	276	628	0
ACBD5	chr10	446	473	1186	1
ACBD6	chr1	740	730	1171	1
ACBD7	chr10	424	74	248	0
ACCS	chr11	939	248	574	1
ACCSL	chr11	0	0	0	0
ACD	chr16	533	444	927	1
