gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	150	150	232	0
A1CF	chr10	4	0	2	0
A2M	chr12	1	0	6	0
A2ML1	chr12	1	0	0	0
A3GALT2	chr1	1	1	4	0
A4GALT	chr22	13	24	37	0
A4GNT	chr3	0	2	0	0
AAAS	chr12	866	1065	2759	0
AACS	chr12	484	343	911	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	1	0	0
AADAT	chr4	609	1002	1193	1
AAGAB	chr15	638	712	1252	1
AAK1	chr2	2092	2591	4788	4
AAMDC	chr11	19	35	109	0
AAMP	chr2	928	783	3910	0
AANAT	chr17	1	1	1	0
AARD	chr8	2	2	2	0
AARS2	chr6	326	311	1380	0
AARSD1	chr17	508	607	1527	1
AASDH	chr4	117	128	727	0
AASDHPPT	chr11	1492	1985	4617	4
AASS	chr7	179	145	194	2
AATF	chr17	0	0	1200	0
AATK	chr17	1011	957	503	3
ABAT	chr16	1905	1640	1829	1
ABCA1	chr9	475	367	1223	1
ABCA10	chr17	3	13	12	0
ABCA12	chr2	4	1	5	0
ABCA13	chr7	0	0	0	0
ABCA2	chr9	3902	7397	10285	2
ABCA3	chr16	3862	3521	3311	14
ABCA4	chr1	0	0	1	0
ABCA5	chr17	219	200	727	0
ABCA6	chr17	2	1	4	0
ABCA7	chr19	2596	1979	1852	9
ABCA8	chr17	3	0	0	0
ABCA9	chr17	3	6	4	0
ABCB1	chr7	7	5	14	0
ABCB10	chr1	110	73	573	0
ABCB11	chr2	0	0	3	0
ABCB4	chr7	42	5	83	0
ABCB5	chr7	0	1	0	0
ABCB6	chr2	601	758	1108	1
ABCB7	chrX	126	161	1316	0
ABCB8	chr7	1206	958	897	2
ABCB9	chr12	1182	1164	818	5
ABCC1	chr16	12	26	1544	0
ABCC10	chr6	881	1119	1830	4
ABCC11	chr16	2	1	123	0
ABCC12	chr16	2	1	0	0
ABCC2	chr10	19	30	97	0
ABCC3	chr17	1	2	2	0
ABCC4	chr13	54	53	93	0
ABCC5	chr3	2129	2113	7283	3
ABCC6	chr16	1	1	16	0
