gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	266	160	339	0
A1CF	chr10	4	0	2	0
A2M	chr12	5888	6440	11803	6
A2ML1	chr12	16	4	11	0
A3GALT2	chr1	0	1	4	0
A4GALT	chr22	274	219	390	0
A4GNT	chr3	21	1	3	0
AAAS	chr12	1333	1812	4799	1
AACS	chr12	675	703	1649	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	1	0	3	0
AADACL3	chr1	1	2	2	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	564	693	968	0
AAGAB	chr15	720	648	1446	0
AAK1	chr2	1566	1629	2699	1
AAMDC	chr11	133	111	526	0
AAMP	chr2	1369	1189	5070	2
AANAT	chr17	2	1	1	0
AARD	chr8	50	14	66	0
AARS2	chr6	529	420	2144	1
AARSD1	chr17	619	674	1495	0
AASDH	chr4	243	239	1367	0
AASDHPPT	chr11	751	922	2345	2
AASS	chr7	2609	997	2406	3
AATF	chr17	0	0	1595	0
AATK	chr17	668	814	303	0
ABAT	chr16	1842	1628	1680	0
ABCA1	chr9	2067	1912	5440	1
ABCA10	chr17	10	52	82	0
ABCA12	chr2	5	4	9	0
ABCA13	chr7	10	9	17	0
ABCA2	chr9	6319	7106	11786	3
ABCA3	chr16	3877	2469	3238	4
ABCA4	chr1	16	20	43	0
ABCA5	chr17	240	379	833	0
ABCA6	chr17	8	12	13	0
ABCA7	chr19	1153	1159	1030	3
ABCA8	chr17	303	496	673	0
ABCA9	chr17	4	15	13	0
ABCB1	chr7	5	10	17	0
ABCB10	chr1	234	147	1388	0
ABCB11	chr2	0	0	0	0
ABCB4	chr7	15	7	22	0
ABCB5	chr7	10	0	1	0
ABCB6	chr2	1921	3017	4880	2
ABCB7	chrX	168	179	1615	0
ABCB8	chr7	1766	1892	1691	0
ABCB9	chr12	1123	1097	1106	0
ABCC1	chr16	35	48	2448	0
ABCC10	chr6	1354	1522	2684	0
ABCC11	chr16	12	5	123	0
ABCC12	chr16	1	0	1	0
ABCC2	chr10	16	34	82	0
ABCC3	chr17	193	426	345	0
ABCC4	chr13	181	226	361	0
ABCC5	chr3	2002	2071	6699	1
ABCC6	chr16	54	16	439	0
ABCC8	chr11	78	326	428	0
ABCC9	chr12	1273	3058	7882	1
ABCD1	chrX	772	712	1202	1
ABCD2	chr12	14	16	31	0
ABCD3	chr1	913	995	2445	0
ABCD4	chr14	2184	1538	2849	2
ABCE1	chr4	622	750	4346	1
ABCF1	chr6	0	0	5414	0
ABCF2	chr7	640	891	3393	0
ABCF3	chr3	947	1150	3594	1
ABCG1	chr21	103	213	256	0
ABCG2	chr4	4	4	6	0
ABCG4	chr11	28	48	167	0
ABCG5	chr2	0	26	4	0
ABCG8	chr2	2	0	0	0
ABHD1	chr2	5	14	20	0
ABHD10	chr3	398	290	1130	1
ABHD11	chr7	85	141	346	0
ABHD12B	chr14	12	28	24	0
ABHD13	chr13	165	171	1216	1
ABHD14A	chr3	678	850	75	0
ABHD14A-ACY1	chr3	605	899	866	0
ABHD14B	chr3	697	185	684	0
ABHD15	chr17	457	646	534	0
ABHD16A	chr6	0	0	3006	0
ABHD17A	chr19	856	636	2499	1
ABHD17B	chr9	274	288	1151	0
ABHD17C	chr15	245	260	420	0
ABHD18	chr4	243	297	709	5
ABHD2	chr15	2200	2567	4845	1
ABHD3	chr18	130	75	247	0
ABHD4	chr14	1600	2248	2706	2
ABHD5	chr3	207	262	949	1
ABHD6	chr3	237	104	509	0
ABHD8	chr19	526	564	795	0
ABI1	chr10	571	564	2093	0
ABI2	chr2	3219	2840	9967	1
ABI3	chr17	1	0	0	0
ABI3BP	chr3	2480	2931	6165	3
ABL1	chr9	4484	4521	11749	4
ABL2	chr1	866	860	1291	1
ABLIM1	chr10	3762	4151	4152	7
ABLIM2	chr4	112	148	79	1
ABLIM3	chr5	1324	1808	4423	2
ABO	chr9	20	240	265	0
ABR	chr17	8	16	5191	0
ABRA	chr8	4	4	12	0
ABRACL	chr6	337	269	140	0
ABRAXAS1	chr4	374	349	1443	1
ABRAXAS2	chr10	375	465	1074	0
ABT1	chr6	307	286	451	2
ABTB1	chr3	721	1707	1834	4
ABTB2	chr11	436	366	402	0
ACAA1	chr3	876	1038	2053	0
ACAA2	chr18	655	812	3818	0
ACACA	chr17	274	221	6260	0
ACACB	chr12	765	615	1185	0
ACAD10	chr12	1140	854	1372	0
ACAD11	chr3	2054	747	2923	0
ACAD8	chr11	982	743	1215	0
ACAD9	chr3	713	855	2249	0
ACADL	chr2	68	151	243	1
ACADM	chr1	480	250	2048	1
ACADS	chr12	229	217	267	0
ACADSB	chr10	731	695	635	0
ACADVL	chr17	9359	8084	18553	6
ACAN	chr15	1471	2188	2744	0
ACAP1	chr17	107	55	140	0
ACAP2	chr3	1097	1230	2880	0
ACAP3	chr1	1695	1179	14287	5
ACAT1	chr11	239	251	1823	0
ACAT2	chr6	701	903	2415	0
ACBD3	chr1	863	841	2628	0
ACBD4	chr17	341	306	806	2
ACBD5	chr10	572	655	1489	1
ACBD6	chr1	890	753	1211	0
ACBD7	chr10	89	20	48	0
ACCS	chr11	1004	327	690	0
ACCSL	chr11	0	0	0	0
ACD	chr16	595	542	856	1
ACE	chr17	89	46	103	0
ACE2	chrX	6	30	32	0
ACER1	chr19	3	1	1	0
ACER2	chr9	26	35	12	0
ACER3	chr11	296	277	1367	0
ACHE	chr7	121	132	830	1
ACIN1	chr14	3995	3669	21478	4
ACKR1	chr1	28	7	21	0
ACKR2	chr3	9	10	10	0
ACKR3	chr2	195	591	514	1
ACKR4	chr3	31	64	101	0
ACLY	chr17	5417	5133	9754	5
ACMSD	chr2	5	2	2	0
ACO1	chr9	1057	1483	3188	0
ACO2	chr22	2425	2748	6450	8
ACOD1	chr13	1	31	4	0
ACOT1	chr14	0	0	184	0
ACOT11	chr1	201	120	418	0
ACOT12	chr5	2	4	4	0
ACOT13	chr6	192	251	704	0
ACOT2	chr14	126	36	122	0
ACOT4	chr14	28	34	155	0
ACOT6	chr14	1	33	6	0
ACOT7	chr1	291	272	1309	0
ACOT9	chrX	1435	1295	1916	1
ACOX1	chr17	860	944	2221	1
ACOX2	chr3	446	71	778	0
ACOX3	chr4	799	556	377	2
ACOXL	chr2	129	36	96	2
ACP1	chr2	588	792	2398	0
ACP2	chr11	1250	1613	1919	0
ACP4	chr19	2	5	10	0
ACP5	chr19	5	7	6	0
ACP6	chr1	620	306	1432	0
ACP7	chr19	0	3	2	0
ACR	chr22	17	0	0	0
ACRBP	chr12	59	321	192	1
ACRV1	chr11	7	1	0	0
ACSBG1	chr15	330	429	592	0
ACSBG2	chr19	15	21	11	0
ACSF2	chr17	1165	1435	1780	2
ACSF3	chr16	804	1659	664	2
ACSL1	chr4	796	640	1477	0
ACSL3	chr2	1140	994	4611	1
ACSL4	chrX	439	519	2245	0
ACSL5	chr10	2	2	4	0
ACSL6	chr5	71	156	135	0
ACSM1	chr16	5	5	3	0
ACSM2A	chr16	0	0	0	0
ACSM2B	chr16	0	0	0	0
ACSM3	chr16	59	68	314	0
ACSM4	chr12	0	0	0	0
ACSM5	chr16	0	1	2	0
ACSM6	chr10	0	1	0	0
ACSS3	chr12	409	455	441	0
ACTA1	chr1	1610	1472	3067	1
ACTA2	chr10	5882	6714	8157	2
ACTB	chr7	19594	18824	38605	14
ACTBL2	chr5	0	0	0	0
ACTC1	chr15	13920	12304	21326	8
ACTG1	chr17	25958	27595	19166	48
ACTG2	chr2	449	268	1401	0
ACTL6A	chr3	186	108	2076	0
ACTL6B	chr7	42	51	166	0
ACTL7A	chr9	0	0	0	0
ACTL7B	chr9	0	0	0	0
ACTL8	chr1	0	1	1	0
ACTL9	chr19	0	0	0	0
ACTN1	chr14	5319	4350	12997	2
ACTN2	chr1	4099	3696	9092	2
ACTN3	chr11	72	552	291	0
ACTN4	chr19	4751	3996	9224	3
ACTR10	chr14	801	835	2907	0
ACTR1A	chr10	2259	2173	7771	0
ACTR1B	chr2	1848	2311	3219	0
ACTR2	chr2	2568	2102	11653	1
ACTR3	chr2	1852	1610	6159	0
ACTR3B	chr7	148	141	643	0
ACTR3C	chr7	0	0	0	0
ACTR6	chr12	263	209	678	0
ACTR8	chr3	951	825	725	0
ACTRT1	chrX	0	0	0	0
ACTRT2	chr1	0	0	0	0
ACTRT3	chr3	19	55	57	0
ACVR1	chr2	1338	1375	3592	1
ACVR1B	chr12	721	665	1576	0
ACVR1C	chr2	9	12	21	0
ACVR2A	chr2	762	627	5865	0
ACVR2B	chr3	418	475	1022	0
ACVRL1	chr12	63	160	226	0
ACY1	chr3	302	461	899	0
ACY3	chr11	0	0	0	0
ACYP1	chr14	76	70	294	0
ACYP2	chr2	180	228	126	0
ADA2	chr22	17	17	26	0
ADAD1	chr4	0	0	1	0
ADAD2	chr16	1	0	1	0
ADAL	chr15	315	332	598	0
ADAM10	chr15	1148	1159	8109	0
ADAM11	chr17	292	313	509	0
ADAM12	chr10	1935	1052	2861	2
ADAM15	chr1	2224	1357	5384	2
ADAM17	chr2	1440	1666	2536	0
ADAM18	chr8	0	0	0	0
ADAM19	chr5	951	999	1492	0
ADAM2	chr8	0	0	0	0
ADAM20	chr14	0	1	6	0
ADAM21	chr14	19	6	44	0
ADAM22	chr7	1024	1181	3697	1
ADAM23	chr2	540	120	1750	0
ADAM28	chr8	37	67	57	0
ADAM29	chr4	2	3	1	0
ADAM30	chr1	0	0	0	0
ADAM32	chr8	2	8	103	0
ADAM7	chr8	0	0	1	0
ADAM8	chr10	170	38	116	0
ADAM9	chr8	1543	1048	8049	2
ADAMDEC1	chr8	0	0	1	0
ADAMTS1	chr21	2833	2337	8592	2
ADAMTS10	chr19	2347	2764	6293	1
ADAMTS12	chr5	2620	480	2489	0
ADAMTS13	chr9	1137	2191	1154	1
ADAMTS14	chr10	865	1209	1933	1
ADAMTS15	chr11	3104	5105	4488	7
ADAMTS16	chr5	2168	933	6706	2
ADAMTS17	chr15	254	255	163	0
ADAMTS18	chr16	368	363	426	0
ADAMTS19	chr5	59	45	160	0
ADAMTS2	chr5	2624	3541	1872	2
ADAMTS20	chr12	41	121	155	0
ADAMTS3	chr4	571	650	1119	0
ADAMTS4	chr1	185	196	648	1
ADAMTS5	chr21	2131	1925	3194	2
ADAMTS6	chr5	318	275	851	0
ADAMTS7	chr15	2186	1651	2869	0
ADAMTS8	chr11	125	66	110	0
ADAMTS9	chr3	2187	2120	4667	1
ADAMTSL1	chr9	280	682	1252	0
ADAMTSL2	chr9	93	105	204	0
ADAMTSL3	chr15	532	698	1108	0
ADAMTSL4	chr1	765	1184	1534	1
ADAMTSL5	chr19	151	240	304	0
ADAP1	chr7	147	249	266	0
ADAP2	chr17	24	34	46	0
ADAR	chr1	3904	3659	15468	2
ADARB1	chr21	697	742	1800	0
ADARB2	chr10	48	13	28	0
ADAT1	chr16	923	935	658	4
ADAT2	chr6	167	250	395	0
ADAT3	chr19	23	33	52	0
ADCK1	chr14	366	425	339	0
ADCK2	chr7	523	462	1600	0
ADCK5	chr8	362	315	484	0
ADCY1	chr7	1409	1333	1671	1
ADCY10	chr1	5	1	9	0
ADCY2	chr5	1742	1861	5852	1
ADCY3	chr2	2170	1838	6907	1
ADCY4	chr14	9	33	71	0
ADCY5	chr3	257	344	679	1
ADCY6	chr12	3675	3525	9937	3
ADCY7	chr16	184	484	567	0
ADCY8	chr8	522	212	735	0
ADCY9	chr16	1701	1778	3750	0
ADCYAP1	chr18	141	485	290	1
ADCYAP1R1	chr7	1176	986	1475	0
ADD1	chr4	5174	5174	13402	5
ADD2	chr2	1350	1917	2662	2
ADD3	chr10	3632	4912	11549	1
ADGB	chr6	0	2	4	0
ADGRA1	chr10	42	100	75	0
ADGRA2	chr8	14744	15471	26351	10
ADGRA3	chr4	2533	1479	4748	2
ADGRB1	chr8	119	73	344	0
ADGRB2	chr1	3695	3183	13964	3
ADGRB3	chr6	135	153	710	0
ADGRD1	chr12	1019	1050	672	2
ADGRE1	chr19	0	0	0	0
ADGRE2	chr19	132	25	68	0
ADGRE3	chr19	0	0	0	0
ADGRE5	chr19	784	646	1122	1
ADGRF1	chr6	3	4	7	0
ADGRF2	chr6	0	4	4	0
ADGRF3	chr2	31	43	65	0
ADGRF4	chr6	0	3	1	0
ADGRF5	chr6	4	1	8	0
ADGRG1	chr16	3216	3007	2155	4
ADGRG2	chrX	3015	2328	8592	0
ADGRG3	chr16	4	0	0	0
ADGRG4	chrX	1	0	0	0
ADGRG5	chr16	2	5	2	0
ADGRG6	chr6	928	1424	3180	0
ADGRG7	chr3	0	0	2	0
ADGRL1	chr19	2993	3522	10631	0
ADGRL2	chr1	3233	2751	10097	2
ADGRL3	chr4	438	810	2149	0
ADGRL4	chr1	7	7	11	0
ADGRV1	chr5	516	902	1421	0
ADH1A	chr4	7	22	53	0
ADH1B	chr4	373	503	620	0
ADH1C	chr4	2	0	3	0
ADH4	chr4	0	0	0	0
ADH5	chr4	1718	1258	4888	1
ADH6	chr4	2	1	16	0
ADH7	chr4	1	18	24	0
ADHFE1	chr8	198	139	140	0
ADI1	chr2	201	182	895	0
ADIPOQ	chr3	0	0	0	0
ADIPOR1	chr1	1109	1127	2463	1
ADIPOR2	chr12	1281	1196	2409	1
ADIRF	chr10	3	1	13	0
ADK	chr10	243	278	971	0
ADM	chr11	77	71	457	0
ADM2	chr22	1428	1794	1007	2
ADM5	chr19	31	130	59	0
ADNP2	chr18	445	576	1668	0
ADO	chr10	610	479	1423	0
ADORA1	chr1	180	110	263	0
ADORA2A	chr22	79	43	176	0
ADORA2B	chr17	109	66	138	0
ADORA3	chr1	0	0	1	0
ADPGK	chr15	883	968	3508	0
ADPRH	chr3	46	151	148	0
ADPRHL1	chr13	704	675	406	1
ADPRM	chr17	189	78	248	0
ADRA1A	chr8	51	41	42	0
ADRA1B	chr5	19	19	90	0
ADRA2A	chr10	254	99	176	0
ADRA2B	chr2	10	9	15	0
ADRA2C	chr4	77	65	206	0
ADRB1	chr10	10	2	10	0
ADRB2	chr5	64	61	170	0
ADRB3	chr8	32	88	72	0
ADSL	chr22	1536	1562	2446	2
ADTRP	chr6	0	6	1	0
AEBP1	chr7	9773	11127	42881	6
AEBP2	chr12	302	358	2005	0
AEN	chr15	379	502	1139	1
AFAP1	chr4	2725	2921	2365	5
AFAP1L1	chr5	664	572	1669	1
AFAP1L2	chr10	1092	931	901	0
AFDN	chr6	1440	1467	3704	1
AFF1	chr4	1620	1476	2229	0
AFF2	chrX	2289	1760	5165	0
AFF3	chr2	4135	3148	4102	4
AFF4	chr5	3014	3344	9776	2
AFG1L	chr6	67	95	367	0
AFG3L2	chr18	1151	1266	2745	0
AFM	chr4	0	0	1	0
AFMID	chr17	466	591	566	1
AFP	chr4	107	54	186	0
AFTPH	chr2	501	498	1319	0
AGA	chr4	328	542	789	0
AGAP1	chr2	2898	2549	1816	0
AGAP11	chr10	1	21	71	0
AGAP2	chr12	451	583	2303	0
AGAP3	chr7	1040	951	7684	0
AGAP4	chr10	121	44	554	0
AGAP5	chr10	21	14	562	0
AGAP6	chr10	139	114	673	0
AGAP9	chr10	116	2	383	0
AGBL1	chr15	27	13	14	0
AGBL2	chr11	50	10	85	0
AGBL3	chr7	8	8	95	0
AGBL4	chr1	7	9	35	0
AGBL5	chr2	792	601	2488	0
AGER	chr6	0	0	999	0
AGFG1	chr2	837	824	3842	0
AGFG2	chr7	237	210	250	0
AGGF1	chr5	698	856	1131	0
AGK	chr7	92	119	1185	0
AGL	chr1	1095	1356	3364	0
AGMAT	chr1	11	4	7	0
AGMO	chr7	6	13	4	0
AGO1	chr1	1054	929	3881	0
AGO2	chr8	1624	1527	3918	0
AGO3	chr1	1017	1009	2987	1
AGO4	chr1	529	445	2796	0
AGPAT1	chr6	0	0	2346	0
AGPAT2	chr9	817	838	466	3
AGPAT3	chr21	2354	1983	1581	9
AGPAT4	chr6	1349	979	1111	0
AGPAT5	chr8	1777	2314	946	2
AGPS	chr2	1217	814	2304	0
AGR2	chr7	0	1	10	0
AGR3	chr7	2	1	2	0
AGRN	chr1	22131	22219	15612	31
AGRP	chr16	1	0	1	0
AGT	chr1	587	2490	453	0
AGTPBP1	chr9	177	101	1269	0
