gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	226	255	384	0
A1CF	chr10	3	0	3	0
A2M	chr12	12	2	19	0
A2ML1	chr12	2	0	1	0
A3GALT2	chr1	1	2	9	0
A4GALT	chr22	28	70	90	0
A4GNT	chr3	1	1	0	0
AAAS	chr12	1083	1278	3334	0
AACS	chr12	679	496	1337	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	812	1146	1425	2
AAGAB	chr15	834	958	1696	1
AAK1	chr2	2966	3578	6549	5
AAMDC	chr11	26	62	132	0
AAMP	chr2	1172	1009	4651	2
AANAT	chr17	2	1	1	0
AARD	chr8	2	4	3	0
AARS2	chr6	591	465	2125	2
AARSD1	chr17	718	727	2017	0
AASDH	chr4	135	167	878	0
AASDHPPT	chr11	1761	2315	5466	3
AASS	chr7	396	247	490	2
AATF	chr17	0	0	1373	0
AATK	chr17	1613	1612	923	3
ABAT	chr16	2764	2228	2562	2
ABCA1	chr9	388	395	1174	0
ABCA10	chr17	6	19	30	0
ABCA12	chr2	9	5	9	0
ABCA13	chr7	2	0	1	0
ABCA2	chr9	4973	9021	13094	12
ABCA3	chr16	6335	5446	5223	18
ABCA4	chr1	0	0	0	0
ABCA5	chr17	468	366	1323	0
ABCA6	chr17	0	5	4	0
ABCA7	chr19	3452	2578	2454	7
ABCA8	chr17	0	0	0	0
ABCA9	chr17	13	39	38	0
ABCB1	chr7	9	17	52	0
ABCB10	chr1	185	104	922	0
ABCB11	chr2	0	0	3	0
ABCB4	chr7	68	10	117	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2	700	950	1439	4
ABCB7	chrX	170	169	1522	0
ABCB8	chr7	1997	1440	1393	4
ABCB9	chr12	1590	1541	1158	11
ABCC1	chr16	25	40	2591	1
ABCC10	chr6	1352	1592	2819	2
ABCC11	chr16	6	2	195	0
ABCC12	chr16	0	0	0	0
ABCC2	chr10	11	28	58	0
ABCC3	chr17	0	0	1	0
ABCC4	chr13	98	75	148	0
ABCC5	chr3	2826	2675	9106	0
ABCC6	chr16	9	2	63	0
ABCC8	chr11	589	1468	2053	0
ABCC9	chr12	13	23	53	0
ABCD1	chrX	839	723	998	0
ABCD2	chr12	2	8	9	0
ABCD3	chr1	490	576	1463	1
ABCD4	chr14	2351	1932	3448	13
ABCE1	chr4	410	527	2818	0
ABCF1	chr6	0	0	5072	0
ABCF2	chr7	610	706	2674	1
ABCF3	chr3	696	859	2513	1
ABCG1	chr21	502	595	981	1
ABCG2	chr4	0	1	2	0
ABCG4	chr11	406	436	1303	1
ABCG5	chr2	6	38	2	0
ABCG8	chr2	5	5	4	0
ABHD1	chr2	12	21	25	1
ABHD10	chr3	343	287	1286	0
ABHD11	chr7	90	198	439	0
ABHD12B	chr14	3	3	3	0
ABHD13	chr13	151	153	878	0
ABHD14A	chr3	976	1124	157	3
ABHD14A-ACY1	chr3	766	891	621	1
ABHD14B	chr3	94	25	85	0
ABHD15	chr17	30	38	27	0
ABHD16A	chr6	0	0	4055	0
ABHD17A	chr19	816	699	3096	2
ABHD17B	chr9	512	511	1826	1
ABHD17C	chr15	906	1011	1427	5
ABHD18	chr4	274	361	723	5
ABHD2	chr15	1331	1328	2698	3
ABHD3	chr18	53	45	119	0
ABHD4	chr14	271	402	557	0
ABHD5	chr3	228	321	930	0
ABHD6	chr3	192	115	515	0
ABHD8	chr19	611	702	1020	1
ABI1	chr10	495	400	1644	0
ABI2	chr2	3932	3940	12891	7
ABI3	chr17	4	3	2	0
ABI3BP	chr3	5	4	22	0
ABL1	chr9	3446	3752	9563	11
ABL2	chr1	1409	1463	2173	3
ABLIM1	chr10	2278	2741	2910	6
ABLIM2	chr4	767	366	344	1
ABLIM3	chr5	223	395	1067	0
ABO	chr9	54	357	437	0
ABR	chr17	0	4	7276	0
ABRA	chr8	0	3	0	0
ABRACL	chr6	473	410	220	1
ABRAXAS1	chr4	180	160	696	0
ABRAXAS2	chr10	262	356	886	0
ABT1	chr6	474	458	810	0
ABTB1	chr3	343	1636	1632	4
ABTB2	chr11	352	1205	825	0
ACAA1	chr3	776	774	1826	0
ACAA2	chr18	250	282	1078	0
ACACA	chr17	699	677	14046	0
ACACB	chr12	260	462	633	1
ACAD10	chr12	707	309	752	0
ACAD11	chr3	388	248	649	1
ACAD8	chr11	852	603	1215	0
ACAD9	chr3	492	509	1599	1
ACADL	chr2	0	2	2	0
ACADM	chr1	481	271	2163	3
ACADS	chr12	380	338	395	0
ACADSB	chr10	515	444	422	0
ACADVL	chr17	2572	2955	6828	3
ACAN	chr15	9	1	7	0
ACAP1	chr17	56	47	80	0
ACAP2	chr3	768	724	1685	1
ACAP3	chr1	4160	3204	45749	7
ACAT1	chr11	272	251	1664	0
ACAT2	chr6	4892	6423	17848	9
ACBD3	chr1	549	558	1598	1
ACBD4	chr17	242	311	536	0
ACBD5	chr10	821	853	1909	5
ACBD6	chr1	1542	1469	2016	0
ACBD7	chr10	41	8	30	0
ACCS	chr11	244	54	162	0
ACCSL	chr11	1	0	0	0
ACD	chr16	1248	1026	1517	1
ACE	chr17	43	62	91	0
ACE2	chrX	3	15	23	0
ACER1	chr19	0	0	2	0
ACER2	chr9	82	92	66	0
ACER3	chr11	406	389	1611	1
ACHE	chr7	1230	2078	11405	0
ACIN1	chr14	4259	4038	20647	1
ACKR1	chr1	774	577	1214	2
ACKR2	chr3	3	4	4	0
ACKR3	chr2	45	50	58	0
ACKR4	chr3	3	0	7	0
ACLY	chr17	12331	11385	24843	7
ACMSD	chr2	4	4	3	0
ACO1	chr9	690	846	1720	1
ACO2	chr22	2381	2599	7169	7
ACOD1	chr13	0	6	0	0
ACOT1	chr14	0	0	84	0
ACOT11	chr1	10	6	28	1
ACOT12	chr5	3	0	3	0
ACOT13	chr6	203	276	689	0
ACOT2	chr14	75	4	47	0
ACOT4	chr14	2	2	12	0
ACOT6	chr14	1	24	7	0
ACOT7	chr1	1613	1526	8975	1
ACOT9	chrX	321	320	380	0
ACOX1	chr17	507	492	1222	1
ACOX2	chr3	5	18	35	0
ACOX3	chr4	517	278	177	0
ACOXL	chr2	123	52	161	0
ACP1	chr2	351	483	2402	0
ACP2	chr11	888	947	1661	1
ACP4	chr19	3	10	7	0
ACP5	chr19	21	17	8	0
ACP6	chr1	368	162	637	0
ACP7	chr19	0	0	0	0
ACR	chr22	10	2	2	0
ACRBP	chr12	72	591	300	1
ACRV1	chr11	4	1	3	0
ACSBG1	chr15	305	208	398	0
ACSBG2	chr19	4	7	6	0
ACSF2	chr17	92	140	163	0
ACSF3	chr16	685	2095	683	6
ACSL1	chr4	457	384	853	0
ACSL3	chr2	2307	2490	8113	6
ACSL4	chrX	2203	1946	10965	2
ACSL5	chr10	2	0	2	0
ACSL6	chr5	679	754	946	3
ACSM1	chr16	0	1	1	0
ACSM2A	chr16	0	0	1	0
ACSM2B	chr16	0	0	0	0
ACSM3	chr16	12	12	154	0
ACSM4	chr12	0	0	0	0
ACSM5	chr16	0	0	0	0
ACSM6	chr10	2	2	0	0
ACSS3	chr12	314	350	348	1
ACTA1	chr1	12	14	31	0
ACTA2	chr10	17	13	17	0
ACTB	chr7	28414	26463	51118	19
ACTBL2	chr5	0	0	0	0
ACTC1	chr15	22	12	21	0
ACTG1	chr17	35088	36647	34589	120
ACTG2	chr2	2	0	5	0
ACTL6A	chr3	178	106	1938	0
ACTL6B	chr7	1475	1724	5145	4
ACTL7A	chr9	0	0	1	0
ACTL7B	chr9	0	11	1	0
ACTL8	chr1	0	0	1	0
ACTL9	chr19	0	0	0	0
ACTN1	chr14	689	596	1392	1
ACTN2	chr1	60	65	111	0
ACTN3	chr11	5	15	7	0
ACTN4	chr19	3110	3255	6621	5
ACTR10	chr14	1079	1072	4196	0
ACTR1A	chr10	3548	3632	13530	1
ACTR1B	chr2	2325	3525	4973	5
ACTR2	chr2	2234	2031	10172	0
ACTR3	chr2	1254	1152	4392	3
ACTR3B	chr7	187	159	504	0
ACTR3C	chr7	0	0	0	0
ACTR6	chr12	236	203	774	0
ACTR8	chr3	1177	1056	1060	3
ACTRT1	chrX	0	0	0	0
ACTRT2	chr1	1	0	0	0
ACTRT3	chr3	16	39	43	0
ACVR1	chr2	295	357	835	0
ACVR1B	chr12	3508	3321	7239	3
ACVR1C	chr2	8	13	23	0
ACVR2A	chr2	577	494	4312	1
ACVR2B	chr3	4542	5182	11388	14
ACVRL1	chr12	7	1	6	0
ACY1	chr3	225	284	589	0
ACY3	chr11	0	1	0	0
ACYP1	chr14	167	166	969	0
ACYP2	chr2	202	190	180	1
ADA2	chr22	1436	1733	1838	2
ADAD1	chr4	0	0	0	0
ADAD2	chr16	0	1	1	0
ADAL	chr15	269	223	396	0
ADAM10	chr15	883	942	5213	1
ADAM11	chr17	1224	1105	2285	3
ADAM12	chr10	1730	2126	3323	4
ADAM15	chr1	870	551	2269	2
ADAM17	chr2	778	857	1230	3
ADAM18	chr8	0	0	1	0
ADAM19	chr5	1020	1257	1941	1
ADAM2	chr8	0	0	0	0
ADAM20	chr14	2	3	8	0
ADAM21	chr14	7	3	10	0
ADAM22	chr7	1203	1129	2759	2
ADAM23	chr2	699	453	2737	2
ADAM28	chr8	7	15	6	0
ADAM29	chr4	7	10	13	0
ADAM30	chr1	0	0	0	0
ADAM32	chr8	2	4	97	0
ADAM7	chr8	4	1	0	0
ADAM8	chr10	261	56	168	0
ADAM9	chr8	178	212	987	0
ADAMDEC1	chr8	0	0	0	0
ADAMTS1	chr21	125	111	530	0
ADAMTS10	chr19	2462	2419	6473	2
ADAMTS12	chr5	82	57	129	0
ADAMTS13	chr9	1811	3396	2108	8
ADAMTS14	chr10	55	26	69	0
ADAMTS15	chr11	62	70	104	1
ADAMTS16	chr5	19	22	106	0
ADAMTS17	chr15	73	36	40	0
ADAMTS18	chr16	3	8	5	0
ADAMTS19	chr5	16	15	63	0
ADAMTS2	chr5	265	56	79	0
ADAMTS20	chr12	62	27	91	0
ADAMTS3	chr4	18	21	48	0
ADAMTS4	chr1	45	44	54	0
ADAMTS5	chr21	102	84	188	0
ADAMTS6	chr5	63	54	170	0
ADAMTS7	chr15	7262	9773	12902	11
ADAMTS8	chr11	3	1	2	0
ADAMTS9	chr3	111	61	175	0
ADAMTSL1	chr9	1267	584	2136	2
ADAMTSL2	chr9	24	9	39	0
ADAMTSL3	chr15	65	3	54	0
ADAMTSL4	chr1	119	134	264	0
ADAMTSL5	chr19	3	6	13	0
ADAP1	chr7	1636	1726	2301	8
ADAP2	chr17	13	26	21	0
ADAR	chr1	3675	3722	14804	4
ADARB1	chr21	713	469	1398	3
ADARB2	chr10	25	17	27	0
ADAT1	chr16	1186	1474	940	8
ADAT2	chr6	148	156	243	1
ADAT3	chr19	98	55	216	1
ADCK1	chr14	337	390	362	0
ADCK2	chr7	451	387	1653	0
ADCK5	chr8	422	391	625	0
ADCY1	chr7	1855	2389	2888	1
ADCY10	chr1	11	0	17	0
ADCY2	chr5	358	262	1027	1
ADCY3	chr2	1051	774	3011	1
ADCY4	chr14	2	21	46	0
ADCY5	chr3	1361	1403	3388	0
ADCY6	chr12	2796	2614	7679	2
ADCY7	chr16	839	1401	1828	1
ADCY8	chr8	176	93	299	0
ADCY9	chr16	937	1032	2319	3
ADCYAP1	chr18	1	7	3	0
ADCYAP1R1	chr7	637	761	1132	0
ADD1	chr4	5125	5258	12285	9
ADD2	chr2	4301	4407	9929	9
ADD3	chr10	746	715	1884	3
ADGB	chr6	0	2	2	0
ADGRA1	chr10	269	272	364	1
ADGRA2	chr8	1921	1813	3209	0
ADGRA3	chr4	1432	956	2945	1
ADGRB1	chr8	990	855	2991	2
ADGRB2	chr1	1237	1869	5702	5
ADGRB3	chr6	651	603	3490	1
ADGRD1	chr12	34	13	20	0
ADGRE1	chr19	0	0	0	0
ADGRE2	chr19	3	4	0	0
ADGRE3	chr19	0	0	0	0
ADGRE5	chr19	11	15	23	0
ADGRF1	chr6	0	0	0	0
ADGRF2	chr6	0	5	6	0
ADGRF3	chr2	14	20	44	0
ADGRF4	chr6	0	3	1	0
ADGRF5	chr6	0	0	0	0
ADGRG1	chr16	2804	2662	2231	2
ADGRG2	chrX	32	64	178	0
ADGRG3	chr16	32	3	3	0
ADGRG4	chrX	1	0	3	0
ADGRG5	chr16	4	0	2	0
ADGRG6	chr6	1	7	9	0
ADGRG7	chr3	0	0	1	0
ADGRL1	chr19	3895	3412	13332	0
ADGRL2	chr1	2067	2684	7793	1
ADGRL3	chr4	3300	4222	11990	0
ADGRL4	chr1	2	0	0	0
ADGRV1	chr5	171	164	365	1
ADH1A	chr4	5	1	2	0
ADH1B	chr4	4	4	0	0
ADH1C	chr4	12	1	10	0
ADH4	chr4	0	0	0	0
ADH5	chr4	1264	1071	4828	0
ADH6	chr4	1	0	21	0
ADH7	chr4	0	0	0	0
ADHFE1	chr8	67	62	39	0
ADI1	chr2	152	204	559	0
ADIPOQ	chr3	0	0	0	0
ADIPOR1	chr1	735	632	1639	0
ADIPOR2	chr12	745	688	1520	1
ADIRF	chr10	5	9	17	0
ADK	chr10	188	196	690	0
ADM	chr11	9	7	40	0
ADM2	chr22	92	136	83	0
ADM5	chr19	329	601	323	1
ADNP2	chr18	812	742	2733	0
ADO	chr10	598	445	1532	2
ADORA1	chr1	637	380	1086	2
ADORA2A	chr22	322	125	497	0
ADORA2B	chr17	59	37	25	0
ADORA3	chr1	0	0	1	0
ADPGK	chr15	353	392	1241	1
ADPRH	chr3	6	10	6	0
ADPRHL1	chr13	118	233	138	0
ADPRM	chr17	125	38	127	0
ADRA1A	chr8	55	3	45	0
ADRA1B	chr5	1	2	13	0
ADRA2A	chr10	19	10	18	0
ADRA2B	chr2	2	4	6	0
ADRA2C	chr4	46	32	178	0
ADRB1	chr10	8	11	12	0
ADRB2	chr5	2	1	5	0
ADRB3	chr8	0	0	0	0
ADSL	chr22	1222	1454	1841	3
ADTRP	chr6	1	0	0	0
AEBP1	chr7	726	906	3481	0
AEBP2	chr12	243	265	1201	0
AEN	chr15	125	140	294	0
AFAP1	chr4	3821	3962	3418	8
AFAP1L1	chr5	6	4	14	0
AFAP1L2	chr10	176	82	142	0
AFDN	chr6	5333	5123	11206	4
AFF1	chr4	825	795	1311	3
AFF2	chrX	454	677	1715	1
AFF3	chr2	4890	4514	6260	9
AFF4	chr5	2916	3033	9606	4
AFG1L	chr6	66	79	286	0
AFG3L2	chr18	1059	994	2295	1
AFM	chr4	0	0	0	0
AFMID	chr17	87	81	88	0
AFP	chr4	1	0	1	0
AFTPH	chr2	779	698	2129	0
AGA	chr4	85	118	191	0
AGAP1	chr2	4652	4094	3001	14
AGAP11	chr10	13	51	159	0
AGAP2	chr12	1648	1874	8124	6
AGAP3	chr7	1550	1299	12340	2
AGAP4	chr10	237	64	817	1
AGAP5	chr10	17	13	918	0
AGAP6	chr10	162	176	806	1
AGAP9	chr10	252	8	716	0
AGBL1	chr15	5	3	2	0
AGBL2	chr11	15	13	19	0
AGBL3	chr7	7	2	33	0
AGBL4	chr1	47	57	149	0
AGBL5	chr2	856	762	3261	0
AGER	chr6	0	0	2184	0
AGFG1	chr2	1090	1005	4676	0
AGFG2	chr7	147	165	219	0
AGGF1	chr5	653	541	836	0
AGK	chr7	77	127	1068	0
AGL	chr1	437	468	1264	0
AGMAT	chr1	5	0	0	0
AGMO	chr7	0	0	1	0
AGO1	chr1	2065	2259	7111	0
AGO2	chr8	1268	1292	3828	2
AGO3	chr1	749	640	2044	1
AGO4	chr1	909	698	4698	1
AGPAT1	chr6	0	0	4346	0
AGPAT2	chr9	97	123	66	0
AGPAT3	chr21	1392	1392	1027	6
AGPAT4	chr6	3230	2143	2690	10
AGPAT5	chr8	1530	1455	763	4
AGPS	chr2	1616	1530	3337	0
AGR2	chr7	0	2	1	0
AGR3	chr7	0	0	0	0
AGRN	chr1	21398	26753	18086	39
AGRP	chr16	1	0	0	0
AGT	chr1	120	160	161	2
AGTPBP1	chr9	692	369	5523	0
AGTR1	chr3	0	1	2	0
AGTR2	chrX	0	0	0	0
AGTRAP	chr1	91	66	191	0
AGXT	chr2	0	0	0	0
AGXT2	chr5	0	0	0	0
AHCTF1	chr1	679	678	2170	0
AHCYL1	chr1	1494	1516	5647	3
AHCYL2	chr7	1283	1455	3004	1
AHDC1	chr1	1883	1893	4869	4
AHI1	chr6	1472	847	1701	4
AHNAK	chr11	17	6	19	0
AHNAK2	chr14	842	975	988	20
AHR	chr7	91	114	105	0
AHRR	chr5	197	155	101	1
AHSA1	chr14	839	829	5420	1
AHSG	chr3	11	11	7	0
AHSP	chr16	0	0	0	0
AICDA	chr12	0	0	1	0
AIDA	chr1	282	295	1820	0
AIF1	chr6	0	0	0	0
AIF1L	chr9	418	486	441	0
AIFM1	chrX	437	425	1174	1
AIFM2	chr10	91	148	85	0
AIFM3	chr22	11	52	42	0
AIG1	chr6	551	472	919	1
AIM2	chr1	70	31	18	0
AIMP1	chr4	732	578	903	2
AIMP2	chr7	376	490	502	1
AIP	chr11	1025	800	1425	0
AIPL1	chr17	1	2	0	0
AIRE	chr21	2	1	2	0
AJAP1	chr1	452	185	238	0
AJM1	chr9	1331	1832	3606	0
AJUBA	chr14	56	41	239	0
AK1	chr9	645	666	2987	0
AK2	chr1	811	1024	4218	4
AK3	chr9	1224	1122	1779	1
AK4	chr1	293	351	1192	1
AK5	chr1	24	24	177	0
AK6	chr5	0	0	461	0
AK7	chr14	112	18	58	0
AK8	chr9	34	51	16	0
AK9	chr6	451	161	278	0
AKAIN1	chr18	0	0	1	0
AKAP1	chr17	1577	1162	1251	2
AKAP10	chr17	557	506	792	2
AKAP11	chr13	1942	1914	3948	2
AKAP12	chr6	7819	7762	10470	30
AKAP13	chr15	741	484	1822	1
AKAP14	chrX	1	1	0	0
AKAP17A	chrY	0	0	0	0
AKAP3	chr12	30	134	84	0
AKAP4	chrX	0	0	1	0
AKAP5	chr14	75	104	275	0
AKAP6	chr14	4728	4684	12253	14
AKAP7	chr6	59	46	139	0
AKAP8	chr19	720	744	1489	1
AKAP8L	chr19	6533	6104	18794	10
AKAP9	chr7	3462	3671	10303	8
AKIP1	chr11	321	280	451	0
AKIRIN1	chr1	481	518	6395	5
AKIRIN2	chr6	971	1017	4367	2
AKNA	chr9	639	860	654	3
AKNAD1	chr1	0	3	7	0
AKR1A1	chr1	1111	989	4178	2
AKR1B1	chr7	1187	1281	2665	2
AKR1B10	chr7	0	0	0	0
AKR1B15	chr7	0	0	0	0
AKR1C1	chr10	952	541	1113	8
AKR1C2	chr10	1497	1046	1487	24
AKR1C3	chr10	8	4	3	0
AKR1C4	chr10	0	0	0	0
AKR1D1	chr7	0	0	0	0
AKR1E2	chr10	64	52	20	0
AKR7A2	chr1	764	871	280	0
AKR7A3	chr1	34	240	86	0
AKR7L	chr1	38	19	47	0
AKT1	chr14	6174	4826	5511	5
AKT1S1	chr19	1000	1141	492	6
AKT2	chr19	4043	3434	3154	4
AKT3	chr1	0	0	2454	0
AKTIP	chr16	285	303	1174	1
ALAD	chr9	1727	781	984	3
ALAS1	chr3	776	614	2016	0
ALAS2	chrX	0	1	2	0
ALB	chr4	9	31	37	0
ALCAM	chr3	1826	1154	3477	0
ALDH16A1	chr19	518	388	350	0
ALDH18A1	chr10	709	611	3335	0
ALDH1A1	chr9	0	0	0	0
ALDH1A2	chr15	2705	467	3369	2
ALDH1A3	chr15	0	0	1	0
ALDH1B1	chr9	689	667	1239	3
ALDH1L1	chr3	5	5	3	0
ALDH1L2	chr12	567	387	771	2
ALDH2	chr12	1545	2239	4566	3
ALDH3A1	chr17	0	7	2	0
ALDH3A2	chr17	1322	1466	2125	6
ALDH3B1	chr11	11	7	4	0
ALDH3B2	chr11	0	0	1	0
ALDH4A1	chr1	323	286	514	1
ALDH5A1	chr6	868	938	826	2
ALDH6A1	chr14	155	192	389	0
ALDH7A1	chr5	1778	1151	2319	8
ALDH8A1	chr6	151	37	133	0
ALDH9A1	chr1	307	339	702	1
ALDOA	chr16	7948	7942	13812	6
ALDOB	chr9	15	19	18	0
ALDOC	chr17	2325	2175	5515	1
ALG1	chr16	312	219	658	1
ALG10	chr12	66	77	123	1
ALG10B	chr12	218	284	656	1
ALG11	chr13	655	682	1981	0
ALG12	chr22	537	642	856	1
ALG13	chrX	886	946	2805	3
ALG14	chr1	112	154	157	0
