gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	147	71	153	0
A1CF	chr10	1	0	3	0
A2M	chr12	142	64	190	0
A2ML1	chr12	236	127	191	0
A3GALT2	chr1	1	1	7	0
A4GALT	chr22	248	69	247	0
A4GNT	chr3	3	0	1	0
AAAS	chr12	699	940	2522	0
AACS	chr12	614	632	1613	0
AADAC	chr3	9	1	7	0
AADACL2	chr3	9	17	96	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	410	701	850	0
AAGAB	chr15	725	607	1352	1
AAK1	chr2	826	937	1567	1
AAMDC	chr11	74	80	334	1
AAMP	chr2	1270	1002	4262	1
AANAT	chr17	1	7	3	0
AARD	chr8	11	3	9	0
AARS2	chr6	644	387	2142	0
AARSD1	chr17	265	330	697	0
AASDH	chr4	203	169	971	0
AASDHPPT	chr11	825	927	2397	1
AASS	chr7	1849	756	1650	1
AATF	chr17	0	0	1590	0
AATK	chr17	776	911	363	0
ABAT	chr16	928	521	751	0
ABCA1	chr9	1381	1668	4037	0
ABCA10	chr17	13	18	34	0
ABCA12	chr2	422	168	730	0
ABCA13	chr7	50	18	34	0
ABCA2	chr9	3088	3441	5790	1
ABCA3	chr16	968	602	719	1
ABCA4	chr1	483	503	742	0
ABCA5	chr17	436	328	1083	1
ABCA6	chr17	1	1	3	0
ABCA7	chr19	2783	1990	1859	2
ABCA8	chr17	25	161	166	0
ABCA9	chr17	4	4	9	0
ABCB1	chr7	49	45	113	0
ABCB10	chr1	168	113	916	0
ABCB11	chr2	0	0	2	0
ABCB4	chr7	4	0	11	0
ABCB5	chr7	15	7	4	0
ABCB6	chr2	329	665	938	0
ABCB7	chrX	143	151	1339	0
ABCB8	chr7	1078	988	842	1
ABCB9	chr12	956	1016	846	1
ABCC1	chr16	57	73	3924	0
ABCC10	chr6	1049	1145	2148	0
ABCC11	chr16	1	3	156	0
ABCC12	chr16	0	0	0	0
ABCC2	chr10	27	45	87	0
