gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	161	107	188	0
A1CF	chr10	0	0	5	0
A2M	chr12	99	108	204	0
A2ML1	chr12	391	229	365	0
A3GALT2	chr1	0	1	2	0
A4GALT	chr22	324	101	333	0
A4GNT	chr3	3	0	0	0
AAAS	chr12	1001	1438	3908	2
AACS	chr12	769	788	1898	0
AADAC	chr3	9	1	6	0
AADACL2	chr3	85	106	402	0
AADACL3	chr1	0	1	1	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	501	890	1123	0
AAGAB	chr15	930	770	1599	2
AAK1	chr2A	818	1003	1751	1
AAMDC	chr11	81	95	412	0
AAMP	chr2B	1659	1422	5462	2
AANAT	chr17	2	6	2	0
AARD	chr8	6	3	14	0
AARS2	chr6	757	450	2849	0
AARSD1	chr17	412	509	973	0
AASDH	chr4	240	219	1109	1
AASDHPPT	chr11	1024	1022	2888	3
AASS	chr7	1752	713	1716	0
AATF	chr17	656	566	1411	1
AATK	chr17	1153	1598	507	0
ABAT	chr16	1175	708	899	1
ABCA1	chr9	1515	1666	4167	0
ABCA10	chr17	18	28	56	0
ABCA12	chr2B	571	242	1056	0
ABCA13	chr7	42	14	40	0
ABCA2	chr9	3892	4104	6773	2
ABCA3	chr16	1162	729	929	0
ABCA4	chr1	602	545	837	1
ABCA5	chr17	525	353	1372	0
ABCA6	chr17	9	0	5	0
ABCA7	chr19	3223	2264	2137	3
ABCA8	chr17	34	186	176	0
ABCA9	chr17	6	11	4	0
ABCB1	chr7	47	57	141	0
ABCB10	chr1	256	197	1005	0
ABCB11	chr2B	0	5	1	0
ABCB4	chr7	5	5	9	0
ABCB5	chr7	15	10	5	0
ABCB6	chr2B	397	836	1193	0
ABCB7	chrX	122	199	1575	0
ABCB8	chr7	1378	1250	1184	3
ABCB9	chr12	1049	1142	1156	0
ABCC1	chr16	2542	2237	3679	4
ABCC10	chr6	1514	1808	2905	0
ABCC11	chr16	2	1	182	0
ABCC12	chr16	0	0	0	0
ABCC2	chr10	29	55	125	0
ABCC3	chr17	3	7	8	0
ABCC4	chr13	143	319	341	1
ABCC5	chr3	1557	1157	4497	0
ABCC6	chr16	51	7	49	0
ABCC8	chr11	3	18	29	0
ABCC9	chr12	3	5	16	0
ABCD1	chrX	356	332	484	3
ABCD2	chr12	15	18	61	0
ABCD3	chr1	1271	1193	3551	0
ABCD4	chr14	2091	1382	2705	2
ABCE1	chr4	398	495	3651	1
ABCF1	chr6	1307	1872	5273	1
ABCF2	chr7	573	735	3024	0
ABCF3	chr3	1116	1209	3929	1
ABCG1	chr21	693	994	1614	0
ABCG2	chr4	28	35	62	0
ABCG4	chr11	16	15	51	0
ABCG5	chr2A	2	13	0	0
ABCG8	chr2A	2	0	1	0
ABHD1	chr2A	3	8	3	1
ABHD10	chr3	282	227	1085	0
ABHD11	chr7	627	747	2748	0
ABHD12B	chr14	0	18	13	0
ABHD13	chr13	256	228	1494	0
ABHD14A	chr3	332	354	42	0
ABHD14A-ACY1	chr3	348	494	537	0
ABHD14B	chr3	413	116	352	0
ABHD15	chr17	322	397	292	0
ABHD16A	chr6	713	592	2550	0
ABHD17A	chr19	976	869	2638	2
ABHD17B	chr9	254	286	1332	0
ABHD17C	chr15	317	373	557	0
ABHD18	chr4	256	285	827	1
ABHD2	chr15	722	903	1362	1
ABHD3	chr18	172	107	363	0
ABHD4	chr14	964	1278	1648	3
ABHD5	chr3	339	495	1753	1
ABHD6	chr3	136	110	452	0
ABHD8	chr19	355	407	552	1
ABI1	chr10	574	642	2086	0
ABI2	chr2B	1240	1294	4576	1
ABI3	chr17	7	8	10	0
ABI3BP	chr3	6	12	21	0
ABL1	chr9	2127	2313	5835	0
ABL2	chr1	489	541	645	2
ABLIM1	chr10	1918	2806	2383	3
ABLIM2	chr4	75	198	99	1
ABLIM3	chr5	110	128	421	0
ABO	chr9	73	449	554	0
ABR	chr17	3335	2646	8304	5
ABRA	chr8	0	3	0	0
ABRACL	chr6	587	370	238	1
ABRAXAS1	chr4	278	276	1251	1
ABRAXAS2	chr10	106	114	712	0
ABT1	chr6	736	542	915	1
ABTB1	chr3	401	1458	1476	1
ABTB2	chr11	240	255	313	0
ACAA1	chr3	1307	1211	2863	1
ACAA2	chr18	340	510	2163	0
ACACA	chr17	2142	1842	4377	1
ACACB	chr12	359	408	689	0
ACAD10	chr12	1440	744	1448	1
ACAD11	chr3	839	318	1161	0
ACAD8	chr11	998	588	1213	0
ACAD9	chr3	716	779	2389	0
ACADL	chr2B	31	21	76	0
ACADM	chr1	175	103	1292	0
ACADS	chr12	388	345	478	0
ACADSB	chr10	350	558	521	1
ACADVL	chr17	8383	8779	18224	8
ACAN	chr15	24	10	29	0
ACAP1	chr17	75	46	138	0
ACAP2	chr3	724	868	2169	1
ACAP3	chrUn_NW_019935705v1	0	0	8247	0
ACAT1	chr11	154	140	1102	0
ACAT2	chr6	706	823	2150	0
ACBD3	chr1	700	638	2189	0
ACBD4	chr17	211	217	537	0
ACBD5	chr10	384	499	1020	1
ACBD6	chr1	791	597	916	1
ACBD7	chr10	51	26	33	0
ACCS	chr11	1571	385	1095	3
ACCSL	chr11	0	0	0	0
ACD	chr16	629	625	922	0
ACE	chr17	38	78	88	0
ACE2	chrX	112	22	169	0
ACER1	chr19	3	3	0	0
ACER2	chr9	89	63	110	0
ACER3	chr11	257	284	1261	0
ACHE	chr7	70	67	363	0
ACIN1	chr14	4492	4306	24006	7
ACKR1	chr1	5	17	13	0
ACKR2	chr3	154	95	57	0
ACKR3	chr2B	1706	1653	1917	0
ACKR4	chr3	3	1	11	0
ACLY	chr17	3427	3272	7395	2
ACMSD	chr2B	12	0	9	0
ACO1	chr9	795	1180	2532	2
ACO2	chr22	1599	1680	4492	1
ACOD1	chr13	0	6	1	0
ACOT1	chr14	150	157	293	0
ACOT11	chr1	449	471	1261	0
ACOT12	chr5	0	1	1	0
ACOT13	chr6	186	220	716	1
ACOT2	chr14	156	158	298	0
ACOT4	chr14	8	3	16	0
ACOT6	chr14	2	31	5	0
ACOT7	chr1	223	150	762	0
ACOT9	chrX	726	734	682	0
ACOX1	chr17	946	925	2448	0
ACOX2	chr3	35	545	902	0
ACOX3	chr4	1288	664	467	1
ACOXL	chr2A	43	31	87	1
ACP1	chr2A	574	594	2274	0
ACP2	chr11	1365	1533	2256	1
ACP4	chr19	0	10	6	0
ACP5	chr19	223	203	104	1
ACP6	chr1	570	404	1522	0
ACP7	chr19	18	46	90	0
ACPP	chr3	75	27	103	0
ACR	chr22	4	2	2	0
ACRBP	chr12	32	336	169	2
ACRV1	chr11	10	26	13	0
ACSBG1	chr15	241	212	367	0
ACSBG2	chr19	10	10	3	0
ACSF2	chr17	711	860	1161	0
ACSF3	chr16	677	1153	465	2
ACSL1	chr4	2020	1757	3773	3
ACSL3	chr2B	1084	961	4287	1
ACSL4	chrX	180	172	786	0
ACSL5	chr10	14	7	9	0
ACSL6	chr5	4	5	7	0
ACSM1	chr16	4	7	1	0
ACSM2A	chr16	0	0	0	0
ACSM2B	chr16	0	1	2	0
ACSM3	chr16	730	2533	1992	1
ACSM4	chr12	0	0	0	0
ACSM5	chr16	0	0	0	0
ACSM6	chr10	0	0	0	0
ACSS3	chr12	322	367	408	0
ACTA1	chr1	6	7	10	0
ACTA2	chr10	209	261	298	0
ACTB	chr7	11371	11411	51090	4
ACTBL2	chr5_NW_019932885v1_random	0	0	20	0
ACTC1	chr15	111	340	302	0
ACTG1	chr17	26826	25307	20464	34
ACTG2	chr2A	17	2	47	0
ACTL6A	chr3	219	159	2272	0
ACTL6B	chr7	13	13	36	0
ACTL7A	chr9	0	0	0	0
ACTL7B	chr9	0	0	0	0
ACTL8	chr1	0	0	0	0
ACTL9	chr19	0	0	0	0
ACTN1	chr14	1493	1800	4831	1
ACTN2	chr1	9	16	46	0
ACTN3	chr11	5	17	11	0
ACTN4	chr19	6317	5337	11951	1
ACTR10	chr14	598	560	2119	0
ACTR1A	chr10	1510	1512	5471	1
ACTR1B	chr2A	1456	2750	3176	4
ACTR2	chr2A	2270	2154	8913	0
ACTR3	chr2B	1376	1353	4545	1
ACTR3B	chr7	90	72	311	0
ACTR3C	chr7	0	0	2	0
ACTR6	chr12	244	258	776	0
ACTR8	chr3	1191	839	782	0
ACTRT1	chrX	0	1	0	0
ACTRT2	chr1	0	2	0	0
ACTRT3	chr3	13	42	58	0
ACVR1	chr2B	401	515	1184	0
ACVR1B	chr12	923	936	2092	0
ACVR1C	chr2B	10	14	46	0
ACVR2A	chr2B	254	287	2609	1
ACVR2B	chr3	1469	1611	3365	1
ACVRL1	chr12	78	244	242	0
ACY1	chr3	204	319	555	0
ACY3	chr11	0	0	0	0
ACYP1	chr14	62	39	217	0
ACYP2	chr2A	190	206	128	1
ADA2	chr22	246	219	319	0
ADAD1	chr4	0	0	0	0
ADAD2	chr16	159	72	85	0
ADAL	chr15	176	186	352	0
ADAM10	chr15	1708	1900	13601	1
ADAM11	chr17	374	324	543	1
ADAM12	chr10	673	708	1371	1
ADAM15	chr1	1609	959	3723	0
ADAM17	chr2A	1224	1605	2150	0
ADAM18	chr8	6	1	4	0
ADAM19	chr5	446	322	599	0
ADAM2	chr8	1	0	0	0
ADAM20	chr14	3	1	2	0
ADAM21	chr14	4	4	6	0
ADAM22	chr7	121	197	475	0
ADAM23	chr2B	127	43	493	0
ADAM28	chr8	171	471	330	0
ADAM29	chr4	1	0	1	0
ADAM30	chr1	0	0	0	0
ADAM32	chr8	3	14	21	0
ADAM7	chr8	0	0	0	0
ADAM8	chr10	310	278	314	0
ADAM9	chr8	1258	846	5612	0
ADAMDEC1	chr8	0	0	0	0
ADAMTS1	chr21	1057	824	2830	3
ADAMTS10	chr19	654	466	1388	3
ADAMTS12	chr5	482	194	614	0
ADAMTS13	chr9	832	1724	891	2
ADAMTS14	chr10	18	20	29	0
ADAMTS15	chr11	678	1147	1057	1
ADAMTS16	chr5	7	39	74	0
ADAMTS17	chr15	325	394	257	0
ADAMTS18	chr16	2055	2039	2452	0
ADAMTS19	chr5	285	286	714	0
ADAMTS2	chr5	171	156	77	0
ADAMTS20	chr12	86	130	233	0
ADAMTS3	chr4	42	57	123	0
ADAMTS4	chr1	18	20	54	0
ADAMTS5	chr21	34	60	66	0
ADAMTS6	chr5_NW_019932884v1_random	0	0	3178	0
ADAMTS7	chr15	1190	1466	2711	2
ADAMTS8	chr11	16	16	23	0
ADAMTS9	chr3	1545	1496	3181	0
ADAMTSL1	chr9	117	123	321	0
ADAMTSL2	chr9	65	56	161	0
ADAMTSL3	chr15	18	14	40	0
ADAMTSL4	chr1	1583	1170	2389	2
ADAMTSL5	chr19	129	116	190	0
ADAP1	chr7	164	156	249	1
ADAP2	chr17	20	42	33	0
ADAR	chr1	2787	2868	11569	0
ADARB1	chr21	554	592	1729	1
