gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	114	116	165	0
A1CF	chr10	1193	1542	2265	1
A2M	chr12	225	985	1147	1
A2ML1	chr12	2	25	13	0
A3GALT2	chr1	1	0	2	0
A4GALT	chr22	73	39	101	0
A4GNT	chr3	0	3	1	0
AAAS	chr12	707	869	2664	1
AACS	chr12	750	1017	2225	0
AADAC	chr3	14	24	26	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	3	1	6	0
AADACL4	chr1	3	0	0	0
AADAT	chr4	385	462	738	0
AAGAB	chr15	1470	1169	2697	0
AAK1	chr2A	1371	1651	2720	0
AAMDC	chr11	217	197	983	1
AAMP	chr2B	1775	1738	7784	0
AANAT	chr17	1	0	1	0
AARD	chr8	281	5	324	0
AARS2	chr6	561	374	2071	0
AARSD1	chr17	446	534	1192	1
AASDH	chr4	265	224	1309	0
AASDHPPT	chr11	1259	1369	3870	2
AASS	chr7	883	423	846	0
AATF	chr17	684	716	1649	2
AATK	chr17	803	712	261	1
ABAT	chr16	770	474	560	2
ABCA1	chr9	2969	3308	8434	2
ABCA10	chr17	5	13	30	0
ABCA12	chr2B	36	11	78	0
ABCA13	chr7	61	10	41	0
ABCA2	chr9	2611	5611	6402	2
ABCA3	chr16	936	381	654	0
ABCA4	chr1	104	117	184	0
ABCA5	chr17	279	218	684	0
ABCA6	chr17	25	8	15	0
ABCA7	chr19	4380	3431	3233	2
ABCA8	chr17	73	178	224	0
ABCA9	chr17	14	5	11	0
ABCB1	chr7	2	4	14	0
ABCB10	chr1	547	492	2180	1
ABCB11	chr2B	1	5	1	0
ABCB4	chr7	36	87	181	0
ABCB5	chr7	5	0	3	0
ABCB6	chr2B	418	720	1106	0
ABCB7	chrX	164	199	2033	0
ABCB8	chr7	683	675	692	0
ABCB9	chr12	939	980	776	3
ABCC1	chr16	1772	1882	2988	1
ABCC10	chr6	1750	2105	3314	1
ABCC11	chr16	1	2	201	0
ABCC12	chr16	2	2	0	0
ABCC2	chr10	31	97	184	0
ABCC3	chr17	701	1426	1274	2
ABCC4	chr13	560	381	809	0
ABCC5	chr3	1429	1963	5819	1
ABCC6	chr16	461	133	497	0
ABCC8	chr11	23	67	89	0
ABCC9	chr12	212	69	513	0
ABCD1	chrX	433	461	542	0
ABCD2	chr12	2	8	20	0
ABCD3	chr1	1507	1765	4399	1
ABCD4	chr14	2321	1361	3003	1
ABCE1	chr4	464	558	4205	0
ABCF1	chr6	1356	1599	5299	1
ABCF2	chr7	631	746	3236	0
ABCF3	chr3	700	817	2688	1
ABCG1	chr21	134	257	353	0
ABCG2	chr4	361	453	675	0
ABCG4	chr11	20	13	53	0
ABCG5	chr2A	3	29	4	0
ABCG8	chr2A	0	6	4	0
ABHD1	chr2A	2	7	5	0
ABHD10	chr3	332	276	1175	1
ABHD11	chr7	520	530	2561	0
ABHD12B	chr14	11	8	12	0
ABHD13	chr13	482	690	3891	0
ABHD14A	chr3	409	399	56	0
ABHD14A-ACY1	chr3	522	702	1017	0
ABHD14B	chr3	296	67	289	0
ABHD15	chr17	1624	1355	1361	4
ABHD16A	chr6	1210	941	4202	0
ABHD17A	chr19	296	265	1892	0
ABHD17B	chr9	364	372	1755	1
ABHD17C	chr15	468	345	663	1
ABHD18	chr4	258	358	947	7
ABHD2	chr15	640	550	979	0
ABHD3	chr18	519	482	1290	2
ABHD4	chr14	1327	2259	2643	1
ABHD5	chr3	269	282	1196	0
ABHD6	chr3	163	134	422	0
ABHD8	chr19	492	497	771	0
ABI1	chr10	762	689	2659	0
ABI2	chr2B	2043	2082	7457	4
ABI3	chr17	3	0	0	0
ABI3BP	chr3	9	58	83	0
ABL1	chr9	4328	4410	11618	4
ABL2	chr1	1131	1308	1717	0
ABLIM1	chr10	2609	3757	3610	11
ABLIM2	chr4	122	27	60	1
ABLIM3	chr5	31	48	141	0
ABO	chr9	689	2190	2520	5
ABR	chr17	2207	2460	6798	4
ABRA	chr8	1	5	3	0
ABRACL	chr6	1561	1277	674	2
ABRAXAS1	chr4	314	297	1680	0
ABRAXAS2	chr10	155	166	898	0
ABT1	chr6	800	476	983	0
ABTB1	chr3	299	431	735	0
ABTB2	chr11	176	256	234	0
ACAA1	chr3	3763	2333	7480	4
ACAA2	chr18	1532	936	6390	0
ACACA	chr17	2490	2858	6010	0
ACACB	chr12	573	614	1009	0
ACAD10	chr12	1071	535	1112	1
ACAD11	chr3	340	578	991	0
ACAD8	chr11	885	402	1075	0
ACAD9	chr3	568	508	1821	0
ACADL	chr2B	1	2	10	0
ACADM	chr1	307	211	2226	0
ACADS	chr12	916	1093	1152	1
ACADSB	chr10	531	753	605	0
ACADVL	chr17	8859	8542	21253	4
ACAN	chr15	67	213	226	0
ACAP1	chr17	33	48	92	0
ACAP2	chr3	683	831	2147	0
ACAP3	chrUn_NW_019935705v1	0	0	6466	0
ACAT1	chr11	209	164	1321	0
ACAT2	chr6	701	613	1749	1
ACBD3	chr1	881	934	2879	0
ACBD4	chr17	293	366	810	0
ACBD5	chr10	668	938	1904	1
ACBD6	chr1	729	936	1260	0
ACBD7	chr10	167	35	93	0
ACCS	chr11	820	244	556	1
ACCSL	chr11	1	0	0	0
ACD	chr16	462	382	701	0
ACE	chr17	295	414	473	0
ACE2	chrX	39	46	111	0
ACER1	chr19	1	5	1	0
ACER2	chr9	146	118	201	0
ACER3	chr11	463	465	2217	0
ACHE	chr7	354	386	2066	0
ACIN1	chr14	3263	3272	19775	1
ACKR1	chr1	22	11	20	0
ACKR2	chr3	62	50	26	0
ACKR3	chr2B	400	312	381	1
ACKR4	chr3	1	3	14	0
ACLY	chr17	5231	5123	11164	3
ACMSD	chr2B	6	3	5	0
ACO1	chr9	889	1363	2956	0
ACO2	chr22	2263	2199	6592	6
ACOD1	chr13	1	33	3	0
ACOT1	chr14	329	523	696	0
ACOT11	chr1	93	38	113	0
ACOT12	chr5	13	4	10	0
ACOT13	chr6	796	685	3162	1
ACOT2	chr14	332	519	698	1
ACOT4	chr14	25	18	63	1
ACOT6	chr14	0	107	7	0
ACOT7	chr1	546	410	2065	1
ACOT9	chrX	888	1249	1013	0
ACOX1	chr17	1009	688	2278	5
ACOX2	chr3	86	386	721	0
ACOX3	chr4	663	324	254	3
ACOXL	chr2A	7	10	15	0
ACP1	chr2A	619	522	2858	0
ACP2	chr11	1992	2071	2943	1
ACP4	chr19	3	3	7	0
ACP5	chr19	62	30	28	0
ACP6	chr1	561	379	1479	0
ACP7	chr19	9	32	39	0
ACPP	chr3	97	72	169	0
ACR	chr22	7	1	2	0
ACRBP	chr12	32	194	117	0
ACRV1	chr11	11	9	3	0
ACSBG1	chr15	272	245	451	0
ACSBG2	chr19	6	23	7	0
ACSF2	chr17	1186	1408	1939	3
ACSF3	chr16	651	1348	478	1
ACSL1	chr4	1017	776	1828	1
ACSL3	chr2B	1074	956	4415	4
ACSL4	chrX	371	373	1588	1
ACSL5	chr10	121	87	163	0
ACSL6	chr5	3	18	17	0
ACSM1	chr16	11	4	3	0
ACSM2A	chr16	2	0	0	0
ACSM2B	chr16	0	0	0	0
ACSM3	chr16	573	1922	1632	1
ACSM4	chr12	0	0	0	0
ACSM5	chr16	0	0	0	0
ACSM6	chr10	0	2	0	0
ACSS3	chr12	1412	1861	1677	0
ACTA1	chr1	20	38	81	0
ACTA2	chr10	251	123	264	0
ACTB	chr7	17024	16712	83040	14
ACTBL2	chr5_NW_019932885v1_random	0	0	7	0
ACTC1	chr15	107	131	196	0
ACTG1	chr17	37823	36148	28736	90
ACTG2	chr2A	15	11	56	0
ACTL6A	chr3	184	147	2846	0
ACTL6B	chr7	8	6	16	0
ACTL7A	chr9	0	0	0	0
ACTL7B	chr9	3	0	0	0
ACTL8	chr1	0	0	0	0
ACTL9	chr19	0	0	0	0
ACTN1	chr14	3101	2288	7818	1
ACTN2	chr1	5	7	15	0
ACTN3	chr11	28	473	187	0
ACTN4	chr19	11715	9126	22342	6
ACTR10	chr14	694	754	2563	0
ACTR1A	chr10	2681	2614	9791	1
ACTR1B	chr2A	2132	2491	3571	1
ACTR2	chr2A	3720	3579	14531	1
ACTR3	chr2B	2616	2656	9215	1
ACTR3B	chr7	192	153	657	0
ACTR3C	chr7	0	0	1	0
ACTR6	chr12	346	451	1112	1
ACTR8	chr3	1571	1119	986	0
ACTRT1	chrX	1	0	0	0
ACTRT2	chr1	3	5	2	0
ACTRT3	chr3	96	225	226	0
ACVR1	chr2B	528	564	1489	0
ACVR1B	chr12	1662	1576	3596	1
ACVR1C	chr2B	58	64	194	1
ACVR2A	chr2B	158	199	1568	0
ACVR2B	chr3	2758	3107	5948	2
ACVRL1	chr12	9	15	11	0
ACY1	chr3	327	522	1059	0
ACY3	chr11	133	210	154	0
ACYP1	chr14	45	53	211	1
ACYP2	chr2A	188	197	152	0
ADA2	chr22	727	528	927	1
ADAD1	chr4	0	0	1	0
ADAD2	chr16	10	2	1	0
ADAL	chr15	198	192	405	0
ADAM10	chr15	1871	1877	14698	0
ADAM11	chr17	95	164	185	0
ADAM12	chr10	64	39	105	0
ADAM15	chr1	666	248	1370	0
ADAM17	chr2A	1592	2117	3120	1
ADAM18	chr8	0	1	1	0
ADAM19	chr5	1326	1202	1914	0
ADAM2	chr8	0	0	0	0
ADAM20	chr14	1	0	1	0
ADAM21	chr14	1	11	9	0
ADAM22	chr7	164	265	742	0
ADAM23	chr2B	180	26	579	0
ADAM28	chr8	131	51	111	1
ADAM29	chr4	0	2	3	0
ADAM30	chr1	0	0	0	0
ADAM32	chr8	25	34	101	0
ADAM7	chr8	0	0	0	0
ADAM8	chr10	425	999	780	6
ADAM9	chr8	2634	1616	11013	0
ADAMDEC1	chr8	0	0	0	0
ADAMTS1	chr21	2134	3022	8894	10
ADAMTS10	chr19	537	397	1058	0
ADAMTS12	chr5	1453	1656	2636	0
ADAMTS13	chr9	747	1395	803	2
ADAMTS14	chr10	5	16	31	0
ADAMTS15	chr11	386	345	513	0
ADAMTS16	chr5	950	605	3143	0
ADAMTS17	chr15	555	440	381	0
ADAMTS18	chr16	1089	653	1004	0
ADAMTS19	chr5	583	327	1241	1
ADAMTS2	chr5	82	34	42	0
ADAMTS20	chr12	10	6	21	0
ADAMTS3	chr4	67	64	147	0
ADAMTS4	chr1	7	10	20	0
ADAMTS5	chr21	45	62	81	0
ADAMTS6	chr5_NW_019932884v1_random	0	0	967	0
ADAMTS7	chr15	4294	5807	10813	4
ADAMTS8	chr11	14	6	10	0
ADAMTS9	chr3	2072	1961	4268	2
ADAMTSL1	chr9	22	29	64	0
ADAMTSL2	chr9	8	8	14	0
ADAMTSL3	chr15	396	239	522	0
ADAMTSL4	chr1	3502	3650	6005	4
ADAMTSL5	chr19	678	431	858	2
ADAP1	chr7	525	642	879	0
ADAP2	chr17	38	59	48	0
ADAR	chr1	4271	4218	18579	3
ADARB1	chr21	834	789	2211	1
ADARB2	chr10	200	15	142	0
ADAT1	chr16	880	781	673	6
ADAT2	chr6	246	264	402	0
ADAT3	chr19	56	64	154	1
ADCK1	chr14	284	511	314	0
ADCK2	chr7	568	526	1851	1
ADCK5	chr8	397	371	549	0
ADCY1	chr7	762	573	866	0
ADCY10	chr1	10	2	14	0
ADCY2	chr5	1098	1031	3547	1
ADCY3	chr2A	482	316	1388	0
ADCY4	chr14	22	24	84	0
ADCY5	chr3	901	1084	2311	1
ADCY6	chr12	3229	3524	10222	3
ADCY7	chr16	493	927	1161	2
ADCY8	chr8	181	148	376	1
ADCY9	chr16	374	406	848	0
ADCYAP1	chr18	13	2	5	0
ADCYAP1R1	chr7	18	25	25	0
ADD1	chr4	4876	3900	11051	4
ADD2	chr2A	13	51	84	0
ADD3	chr10	2910	2243	7153	0
ADGB	chr6	2	8	4	0
ADGRA1	chr10	23	26	34	0
ADGRA2	chr8	416	425	507	0
ADGRA3	chr4	3224	2510	6491	5
ADGRB1	chr8	19	31	68	0
ADGRB2	chr1	579	489	2095	1
ADGRB3	chr6	7	5	18	0
ADGRD1	chr12	2059	605	914	4
ADGRE1	chr19	0	0	0	0
ADGRE2	chr19	30	10	40	1
ADGRE3	chr19	0	0	0	0
ADGRE5	chr19	311	405	613	1
ADGRF1	chr6	263	2413	1814	0
ADGRF2	chr6	47	0	20	0
ADGRF3	chr2A	24	47	82	0
ADGRF4	chr6	122	140	207	0
ADGRF5	chr6	13	15	24	0
ADGRG1	chr16	2681	1664	1596	2
ADGRG2	chrX	5804	3297	14586	4
ADGRG3	chr16	1	1	0	0
ADGRG4	chrX	4	1	5	0
ADGRG5	chr16	239	12	51	0
ADGRG6	chr6	3535	2759	7951	2
ADGRG7	chr3	22	73	232	0
ADGRL1	chr19	1592	1234	4653	0
ADGRL2	chr1	2598	2966	9741	0
ADGRL3	chr4	1298	1547	4566	1
ADGRL4	chr1	7	2	13	0
ADGRV1	chr5	973	1085	2243	3
ADH1A	chr4	46	112	182	0
ADH1B	chr4	95	196	208	2
ADH1C	chr4	7	8	22	0
ADH4	chr4	0	1	1	0
ADH5	chr4	3537	2202	8849	0
ADH6	chr4	24	2	30	0
ADH7	chr4	0	0	0	0
ADHFE1	chr8	264	120	134	0
ADI1	chr2A	1063	568	754	1
ADIPOQ	chr3	0	0	0	0
ADIPOR1	chr1	1684	1636	2929	0
ADIPOR2	chr12	1825	1543	3375	2
ADIRF	chr10	7	4	24	0
ADK	chr10	319	445	1562	0
ADM	chr11	432	285	2538	0
ADM2	chr22	220	227	173	0
ADM5	chr19	68	129	63	1
ADNP2	chr18	760	764	2738	2
ADO	chr10	717	636	1922	0
ADORA1	chr1	4	3	10	0
ADORA2A	chr22	636	1450	1995	1
ADORA2B	chr17	101	44	86	0
ADORA3	chr1	0	0	0	0
ADPGK	chr15	789	835	3490	0
ADPRH	chr3	130	265	224	0
ADPRHL1	chr13	71	51	31	0
ADPRHL2	chr1	1023	1109	796	0
ADPRM	chr17	119	77	218	0
ADRA1A	chr8	8	6	10	0
ADRA1B	chr5	41	66	264	0
ADRA2A	chr10	456	29	290	0
ADRA2B	chr2A	58	68	56	0
ADRA2C	chr4	67	25	132	0
ADRB1	chr10	14	173	122	0
ADRB2	chr5	6	20	51	0
ADRB3	chr8	1	2	6	0
ADSL	chr22	1052	1176	1931	0
ADTRP	chr6	14	10	5	0
AEBP1	chr7	2113	2014	7685	0
AEBP2	chr12	328	472	2650	1
AEN	chr15	700	819	1780	0
AFAP1	chr4	2314	1646	1627	4
AFAP1L1	chr5	60	78	216	0
AFAP1L2	chr10	265	332	269	0
AFDN	chr6	6517	7215	19379	3
AFF1	chr4	3168	2917	3837	0
AFF2	chrX	802	598	1912	0
AFF3	chr2A	195	568	456	0
AFF4	chr5	4345	4422	14542	2
AFG1L	chr6	157	239	660	0
AFG3L2	chr18	1356	1290	3629	1
AFM	chr4	0	4	1	0
AFMID	chr17	401	369	370	0
AFP	chr4	43885	17581	62994	24
AFTPH	chr2A	703	719	1781	0
AGA	chr4	429	475	840	0
AGAP1	chr2B	2013	1982	1327	4
AGAP11	chr10	34	15	73	1
AGAP2	chr12	5	1	28	0
AGAP3	chr7	693	636	4840	0
AGAP4	chr10	12	28	289	0
AGAP6	chr10	12	27	250	0
AGBL1	chr15	0	0	0	0
AGBL2	chr11	51	24	137	0
AGBL3	chr7	61	46	424	0
AGBL4	chr1	9	16	36	0
AGBL5	chr2A	998	847	3735	0
AGER	chr6	391	485	1024	0
AGFG1	chr2B	1155	1445	6446	2
AGFG2	chr7	296	352	365	0
AGGF1	chr5	1323	1256	1685	0
AGK	chr7	609	765	1196	1
AGL	chr1	992	1471	3788	0
AGMAT	chr1	145	177	176	1
AGMO	chr7	11	18	7	0
AGO1	chr1	1622	1377	5376	0
AGO2	chr8	1982	1915	4690	2
AGO3	chr1	850	751	2327	3
AGO4	chr1	115	91	2750	0
AGPAT1	chr6	1818	1544	7865	5
AGPAT2	chr9	2507	3593	1741	6
AGPAT3	chr21	3283	2634	2120	9
AGPAT4	chr6	1661	1426	1638	2
AGPAT5	chr8	1163	1076	519	2
AGPS	chr2B	1648	1661	3934	0
AGR2	chr7	504	159	3954	1
AGR3	chr7	187	83	133	0
AGRN	chr1	49373	49037	35732	73
AGRP	chr16	0	1	2	0
AGT	chr1	1547	6438	546	0
AGTPBP1	chr9	222	175	2237	0
AGTR1	chr3	164	45	169	0
AGTR2	chrX	0	2	0	0
AGTRAP	chr1	314	294	929	1
AGXT	chr2B	10	3	5	0
AGXT2	chr5	4	6	10	0
AHCTF1	chr1	788	1101	4181	2
AHCYL1	chr1	2369	2281	9538	5
AHCYL2	chr7	962	825	1818	0
AHDC1	chr1	2624	2763	5958	3
AHI1	chr6	486	439	801	0
AHNAK	chr11	27230	27127	56349	22
AHNAK2	chr14	266	397	313	2
AHR	chr7	3608	1463	2384	1
AHRR	chr5	69	90	34	0
AHSA1	chr14	673	582	4900	1
AHSG	chr3	185	192	191	0
AHSP	chr16_NW_019932886v1_random	0	0	1	0
AICDA	chr12	0	0	0	0
AIDA	chr1	1143	1087	4566	0
AIF1	chr6	1	2	3	0
AIF1L	chr9	1701	1362	1100	3
AIFM1	chrX	829	1048	2596	0
AIFM2	chr10	321	470	244	2
AIFM3	chr22	54	243	307	0
AIG1	chr6	1111	645	1564	0
AIM2	chr1	50	88	21	0
AIMP1	chr4	1003	1022	1407	1
AIMP2	chr7	429	618	644	1
AIP	chr11	777	708	987	0
AIPL1	chr17	3	2	1	0
AIRE	chr21	1	1	1	0
AJAP1	chr1	194	62	87	2
AJM1	chr9	1083	1726	2211	2
AJUBA	chr14	2605	2483	11281	3
AK1	chr9	202	206	1105	1
AK2	chr1	1485	1247	5579	0
AK3	chr9	2510	2334	3381	2
AK4	chr1	1949	1755	7289	6
AK5	chr1	17	57	272	0
AK6	chr5_NW_019932884v1_random	0	0	1541	0
AK7	chr14	71	14	39	0
AK8	chr9	37	27	23	0
AK9	chr6	358	185	357	1
AKAIN1	chr18	4	8	9	0
AKAP1	chr17	2104	2029	1938	1
AKAP10	chr17	680	596	1224	1
AKAP11	chr13	1884	1237	2868	0
AKAP12	chr6	7750	9981	11902	13
AKAP13	chr15	2089	1905	6003	1
AKAP14	chrX	2	3	1	0
AKAP17A	chrX	2207	2480	2460	3
AKAP3	chr12	24	162	83	0
AKAP4	chrX	1	0	0	0
AKAP5	chr14	86	91	323	0
AKAP6	chr14	69	49	165	0
AKAP7	chr6	954	249	2127	0
AKAP8	chr19	682	777	2235	2
AKAP8L	chr19	3431	3199	9076	6
AKAP9	chr7	2912	2994	8719	3
AKIP1	chr11	199	194	304	0
AKIRIN1	chr1	1823	1816	5500	1
AKIRIN2	chr6	513	507	2807	0
AKNA	chr9	821	575	678	1
AKNAD1	chr1	3	5	2	0
AKR1A1	chr1	1406	1295	6357	3
AKR1B1	chr7	995	1183	2834	0
AKR1B10	chr7	28	141	226	0
AKR1B15	chr7	9	112	49	0
AKR1C1	chr10	51	46	82	0
AKR1C2	chr10	173	68	71	1
AKR1C3	chr10	20	8	20	0
AKR1C4	chr10	1	0	0	0
AKR1D1	chr7	910	788	909	1
AKR1E2	chr10	29	99	16	0
AKR7A2	chr1	1137	993	605	1
AKR7A3	chr1	26	483	136	0
AKR7L	chr1	16	28	52	0
AKT1	chr14	5667	4677	4904	2
AKT1S1	chr19	1718	1796	937	0
AKT2	chr19	4026	3624	3415	2
AKT3	chr1	1028	722	2314	1
AKTIP	chr16	362	386	1928	1
ALAD	chr9	2983	2409	1832	1
ALAS1	chr3	876	1061	2527	0
ALAS2	chrX	0	5	5	0
ALB	chr4	401	43	513	1
ALCAM	chr3	1620	2295	4161	0
ALDH16A1	chr19	635	583	604	0
ALDH18A1	chr10	2432	2266	10677	1
ALDH1A1	chr9	4019	2244	10411	5
ALDH1A2	chr15	25	14	28	0
ALDH1A3	chr15	55	58	67	0
ALDH1B1	chr9	608	893	1452	2
ALDH1L1	chr3	13	12	13	0
ALDH1L2	chr12	86	54	123	0
ALDH2	chr12	1831	1983	5071	3
ALDH3A1	chr17	11	54	67	0
ALDH3A2	chr17	3818	4812	6242	3
ALDH3B1	chr11	116	11	28	1
ALDH3B2	chr11	118	117	93	0
ALDH4A1	chr1	379	212	508	0
ALDH5A1	chr6	740	623	639	1
ALDH6A1	chr14	864	920	2098	2
ALDH7A1	chr5	2267	2426	5523	4
ALDH8A1	chr6	33	11	29	0
ALDH9A1	chr1	826	993	2299	0
ALDOA	chr16	5694	5144	9450	8
ALDOB	chr9	9	20	53	0
ALDOC	chr17	151	223	476	0
ALG1	chr16	512	451	845	0
ALG10	chr12	99	170	209	0
ALG10B	chr12	182	215	573	0
ALG11	chr13	1143	1162	3437	0
ALG12	chr22	758	867	1404	0
ALG13	chrX	546	450	1476	0
ALG14	chr1	146	129	136	0
ALG1L	chr3	19	16	28	0
ALG1L2	chr3	0	0	1	0
ALG2	chr9	732	643	1450	0
ALG3	chr3	778	814	652	0
ALG5	chr13	279	266	1527	0
ALG6	chr1	225	256	736	0
ALG8	chr11	685	611	2110	1
ALG9	chr11	543	641	1939	1
ALK	chr2A	5	19	26	0
ALKAL1	chr8	19	15	29	0
ALKAL2	chr2A	42	8	39	0
ALKBH1	chr14	258	285	559	0
ALKBH2	chr12	305	324	342	2
ALKBH3	chr11	118	143	681	0
ALKBH4	chr7	542	570	267	1
ALKBH6	chr19	452	445	493	1
ALKBH7	chr19	409	427	1015	0
ALKBH8	chr11	205	272	414	0
ALLC	chr2A	0	0	0	0
ALMS1	chr2A	937	707	1079	1
ALOX12	chr17	9	5	21	0
ALOX12B	chr17	10	3	19	0
ALOX15	chr17	53	35	65	0
ALOX15B	chr17	20	10	16	0
ALOX5	chr10	125	6	151	0
ALOX5AP	chr13	2	0	1	0
ALOXE3	chr17	8	11	22	0
ALPG	chr2B	1	3	14	0
ALPI	chr2B	27	19	29	0
ALPK1	chr4	60	15	76	0
ALPK2	chr18	392	148	412	0
ALPK3	chr15	9225	7368	11341	8
ALPL	chr1	90	30	29	0
ALPP	chr2B	4	4	3	0
ALS2	chr2B	1513	1437	6785	0
ALS2CL	chr3	1098	632	1366	2
ALX1	chr12	7	1	46	0
ALX3	chr1	133	180	165	0
ALX4	chr11	22	117	99	0
ALYREF	chr17	1257	1436	254	3
AMACR	chr5	1009	859	637	1
AMBN	chr4	0	3	15	0
AMBP	chr9	5867	7894	7831	8
AMBRA1	chr11	985	941	2614	0
AMD1	chr6	971	1586	9605	5
