gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	215	74	310	0
A1CF	chr10	1	1	1	0
A2M	chr12	1923	1496	3701	1
A2ML1	chr12	8	8	15	0
A3GALT2	chr1	0	1	3	0
A4GALT	chr22	80	40	92	0
A4GNT	chr3	12	0	0	0
AAAS	chr12	721	989	2686	0
AACS	chr12	412	321	1045	0
AADAC	chr3	0	0	1	0
AADACL2	chr3	2	5	9	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	137	262	293	0
AAGAB	chr15	238	208	433	0
AAK1	chr2A	410	445	773	1
AAMDC	chr11	78	64	315	0
AAMP	chr2B	668	663	2662	0
AANAT	chr17	4	20	11	0
AARD	chr8	13	1	12	0
AARS2	chr6	240	162	1094	0
AARSD1	chr17	349	343	802	0
AASDH	chr4	80	66	429	0
AASDHPPT	chr11	305	383	1131	1
AASS	chr7	299	131	316	0
AATF	chr17	182	173	482	0
AATK	chr17	311	320	154	0
ABAT	chr16	315	382	332	0
ABCA1	chr9	517	969	2174	0
ABCA10	chr17	3	4	16	0
ABCA12	chr2B	60	19	97	0
ABCA13	chr7	2	12	10	0
ABCA2	chr9	2900	2457	4306	0
ABCA3	chr16	240	146	202	0
ABCA4	chr1	83	72	134	1
ABCA5	chr17	174	180	535	0
ABCA6	chr17	4	1	0	0
ABCA7	chr19	1342	1000	995	1
ABCA8	chr17	32	72	90	0
ABCA9	chr17	4	3	1	0
ABCB1	chr7	2	3	6	0
ABCB10	chr1	116	70	445	0
ABCB11	chr2B	1	0	2	0
ABCB4	chr7	3	1	13	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2B	637	906	1474	0
ABCB7	chrX	56	67	884	0
ABCB8	chr7	697	643	701	1
ABCB9	chr12	933	801	708	0
ABCC1	chr16	418	401	641	1
ABCC10	chr6	499	505	886	1
ABCC11	chr16	4	2	86	0
ABCC12	chr16	2	0	0	0
ABCC2	chr10	24	94	147	0
ABCC3	chr17	137	207	196	0
ABCC4	chr13	318	254	464	2
ABCC5	chr3	444	450	1376	1
ABCC6	chr16	54	18	90	0
ABCC8	chr11	3	18	24	0
ABCC9	chr12	38	74	260	0
ABCD1	chrX	209	255	297	0
ABCD2	chr12	1	3	7	0
ABCD3	chr1	283	335	912	0
ABCD4	chr14	864	657	1165	0
ABCE1	chr4	181	218	1944	1
ABCF1	chr6	477	641	2089	0
ABCF2	chr7	163	200	874	0
ABCF3	chr3	462	552	1683	1
ABCG1	chr21	44	85	104	0
ABCG2	chr4	3	4	5	0
ABCG4	chr11	11	14	53	0
ABCG5	chr2A	0	4	1	0
ABCG8	chr2A	4	0	1	0
