gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	187	80	182	1
A1CF	chr10	5	3	3	0
A2M	chr12	131	126	301	0
A2ML1	chr12	79	19	60	0
A3GALT2	chr1	0	0	0	0
A4GALT	chr22	606	237	610	1
A4GNT	chr3	4	0	1	0
AAAS	chr12	734	966	2795	0
AACS	chr12	601	577	1497	1
AADAC	chr3	3	1	1	0
AADACL2	chr3	33	22	112	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	217	359	465	0
AAGAB	chr15	543	460	1015	0
AAK1	chr2A	697	758	1349	1
AAMDC	chr11	81	101	433	0
AAMP	chr2B	1242	1035	4633	3
AANAT	chr17	2	5	2	0
AARD	chr8	23	4	39	0
AARS2	chr6	420	268	1748	1
AARSD1	chr17	318	359	706	0
AASDH	chr4	129	149	778	0
AASDHPPT	chr11	789	831	2372	1
AASS	chr7	758	338	770	1
AATF	chr17	562	476	1254	1
AATK	chr17	697	864	340	0
ABAT	chr16	450	260	343	0
ABCA1	chr9	1030	1441	3374	3
ABCA10	chr17	20	20	42	0
ABCA12	chr2B	815	187	1301	0
ABCA13	chr7	4	3	6	0
ABCA2	chr9	2949	2839	4852	1
ABCA3	chr16	314	208	227	1
ABCA4	chr1	206	101	288	0
ABCA5	chr17	274	240	879	0
ABCA6	chr17	3	0	2	0
ABCA7	chr19	1325	1011	973	2
ABCA8	chr17	67	291	340	0
ABCA9	chr17	5	2	11	0
ABCB1	chr7	16	12	33	0
ABCB10	chr1	220	174	806	0
ABCB11	chr2B	1	4	2	0
ABCB4	chr7	2	1	7	0
ABCB5	chr7	3	10	4	0
ABCB6	chr2B	232	497	722	0
ABCB7	chrX	117	153	1272	1
ABCB8	chr7	855	729	734	1
ABCB9	chr12	959	1002	848	1
ABCC1	chr16	1338	1240	1933	1
ABCC10	chr6	732	836	1334	0
ABCC11	chr16	5	2	116	0
ABCC12	chr16	1	0	0	0
ABCC2	chr10	16	36	75	0
ABCC3	chr17	5	19	9	0
ABCC4	chr13	143	186	286	0
ABCC5	chr3	1107	1057	3594	0
ABCC6	chr16	33	8	23	0
ABCC8	chr11	3	6	7	0
ABCC9	chr12	23	47	118	0
ABCD1	chrX	338	357	539	0
ABCD2	chr12	11	4	26	0
ABCD3	chr1	976	890	2519	1
ABCD4	chr14	1151	820	1544	2
ABCE1	chr4	295	420	2996	0
ABCF1	chr6	826	1121	3624	2
ABCF2	chr7	413	481	1983	0
ABCF3	chr3	611	720	2566	0
ABCG1	chr21	476	624	919	0
ABCG2	chr4	24	23	43	0
