gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	500	662	563	1
A1CF	chr10	75	77	169	0
A2M	chr12	2659	2490	4997	1
A2ML1	chr12	3	7	11	0
A3GALT2	chr1	1	8	4	0
A4GALT	chr22	69	53	82	0
A4GNT	chr3	12	0	2	0
AAAS	chr12	947	1184	3685	0
AACS	chr12	617	680	1613	0
AADAC	chr3	13	18	37	0
AADACL2	chr3	1	2	1	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	1	2	0
AADAT	chr4	338	471	633	1
AAGAB	chr15	427	466	905	1
AAK1	chr2A	748	878	1332	1
AAMDC	chr11	197	139	803	1
AAMP	chr2B	1984	1608	5679	4
AANAT	chr17	5	10	1	0
AARD	chr8	7	7	11	0
AARS2	chr6	425	303	1556	0
AARSD1	chr17	560	572	1261	0
AASDH	chr4	82	78	440	0
AASDHPPT	chr11	594	818	2059	1
AASS	chr7	1161	495	1028	1
AATF	chr17	566	500	1323	0
AATK	chr17	629	624	250	1
ABAT	chr16	1082	562	799	1
ABCA1	chr9	1780	2057	5291	0
ABCA10	chr17	42	97	161	0
ABCA12	chr2B	4	8	7	0
ABCA13	chr7	17	5	5	0
ABCA2	chr9	5742	7213	10268	5
ABCA3	chr16	441	234	347	0
ABCA4	chr1	11	12	17	0
ABCA5	chr17	304	154	721	0
ABCA6	chr17	13	16	29	0
ABCA7	chr19	892	1097	821	0
ABCA8	chr17	2294	3015	4595	2
ABCA9	chr17	240	250	409	0
ABCB1	chr7	45	68	118	0
ABCB10	chr1	144	91	530	0
ABCB11	chr2B	23	81	46	0
ABCB4	chr7	12	20	45	0
ABCB5	chr7	3	3	1	0
ABCB6	chr2B	603	1043	1500	0
ABCB7	chrX	125	125	1558	0
ABCB8	chr7	1049	1107	970	1
ABCB9	chr12	1222	1088	871	2
ABCC1	chr16	1462	1581	2258	2
ABCC10	chr6	700	826	1329	0
ABCC11	chr16	0	2	97	0
ABCC12	chr16	1	2	1	0
ABCC2	chr10	137	204	502	0
ABCC3	chr17	137	131	158	0
ABCC4	chr13	112	98	198	0
ABCC5	chr3	1360	1533	4638	1
ABCC6	chr16	142	83	214	0
ABCC8	chr11	2	3	3	0
ABCC9	chr12	143	79	407	0
ABCD1	chrX	490	514	712	2
ABCD2	chr12	8	13	17	0
ABCD3	chr1	569	724	1744	0
ABCD4	chr14	1649	1001	2282	5
ABCE1	chr4	346	397	2763	0
ABCF1	chr6	1065	1264	4444	0
ABCF2	chr7	509	573	2252	0
ABCF3	chr3	708	846	2354	1
ABCG1	chr21	312	597	768	0
ABCG2	chr4	115	175	226	0
ABCG4	chr11	108	66	282	0
ABCG5	chr2A	12	21	13	0
ABCG8	chr2A	22	11	26	0
ABHD1	chr2A	5	17	27	0
ABHD10	chr3	167	146	733	0
ABHD11	chr7	125	146	542	0
ABHD12B	chr14	7	6	11	0
ABHD13	chr13	162	164	1067	0
ABHD14A	chr3	533	722	75	2
ABHD14A-ACY1	chr3	760	1210	1545	2
ABHD14B	chr3	595	116	529	0
ABHD15	chr17	183	201	178	1
ABHD16A	chr6	541	467	1899	1
ABHD17A	chr19	698	624	2727	0
ABHD17B	chr9	170	148	774	0
ABHD17C	chr15	163	139	289	0
ABHD18	chr4	177	227	668	2
ABHD2	chr15	151	154	256	0
ABHD3	chr18	132	77	298	0
ABHD4	chr14	1044	1484	1743	1
ABHD5	chr3	138	154	682	0
ABHD6	chr3	113	57	260	0
ABHD8	chr19	393	431	607	0
ABI1	chr10	441	430	1560	0
ABI2	chr2B	2080	2228	7155	1
ABI3	chr17	69	101	154	0
ABI3BP	chr3	335	82	560	0
ABL1	chr9	3055	3420	8316	3
ABL2	chr1	852	697	1035	1
ABLIM1	chr10	1906	2919	2455	5
ABLIM2	chr4	62	14	28	0
ABLIM3	chr5	100	109	323	0
ABO	chr9	453	1115	1464	0
ABR	chr17	1529	1434	3952	2
ABRA	chr8	2	4	12	0
ABRACL	chr6	623	458	189	1
ABRAXAS1	chr4	237	225	1194	0
ABRAXAS2	chr10	71	89	509	0
ABT1	chr6	654	434	786	0
ABTB1	chr3	573	1689	1980	1
ABTB2	chr11	205	161	194	0
ACAA1	chr3	877	1306	2379	2
ACAA2	chr18	660	676	3265	0
ACACA	chr17	1371	1128	2539	1
ACACB	chr12	693	724	1078	0
ACAD10	chr12	956	527	915	1
ACAD11	chr3	625	422	1112	0
ACAD8	chr11	450	294	597	1
ACAD9	chr3	453	450	1468	1
ACADL	chr2B	5	5	10	0
ACADM	chr1	189	113	1228	0
ACADS	chr12	396	320	355	0
ACADSB	chr10	250	416	326	0
ACADVL	chr17	5871	5715	13928	3
ACAN	chr15	12	5	5	0
ACAP1	chr17	86	66	137	0
ACAP2	chr3	460	514	1727	0
ACAP3	chrUn_NW_019935705v1	0	0	5749	0
ACAT1	chr11	178	211	1257	0
ACAT2	chr6	673	813	1866	0
ACBD3	chr1	687	649	1957	2
ACBD4	chr17	152	153	325	1
ACBD5	chr10	272	275	608	1
ACBD6	chr1	812	714	1201	1
ACBD7	chr10	72	17	37	0
ACCS	chr11	1593	573	1148	1
ACCSL	chr11	0	0	0	0
ACD	chr16	490	522	686	1
ACE	chr17	78	85	115	0
ACE2	chrX	7	11	11	0
ACER1	chr19	1	2	1	0
ACER2	chr9	134	144	177	0
ACER3	chr11	136	129	683	0
ACHE	chr7	209	141	968	1
ACIN1	chr14	3041	3039	17028	2
ACKR1	chr1	5	5	13	0
ACKR2	chr3	23	22	15	0
ACKR3	chr2B	1634	1468	1604	1
ACKR4	chr3	4	6	26	0
ACLY	chr17	3234	3440	7411	0
ACMSD	chr2B	9	10	10	0
ACO1	chr9	656	944	1751	0
ACO2	chr22	1621	1669	4890	4
ACOD1	chr13	0	7	1	0
ACOT1	chr14	760	212	748	2
ACOT11	chr1	365	439	996	1
ACOT12	chr5	5	5	11	0
ACOT13	chr6	192	165	879	0
ACOT2	chr14	763	212	751	3
ACOT4	chr14	35	16	75	0
ACOT6	chr14	1	135	12	0
ACOT7	chr1	194	208	845	2
ACOT9	chrX	862	956	812	0
ACOX1	chr17	684	611	1718	2
ACOX2	chr3	409	247	892	0
ACOX3	chr4	620	379	222	1
ACOXL	chr2A	14	16	27	0
ACP1	chr2A	467	505	2699	1
ACP2	chr11	1167	1400	1582	1
ACP4	chr19	3	4	14	0
ACP5	chr19	954	77	262	0
ACP6	chr1	287	146	762	0
ACP7	chr19	2	2	4	0
ACPP	chr3	83	36	119	0
ACR	chr22	20	2	8	0
ACRBP	chr12	48	204	120	1
ACRV1	chr11	10	5	2	0
ACSBG1	chr15	165	149	308	0
ACSBG2	chr19	4	12	3	0
ACSF2	chr17	785	1076	1390	2
ACSF3	chr16	679	1051	451	7
ACSL1	chr4	819	511	1283	1
ACSL3	chr2B	906	1038	4127	1
ACSL4	chrX	457	621	2209	0
ACSL5	chr10	113	45	97	0
ACSL6	chr5	4	35	42	1
ACSM1	chr16	16	3	5	0
ACSM2A	chr16	20	6	22	0
ACSM2B	chr16	50	45	89	1
ACSM3	chr16	814	1390	1247	3
ACSM4	chr12	1	0	0	0
ACSM5	chr16	1	2	0	0
ACSM6	chr10	0	0	0	0
ACSS3	chr12	572	439	502	0
ACTA1	chr1	33	34	73	0
ACTA2	chr10	4362	4139	5053	3
ACTB	chr7	15776	15468	76290	6
ACTBL2	chr5_NW_019932885v1_random	0	0	18	0
ACTC1	chr15	5110	4536	7813	2
ACTG1	chr17	40507	41316	31392	62
ACTG2	chr2A	92	61	323	0
ACTL6A	chr3	129	86	1809	0
ACTL6B	chr7	0	1	0	0
ACTL7A	chr9	0	0	2	0
ACTL7B	chr9	1	0	0	0
ACTL8	chr1	1	1	3	0
ACTL9	chr19	0	0	0	0
ACTN1	chr14	3100	3030	7545	3
ACTN2	chr1	686	670	1390	3
ACTN3	chr11	2	58	36	0
ACTN4	chr19	4890	4474	9430	3
ACTR10	chr14	561	684	2068	1
ACTR1A	chr10	1414	1368	5417	0
ACTR1B	chr2A	1502	1911	2749	0
ACTR2	chr2A	1524	1349	5821	0
