gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	93	111	126	0
A1CF	chr10	104	161	283	0
A2M	chr12	261	832	1007	0
A2ML1	chr12	15	20	21	0
A3GALT2	chr1	1	0	2	0
A4GALT	chr22	106	46	103	0
A4GNT	chr3	8	0	5	0
AAAS	chr12	524	803	2067	1
AACS	chr12	688	778	1852	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	1	2	0
AADACL4	chr1	1	0	0	0
AADAT	chr4	499	897	1175	1
AAGAB	chr15	834	745	1556	0
AAK1	chr2A	476	691	980	0
AAMDC	chr11	65	67	254	0
AAMP	chr2B	1054	1006	4385	2
AANAT	chr17	3	1	0	0
AARD	chr8	1	1	1	0
AARS2	chr6	440	259	1574	0
AARSD1	chr17	411	467	982	0
AASDH	chr4	140	152	842	0
AASDHPPT	chr11	471	603	1686	2
AASS	chr7	1766	1146	1883	0
AATF	chr17	570	473	1352	0
AATK	chr17	286	268	132	0
ABAT	chr16	254	350	261	0
ABCA1	chr9	1462	999	3411	2
ABCA10	chr17	0	1	3	0
ABCA12	chr2B	13	21	27	0
ABCA13	chr7	12	18	18	0
ABCA2	chr9	1724	3356	3762	2
ABCA3	chr16	587	258	398	0
ABCA4	chr1	13	8	14	0
ABCA5	chr17	114	65	301	0
ABCA6	chr17	4	9	8	0
ABCA7	chr19	3485	3021	2660	4
ABCA8	chr17	1	6	4	0
ABCA9	chr17	1	2	4	0
ABCB1	chr7	0	1	1	0
ABCB10	chr1	204	174	777	0
ABCB11	chr2B	0	2	1	0
ABCB4	chr7	14	24	45	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2B	666	1247	1832	0
ABCB7	chrX	116	151	1456	0
ABCB8	chr7	665	694	659	1
ABCB9	chr12	921	941	720	2
ABCC1	chr16	1588	1288	2044	0
ABCC10	chr6	900	886	1497	1
ABCC11	chr16	1	0	83	0
ABCC12	chr16	9	18	11	0
ABCC2	chr10	24	19	57	0
ABCC3	chr17	3	14	7	0
ABCC4	chr13	501	620	952	0
ABCC5	chr3	1243	1811	4737	1
ABCC6	chr16	192	81	204	0
ABCC8	chr11	0	1	3	0
ABCC9	chr12	0	4	4	0
ABCD1	chrX	256	254	313	0
ABCD2	chr12	3	1	6	0
ABCD3	chr1	776	689	2102	0
ABCD4	chr14	1670	1300	2783	1
ABCE1	chr4	265	343	2571	0
ABCF1	chr6	832	766	3171	1
ABCF2	chr7	431	576	2125	0
ABCF3	chr3	629	657	1925	1
ABCG1	chr21	44	73	95	1
ABCG2	chr4	47	71	86	0
ABCG4	chr11	26	13	55	0
ABCG5	chr2A	4	9	5	0
ABCG8	chr2A	2	2	5	0
ABHD1	chr2A	4	3	10	0
ABHD10	chr3	196	131	733	0
ABHD11	chr7	326	439	1772	0
ABHD12B	chr14	6	6	14	0
ABHD13	chr13	157	186	1152	0
ABHD14A	chr3	178	171	24	1
ABHD14A-ACY1	chr3	268	396	604	0
ABHD14B	chr3	135	48	106	1
ABHD15	chr17	320	521	355	1
ABHD16A	chr6	612	385	1910	0
ABHD17A	chr19	344	446	1524	2
ABHD17B	chr9	219	214	884	0
ABHD17C	chr15	196	190	331	1
ABHD18	chr4	256	295	755	2
ABHD2	chr15	126	122	222	1
ABHD3	chr18	233	224	637	0
ABHD4	chr14	632	1034	1115	0
ABHD5	chr3	106	122	529	0
ABHD6	chr3	81	40	209	0
ABHD8	chr19	310	401	486	0
ABI1	chr10	315	279	1244	0
ABI2	chr2B	1174	1272	4954	0
ABI3	chr17	4	1	1	0
ABI3BP	chr3	2	0	8	0
ABL1	chr9	2725	2695	6666	0
ABL2	chr1	588	628	777	0
ABLIM1	chr10	800	1105	975	3
ABLIM2	chr4	20	8	5	0
ABLIM3	chr5	9	22	46	0
ABO	chr9	187	1572	1547	0
ABR	chr17	1177	996	2946	1
ABRA	chr8	0	2	0	0
ABRACL	chr6	287	255	90	0
ABRAXAS1	chr4	225	205	1033	1
ABRAXAS2	chr10	78	77	547	0
ABT1	chr6	465	272	503	1
ABTB1	chr3	219	310	400	0
ABTB2	chr11	136	148	138	0
ACAA1	chr3	1224	860	2382	0
ACAA2	chr18	963	474	3512	0
ACACA	chr17	1356	1407	2750	1
ACACB	chr12	213	245	360	0
ACAD10	chr12	774	283	642	1
ACAD11	chr3	431	346	753	0
ACAD8	chr11	673	463	888	0
ACAD9	chr3	443	391	1363	0
ACADL	chr2B	1	1	3	0
ACADM	chr1	179	133	1323	0
ACADS	chr12	418	511	485	1
ACADSB	chr10	200	360	270	0
ACADVL	chr17	3974	4343	9761	0
ACAN	chr15	505	471	644	0
ACAP1	chr17	17	33	52	0
ACAP2	chr3	252	301	849	0
ACAP3	chrUn_NW_019935705v1	0	0	9683	0
ACAT1	chr11	133	112	897	0
ACAT2	chr6	874	992	2830	2
ACBD3	chr1	324	340	965	1
ACBD4	chr17	180	183	348	0
ACBD5	chr10	297	373	690	1
ACBD6	chr1	562	653	857	0
ACBD7	chr10	159	75	86	0
ACCS	chr11	792	221	526	0
ACCSL	chr11	0	0	0	0
ACD	chr16	554	392	673	0
ACE	chr17	64	53	95	0
ACE2	chrX	45	64	127	0
ACER1	chr19	0	0	0	0
ACER2	chr9	75	66	84	0
ACER3	chr11	154	149	715	0
ACHE	chr7	152	189	939	0
ACIN1	chr14	3800	3815	20373	7
ACKR1	chr1	84	27	79	0
ACKR2	chr3	4	2	4	0
ACKR3	chr2B	110	101	121	1
ACKR4	chr3	1	0	7	0
ACLY	chr17	4083	3819	9026	6
ACMSD	chr2B	9	3	9	0
ACO1	chr9	477	979	1748	1
ACO2	chr22	1148	1142	3175	2
ACOD1	chr13	0	0	0	0
ACOT1	chr14	209	350	373	0
ACOT11	chr1	44	32	64	0
ACOT12	chr5	7	3	3	0
ACOT13	chr6	120	136	678	0
ACOT2	chr14	216	350	375	0
ACOT4	chr14	20	16	55	0
