gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	257	158	358	0
A1CF	chr10	5	0	2	0
A2M	chr12	5300	6169	11784	6
A2ML1	chr12	14	4	11	0
A3GALT2	chr1	0	1	4	0
A4GALT	chr22	278	211	392	0
A4GNT	chr3	22	0	4	0
AAAS	chr12	1258	1748	4861	3
AACS	chr12	663	697	1654	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	1	0	5	0
AADACL3	chr1	1	1	2	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	555	684	969	0
AAGAB	chr15	712	666	1413	0
AAK1	chr2A	1550	1605	2724	1
AAMDC	chr11	125	111	523	0
AAMP	chr2B	1333	1190	5086	2
AANAT	chr17	2	1	2	0
AARD	chr8	54	12	63	0
AARS2	chr6	518	423	2205	1
AARSD1	chr17	637	695	1535	0
AASDH	chr4	239	241	1358	0
AASDHPPT	chr11	744	906	2333	6
AASS	chr7	2036	786	1889	2
AATF	chr17	545	456	1197	0
AATK	chr17	672	792	279	0
ABAT	chr16	1819	1617	1579	0
ABCA1	chr9	2051	1892	5386	1
ABCA10	chr17	10	52	79	0
ABCA12	chr2B	5	4	9	0
ABCA13	chr7	10	9	17	0
ABCA2	chr9	6332	7405	11351	3
ABCA3	chr16	3796	2442	3231	4
ABCA4	chr1	15	20	45	0
ABCA5	chr17	235	372	822	1
ABCA6	chr17	8	11	14	0
ABCA7	chr19	1143	1155	1052	4
ABCA8	chr17	286	497	665	0
ABCA9	chr17	4	14	12	0
ABCB1	chr7	3	10	20	0
ABCB10	chr1	349	199	1179	0
ABCB11	chr2B	2	0	0	0
ABCB4	chr7	14	7	24	0
ABCB5	chr7	11	0	1	0
ABCB6	chr2B	1878	2979	4836	1
ABCB7	chrX	163	180	1603	0
ABCB8	chr7	1718	1889	1691	1
ABCB9	chr12	1119	1082	1099	0
ABCC1	chr16	1524	1290	2100	1
ABCC10	chr6	1332	1525	2680	1
ABCC11	chr16	10	3	124	0
ABCC12	chr16	1	0	1	0
ABCC2	chr10	15	34	82	0
ABCC3	chr17	193	422	342	0
ABCC4	chr13	182	219	353	0
ABCC5	chr3	1954	2050	6575	1
ABCC6	chr16	187	42	233	1
ABCC8	chr11	73	299	405	0
ABCC9	chr12	1160	2776	7620	1
ABCD1	chrX	794	748	1094	1
ABCD2	chr12	13	14	33	0
ABCD3	chr1	874	1011	2436	0
ABCD4	chr14	2127	1530	2903	1
ABCE1	chr4	530	648	4834	1
ABCF1	chr6	1019	1412	4406	0
ABCF2	chr7	609	871	3409	0
ABCF3	chr3	960	1120	3556	1
ABCG1	chr21	102	213	247	0
ABCG2	chr4	4	4	5	0
ABCG4	chr11	27	48	158	0
ABCG5	chr2A	0	27	2	0
ABCG8	chr2A	2	0	0	0
ABHD1	chr2A	5	14	18	0
ABHD10	chr3	403	285	1288	1
ABHD11	chr7	78	119	378	0
ABHD12B	chr14	12	29	23	0
ABHD13	chr13	164	168	1220	1
ABHD14A	chr3	677	817	75	0
ABHD14A-ACY1	chr3	592	885	868	0
ABHD14B	chr3	686	185	709	0
ABHD15	chr17	491	627	498	0
ABHD16A	chr6	606	629	2516	0
ABHD17A	chr19	535	526	2131	1
ABHD17B	chr9	226	224	1189	0
ABHD17C	chr15	245	256	414	0
ABHD18	chr4	240	295	729	8
ABHD2	chr15	451	529	871	0
ABHD3	chr18	129	79	251	0
ABHD4	chr14	1592	2174	2688	1
ABHD5	chr3	203	259	945	1
ABHD6	chr3	228	103	513	0
ABHD8	chr19	513	558	818	0
ABI1	chr10	561	557	2080	0
ABI2	chr2B	3076	2701	10235	1
ABI3	chr17	1	1	0	0
ABI3BP	chr3	2404	2837	6153	2
ABL1	chr9	4356	4503	11655	4
ABL2	chr1	867	851	1207	0
ABLIM1	chr10	3759	3999	4189	8
ABLIM2	chr4	111	148	78	1
ABLIM3	chr5	1294	1781	4406	2
ABO	chr9	19	231	244	0
ABR	chr17	2318	2184	6532	3
ABRA	chr8	4	4	13	0
ABRACL	chr6	335	275	139	0
ABRAXAS1	chr4	308	321	1526	0
ABRAXAS2	chr10	98	109	780	0
ABT1	chr6	283	290	441	2
ABTB1	chr3	726	1665	1838	1
ABTB2	chr11	403	337	406	0
ACAA1	chr3	849	1040	2052	0
ACAA2	chr18	670	804	3755	0
ACACA	chr17	2859	2157	5567	0
ACACB	chr12	761	598	1192	1
ACAD10	chr12	1120	816	1388	0
ACAD11	chr3	2000	733	2977	0
ACAD8	chr11	971	736	1212	0
ACAD9	chr3	542	636	1879	0
ACADL	chr2B	63	145	250	1
ACADM	chr1	277	184	1940	0
ACADS	chr12	228	208	269	0
ACADSB	chr10	263	447	368	0
ACADVL	chr17	9016	8168	18693	5
ACAN	chr15	1432	2159	2725	0
ACAP1	chr17	102	55	147	0
ACAP2	chr3	1023	1177	2993	0
ACAP3	chrUn_NW_019935705v1	0	0	9239	0
ACAT1	chr11	230	253	1822	0
ACAT2	chr6	720	939	2337	0
ACBD3	chr1	859	833	2636	0
ACBD4	chr17	352	285	815	0
ACBD5	chr10	532	603	1392	0
ACBD6	chr1	867	766	1212	0
ACBD7	chr10	92	20	51	0
ACCS	chr11	1008	326	701	1
ACCSL	chr11	0	0	0	0
ACD	chr16	581	527	865	1
ACE	chr17	88	47	102	0
ACE2	chrX	4	20	27	0
ACER1	chr19	2	1	2	0
ACER2	chr9	23	33	26	0
ACER3	chr11	267	276	1355	0
ACHE	chr7	118	135	822	1
ACIN1	chr14	3912	3741	21534	7
ACKR1	chr1	28	7	21	0
ACKR2	chr3	9	9	11	0
ACKR3	chr2B	200	572	500	1
ACKR4	chr3	44	103	300	0
ACLY	chr17	4985	4889	10842	3
ACMSD	chr2B	6	2	3	0
ACO1	chr9	1043	1449	3192	0
ACO2	chr22	1790	1878	5125	1
ACOD1	chr13	1	27	3	0
ACOT1	chr14	364	93	436	0
ACOT11	chr1	187	115	423	0
ACOT12	chr5	1	3	5	0
ACOT13	chr6	191	235	797	0
ACOT2	chr14	366	95	439	0
ACOT4	chr14	28	37	155	0
ACOT6	chr14	2	33	6	0
ACOT7	chr1	284	274	1233	0
ACOT9	chrX	1310	1164	1191	1
ACOX1	chr17	871	924	2289	1
ACOX2	chr3	446	67	798	0
ACOX3	chr4	800	536	378	2
ACOXL	chr2A	8	3	17	0
ACP1	chr2A	636	705	2398	0
ACP2	chr11	1243	1556	1910	0
ACP4	chr19	2	4	10	0
ACP5	chr19	4	7	5	0
ACP6	chr1	605	303	1429	0
ACP7	chr19	0	3	2	0
ACPP	chr3	21	32	52	0
ACR	chr22	20	0	1	0
ACRBP	chr12	58	318	182	1
ACRV1	chr11	7	1	0	0
ACSBG1	chr15	338	424	598	0
ACSBG2	chr19	15	20	11	0
ACSF2	chr17	1065	1375	1762	1
ACSF3	chr16	809	1558	643	2
ACSL1	chr4	775	630	1494	0
ACSL3	chr2B	1079	927	4611	1
ACSL4	chrX	417	515	2190	0
ACSL5	chr10	2	2	5	0
ACSL6	chr5	71	154	132	2
ACSM1	chr16	5	4	3	0
ACSM2A	chr16	0	0	0	0
ACSM2B	chr16	0	0	0	0
ACSM3	chr16	58	72	333	0
ACSM4	chr12	0	0	0	0
ACSM5	chr16	1	1	2	0
ACSM6	chr10	0	0	0	0
ACSS3	chr12	419	444	438	0
ACTA1	chr1	1548	1476	3073	1
ACTA2	chr10	5722	6813	8221	2
ACTB	chr7	11344	11282	54532	6
ACTBL2	chr5_NW_019932885v1_random	0	0	0	0
ACTC1	chr15	13277	12543	21386	8
ACTG1	chr17	25526	26292	19665	36
ACTG2	chr2A	431	273	1408	0
ACTL6A	chr3	178	109	2036	0
ACTL6B	chr7	42	53	167	0
ACTL7A	chr9	0	0	0	0
ACTL7B	chr9	0	0	0	0
ACTL8	chr1	0	1	1	0
ACTL9	chr19	0	0	0	0
ACTN1	chr14	5163	4244	13026	2
ACTN2	chr1	3707	3456	8693	3
ACTN3	chr11	69	551	277	0
ACTN4	chr19	4678	4011	9412	3
ACTR10	chr14	731	857	2898	0
ACTR1A	chr10	2201	2170	8108	0
ACTR1B	chr2A	1844	2317	3199	0
ACTR2	chr2A	3090	2600	11143	2
ACTR3	chr2B	1919	1790	6101	0
ACTR3B	chr7	164	179	624	0
ACTR3C	chr7	0	0	0	0
ACTR6	chr12	248	216	675	0
ACTR8	chr3	954	814	732	0
ACTRT1	chrX	0	0	0	0
ACTRT2	chr1	0	0	0	0
ACTRT3	chr3	17	54	58	0
ACVR1	chr2B	1279	1357	3551	1
ACVR1B	chr12	716	661	1599	0
ACVR1C	chr2B	9	12	20	0
ACVR2A	chr2B	733	627	5869	0
ACVR2B	chr3	420	469	1006	0
ACVRL1	chr12	68	181	199	0
ACY1	chr3	292	457	895	0
ACY3	chr11	0	0	0	0
ACYP1	chr14	72	75	294	0
ACYP2	chr2A	180	205	123	0
ADA2	chr22	15	15	28	0
ADAD1	chr4	0	0	1	0
ADAD2	chr16	1	0	1	0
ADAL	chr15	313	333	600	0
ADAM10	chr15	1098	1139	8227	0
ADAM11	chr17	292	326	482	0
ADAM12	chr10	1921	1062	2916	2
ADAM15	chr1	2206	1349	5461	2
ADAM17	chr2A	1447	1561	2559	0
