gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	210	125	415	0
A1CF	chr10	15	14	40	0
A2M	chr12	4253	1189	6563	6
A2ML1	chr12	38	32	34	0
A3GALT2	chr1	0	1	4	0
A4GALT	chr22	110	35	110	0
A4GNT	chr3	4	0	2	0
AAAS	chr12	813	970	2916	0
AACS	chr12	489	502	1379	0
AADAC	chr3	2	1	2	0
AADACL2	chr3	2	10	21	0
AADACL3	chr1	0	1	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	304	629	873	0
AAGAB	chr15	551	532	1093	0
AAK1	chr2A	861	866	1732	3
AAMDC	chr11	162	154	708	0
AAMP	chr2B	1076	922	4319	4
AANAT	chr17	4	10	6	0
AARD	chr8	23	3	36	0
AARS2	chr6	368	206	1511	2
AARSD1	chr17	368	397	967	0
AASDH	chr4	134	126	832	0
AASDHPPT	chr11	652	765	2273	1
AASS	chr7	561	279	584	0
AATF	chr17	400	353	1019	0
AATK	chr17	529	526	187	2
ABAT	chr16	1592	1680	1725	1
ABCA1	chr9	877	1134	3034	0
ABCA10	chr17	6	12	28	0
ABCA12	chr2B	101	30	181	0
ABCA13	chr7	10	39	38	0
ABCA2	chr9	3490	3286	6324	3
ABCA3	chr16	799	553	808	0
ABCA4	chr1	142	111	227	0
ABCA5	chr17	279	401	1094	1
ABCA6	chr17	5	0	6	0
ABCA7	chr19	1283	965	1080	3
ABCA8	chr17	199	277	456	0
ABCA9	chr17	13	18	20	0
ABCB1	chr7	7	11	20	0
ABCB10	chr1	196	105	661	0
ABCB11	chr2B	4	1	3	0
ABCB4	chr7	9	11	38	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2B	743	1174	1975	0
ABCB7	chrX	100	152	1556	0
ABCB8	chr7	812	847	908	2
ABCB9	chr12	920	828	950	4
ABCC1	chr16	743	738	1144	0
ABCC10	chr6	566	634	1248	1
ABCC11	chr16	7	5	102	0
ABCC12	chr16	0	1	1	0
ABCC2	chr10	37	117	226	0
ABCC3	chr17	199	334	359	0
ABCC4	chr13	417	337	745	0
ABCC5	chr3	674	645	2124	0
ABCC6	chr16	129	21	90	0
ABCC8	chr11	9	29	43	0
ABCC9	chr12	133	224	1047	0
ABCD1	chrX	261	303	385	2
ABCD2	chr12	11	18	61	0
ABCD3	chr1	701	748	2204	0
ABCD4	chr14	1044	714	1734	1
ABCE1	chr4	309	425	3312	0
ABCF1	chr6	839	1047	3754	1
ABCF2	chr7	347	353	1675	0
ABCF3	chr3	600	724	2623	0
ABCG1	chr21	116	182	259	0
ABCG2	chr4	18	38	30	0
ABCG4	chr11	31	26	115	0
ABCG5	chr2A	0	19	0	0
ABCG8	chr2A	1	0	1	0
ABHD1	chr2A	10	7	14	0
ABHD10	chr3	271	208	1088	0
ABHD11	chr7	231	213	1049	0
ABHD12B	chr14	4	11	2	0
ABHD13	chr13	87	94	849	0
ABHD14A	chr3	555	972	152	0
ABHD14A-ACY1	chr3	510	911	1025	1
ABHD14B	chr3	583	139	506	1
ABHD15	chr17	288	329	256	0
ABHD16A	chr6	436	430	1902	0
ABHD17A	chr19	315	267	1490	0
ABHD17B	chr9	162	145	827	0
ABHD17C	chr15	339	320	617	0
ABHD18	chr4	217	240	814	6
ABHD2	chr15	239	265	509	1
ABHD3	chr18	92	69	265	0
ABHD4	chr14	1184	1740	2075	2
ABHD5	chr3	180	296	1124	1
ABHD6	chr3	180	145	526	0
ABHD8	chr19	333	404	686	0
ABI1	chr10	573	574	2153	0
ABI2	chr2B	1387	1406	5732	3
ABI3	chr17	2	0	2	0
ABI3BP	chr3	403	530	1146	0
ABL1	chr9	1945	2234	6285	1
ABL2	chr1	576	635	861	0
ABLIM1	chr10	1854	1903	2319	8
ABLIM2	chr4	31	56	37	0
ABLIM3	chr5	256	378	1133	0
ABO	chr9	136	336	412	1
ABR	chr17	1622	1577	5059	2
ABRA	chr8	1	6	7	0
ABRACL	chr6	415	282	141	2
ABRAXAS1	chr4	189	186	1133	0
ABRAXAS2	chr10	90	88	614	1
ABT1	chr6	475	339	633	0
ABTB1	chr3	156	550	637	0
ABTB2	chr11	195	135	187	0
ACAA1	chr3	694	951	2035	0
ACAA2	chr18	498	610	2592	0
ACACA	chr17	2285	1726	4900	1
ACACB	chr12	448	455	808	0
ACAD10	chr12	706	434	843	1
ACAD11	chr3	607	524	1284	1
ACAD8	chr11	405	266	576	0
ACAD9	chr3	446	469	1457	1
ACADL	chr2B	30	81	151	0
ACADM	chr1	168	104	1368	1
ACADS	chr12	381	299	493	0
ACADSB	chr10	290	397	386	0
ACADVL	chr17	5429	5383	14032	4
ACAN	chr15	315	398	526	2
ACAP1	chr17	137	116	198	0
ACAP2	chr3	652	662	2416	0
ACAP3	chrUn_NW_019935705v1	0	0	4327	0
ACAT1	chr11	106	129	1070	0
ACAT2	chr6	650	1004	2580	1
ACBD3	chr1	690	641	2557	2
ACBD4	chr17	187	190	444	0
ACBD5	chr10	642	678	1309	0
ACBD6	chr1	567	466	804	0
ACBD7	chr10	99	22	59	0
ACCS	chr11	735	299	618	2
ACCSL	chr11	0	0	0	0
ACD	chr16	319	311	570	0
ACE	chr17	89	90	143	0
ACE2	chrX	58	15	113	1
ACER1	chr19	3	1	3	0
ACER2	chr9	65	54	85	0
ACER3	chr11	202	157	1000	0
ACHE	chr7	112	90	595	0
ACIN1	chr14	2209	2163	13739	7
ACKR1	chr1	80	106	146	1
ACKR2	chr3	81	125	82	0
ACKR3	chr2B	976	1257	1198	0
ACKR4	chr3	5	9	27	0
ACLY	chr17	3608	3605	8797	2
ACMSD	chr2B	8	1	5	0
ACO1	chr9	862	1053	2549	2
ACO2	chr22	1458	1553	4856	3
ACOD1	chr13	0	10	4	0
ACOT1	chr14	305	285	578	0
ACOT11	chr1	151	158	417	0
ACOT12	chr5	4	0	2	0
ACOT13	chr6	263	259	1134	1
ACOT2	chr14	306	281	582	0
ACOT4	chr14	16	10	40	0
ACOT6	chr14	0	55	7	0
ACOT7	chr1	112	137	647	0
ACOT9	chrX	513	599	606	1
ACOX1	chr17	839	680	2325	4
ACOX2	chr3	132	313	655	1
ACOX3	chr4	589	439	295	4
ACOXL	chr2A	3	8	18	1
ACP1	chr2A	561	534	3012	0
ACP2	chr11	919	1161	1491	0
ACP4	chr19	3	4	5	0
ACP5	chr19	19	3	3	0
ACP6	chr1	378	236	1121	0
ACP7	chr19	4	20	24	0
ACPP	chr3	419	248	625	0
ACR	chr22	14	2	8	0
ACRBP	chr12	44	140	107	0
ACRV1	chr11	7	11	7	0
ACSBG1	chr15	247	250	455	2
ACSBG2	chr19	5	4	1	0
ACSF2	chr17	1160	1196	1886	1
ACSF3	chr16	419	768	348	2
ACSL1	chr4	1243	1119	2557	1
ACSL3	chr2B	1097	1380	5601	0
ACSL4	chrX	257	298	1284	0
ACSL5	chr10	93	46	108	0
ACSL6	chr5	95	120	157	0
ACSM1	chr16	9	3	3	0
ACSM2A	chr16	0	0	0	0
ACSM2B	chr16	0	0	0	0
ACSM3	chr16	784	2635	2079	0
ACSM4	chr12	0	0	0	0
ACSM5	chr16	0	0	0	0
ACSM6	chr10	0	0	0	0
ACSS3	chr12	612	428	684	2
ACTA1	chr1	1446	1401	3376	1
ACTA2	chr10	938	1016	1434	1
ACTB	chr7	10266	9823	48719	3
ACTBL2	chr5_NW_019932885v1_random	0	0	57	0
ACTC1	chr15	5662	3429	8372	4
ACTG1	chr17	27216	26262	22752	71
ACTG2	chr2A	53	35	206	0
ACTL6A	chr3	86	53	1413	0
ACTL6B	chr7	20	25	59	0
ACTL7A	chr9	0	0	1	0
ACTL7B	chr9	1	1	0	0
ACTL8	chr1	0	0	0	0
ACTL9	chr19	0	0	0	0
ACTN1	chr14	1707	1733	5574	1
ACTN2	chr1	612	593	1707	0
ACTN3	chr11	63	297	173	0
ACTN4	chr19	4304	3700	9621	2
ACTR10	chr14	603	758	2337	0
ACTR1A	chr10	1300	1285	5044	0
ACTR1B	chr2A	1409	1731	2840	1
ACTR2	chr2A	1488	1518	7423	0
ACTR3	chr2B	1024	1028	4464	2
ACTR3B	chr7	75	86	350	0
ACTR3C	chr7	2	0	2	0
ACTR6	chr12	222	167	637	0
ACTR8	chr3	710	608	632	0
ACTRT1	chrX	0	0	0	0
ACTRT2	chr1	1	0	1	0
ACTRT3	chr3	34	78	88	0
ACVR1	chr2B	406	461	1371	1
ACVR1B	chr12	684	603	1562	1
ACVR1C	chr2B	16	14	39	0
ACVR2A	chr2B	308	387	3457	0
ACVR2B	chr3	1220	1421	3098	0
ACVRL1	chr12	45	167	209	0
ACY1	chr3	274	451	1042	1
ACY3	chr11	1	2	0	0
ACYP1	chr14	38	41	219	0
ACYP2	chr2A	133	183	160	0
ADA2	chr22	63	99	128	0
ADAD1	chr4	0	0	0	0
ADAD2	chr16	85	28	45	0
ADAL	chr15	184	182	356	0
ADAM10	chr15	1264	1040	8714	0
ADAM11	chr17	133	127	250	0
ADAM12	chr10	963	943	2073	0
ADAM15	chr1	802	479	2224	0
ADAM17	chr2A	955	1313	2132	1
ADAM18	chr8	0	1	2	0
ADAM19	chr5	512	426	840	2
ADAM2	chr8	0	0	0	0
ADAM20	chr14	1	1	4	0
ADAM21	chr14	4	7	14	0
ADAM22	chr7	145	190	599	0
ADAM23	chr2B	187	40	705	0
ADAM28	chr8	150	131	128	0
ADAM29	chr4	0	0	0	0
ADAM30	chr1	0	1	2	0
ADAM32	chr8	16	19	54	0
ADAM7	chr8	0	0	0	0
ADAM8	chr10	286	332	404	0
ADAM9	chr8	1565	1124	6956	1
ADAMDEC1	chr8	1	1	0	0
ADAMTS1	chr21	2404	2419	9605	12
ADAMTS10	chr19	709	726	1882	1
ADAMTS12	chr5	1756	474	2270	1
ADAMTS13	chr9	494	792	557	0
ADAMTS14	chr10	117	158	295	0
ADAMTS15	chr11	1412	1351	1833	2
ADAMTS16	chr5	246	264	1047	0
ADAMTS17	chr15	780	603	561	2
ADAMTS18	chr16	727	472	790	0
ADAMTS19	chr5	572	733	2022	0
ADAMTS2	chr5	1663	3361	1828	4
ADAMTS20	chr12	27	71	124	0
ADAMTS3	chr4	250	298	708	0
ADAMTS4	chr1	409	513	1782	1
ADAMTS5	chr21	236	196	384	1
ADAMTS6	chr5_NW_019932884v1_random	0	0	1977	0
ADAMTS7	chr15	307	305	711	0
ADAMTS8	chr11	12	8	16	0
ADAMTS9	chr3	5124	4084	11596	3
ADAMTSL1	chr9	918	1157	2589	1
ADAMTSL2	chr9	112	107	293	0
ADAMTSL3	chr15	595	973	1413	1
ADAMTSL4	chr1	2545	1760	3614	2
ADAMTSL5	chr19	338	233	549	0
ADAP1	chr7	89	141	203	0
ADAP2	chr17	11	36	36	0
ADAR	chr1	2526	2374	11453	1
ADARB1	chr21	382	454	1114	0
ADARB2	chr10	25	15	36	0
ADAT1	chr16	292	246	269	2
ADAT2	chr6	108	150	266	0
ADAT3	chr19	39	23	80	0
ADCK1	chr14	176	268	177	0
ADCK2	chr7	407	451	1680	0
ADCK5	chr8	177	198	291	0
ADCY1	chr7	497	316	667	1
ADCY10	chr1	11	0	7	0
ADCY2	chr5	692	966	2849	1
ADCY3	chr2A	594	404	1952	0
ADCY4	chr14	19	24	88	0
ADCY5	chr3	427	262	863	1
ADCY6	chr12	1764	1577	5757	2
ADCY7	chr16	487	760	1217	2
ADCY8	chr8	161	47	260	0
ADCY9	chr16	826	650	1638	0
ADCYAP1	chr18	29	62	30	0
ADCYAP1R1	chr7	1019	1269	1832	1
ADD1	chr4	3212	2972	8887	2
ADD2	chr2A	531	830	1213	0
ADD3	chr10	2432	3352	8910	0
ADGB	chr6	9	34	20	0
ADGRA1	chr10	16	21	14	0
ADGRA2	chr8	5108	6485	11630	4
ADGRA3	chr4	1325	928	2804	0
ADGRB1	chr8	33	33	129	0
ADGRB2	chr1	1164	1065	5084	1
ADGRB3	chr6	57	76	293	0
ADGRD1	chr12	114	155	95	0
ADGRE1	chr19	0	0	0	0
ADGRE2	chr19	694	163	444	4
ADGRE3	chr19	0	0	0	0
ADGRE5	chr19	394	667	834	0
ADGRF1	chr6	14	10	17	0
ADGRF2	chr6	5	2	10	0
ADGRF3	chr2A	24	27	64	0
ADGRF4	chr6	39	51	66	0
ADGRF5	chr6	8	9	14	0
ADGRG1	chr16	4631	4407	3379	7
ADGRG2	chrX	172	118	492	0
ADGRG3	chr16	23	11	7	0
ADGRG4	chrX	1	0	0	0
ADGRG5	chr16	37	32	18	0
ADGRG6	chr6	272	235	694	0
ADGRG7	chr3	3	0	4	0
ADGRL1	chr19	1160	1325	4519	0
ADGRL2	chr1	1650	1684	6329	2
ADGRL3	chr4	771	964	3315	0
ADGRL4	chr1	12	5	9	0
ADGRV1	chr5	526	840	1579	0
ADH1A	chr4	2	0	0	0
ADH1B	chr4	0	10	4	0
ADH1C	chr4	1	7	3	0
ADH4	chr4	1	0	0	0
ADH5	chr4	1099	731	3372	0
ADH6	chr4	4	0	20	0
ADH7	chr4	0	0	1	0
ADHFE1	chr8	164	92	106	0
ADI1	chr2A	699	417	604	0
ADIPOQ	chr3	0	1	0	0
ADIPOR1	chr1	1536	1443	2982	0
ADIPOR2	chr12	1480	1248	2714	2
ADIRF	chr10	23	7	56	0
ADK	chr10	226	241	1040	0
ADM	chr11	546	573	4265	0
ADM2	chr22	256	299	252	1
ADM5	chr19	107	152	110	0
ADNP2	chr18	358	413	1505	0
ADO	chr10	283	221	685	1
ADORA1	chr1	96	48	192	0
ADORA2A	chr22	747	1248	2336	0
ADORA2B	chr17	186	181	347	0
ADORA3	chr1	0	0	1	0
ADPGK	chr15	762	687	3135	1
ADPRH	chr3	49	147	107	0
ADPRHL1	chr13	271	148	120	0
ADPRHL2	chr1	696	729	685	0
ADPRM	chr17	112	51	212	0
ADRA1A	chr8	11	7	14	0
ADRA1B	chr5	108	162	630	0
ADRA2A	chr10	107	87	105	0
ADRA2B	chr2A	76	149	111	0
ADRA2C	chr4	67	141	245	0
ADRB1	chr10	7	20	25	0
ADRB2	chr5	30	90	198	0
ADRB3	chr8	51	93	121	0
ADSL	chr22	769	909	1582	0
ADTRP	chr6	46	19	17	0
AEBP1	chr7	4004	5772	21249	4
AEBP2	chr12	219	279	1969	0
AEN	chr15	260	356	776	1
AFAP1	chr4	1698	1554	1282	2
AFAP1L1	chr5	162	126	541	0
AFAP1L2	chr10	468	302	416	1
AFDN	chr6	3089	2682	8505	1
AFF1	chr4	965	1031	1341	0
AFF2	chrX	370	296	1025	0
AFF3	chr2A	1299	728	1292	0
AFF4	chr5	2161	2637	8977	1
AFG1L	chr6	57	133	383	0
AFG3L2	chr18	802	886	2391	2
AFM	chr4	5	3	3	0
AFMID	chr17	612	614	658	0
AFP	chr4	241	113	433	0
AFTPH	chr2A	477	437	1440	0
AGA	chr4	248	385	681	1
AGAP1	chr2B	1997	2285	1411	2
AGAP11	chr10	41	9	57	1
AGAP2	chr12	119	108	591	0
AGAP3	chr7	547	524	4433	0
AGAP4	chr10	3	8	158	0
AGAP6	chr10	3	5	125	0
AGBL1	chr15	7	6	11	0
AGBL2	chr11	47	23	94	0
AGBL3	chr7	13	4	52	0
AGBL4	chr1	2	18	31	0
AGBL5	chr2A	444	409	2239	1
AGER	chr6	208	277	557	1
AGFG1	chr2B	553	679	3473	0
AGFG2	chr7	147	186	248	1
AGGF1	chr5	563	724	933	0
AGK	chr7	336	509	843	0
AGL	chr1	425	391	1503	0
AGMAT	chr1	19	21	28	1
AGMO	chr7	28	90	43	0
AGO1	chr1	787	686	2904	1
AGO2	chr8	1517	1419	3896	1
AGO3	chr1	709	671	2243	2
AGO4	chr1	40	30	1092	0
AGPAT1	chr6	1022	934	5020	5
AGPAT2	chr9	1232	1522	813	5
AGPAT3	chr21	1701	1526	1428	8
AGPAT4	chr6	1767	790	1396	0
AGPAT5	chr8	1022	1095	528	0
AGPS	chr2B	543	498	1223	0
AGR2	chr7	88	115	737	0
AGR3	chr7	276	441	369	1
AGRN	chr1	10352	12165	9503	19
AGRP	chr16	0	0	0	0
AGT	chr1	1273	4748	641	6
AGTPBP1	chr9	132	56	943	0
AGTR1	chr3	67	26	82	0
AGTR2	chrX	69	165	571	0
AGTRAP	chr1	305	222	757	0
AGXT	chr2B	0	1	0	0
AGXT2	chr5	0	2	4	0
AHCTF1	chr1	466	557	2694	0
AHCYL1	chr1	1970	1837	7846	5
AHCYL2	chr7	686	751	1537	0
AHDC1	chr1	1401	1566	4252	3
AHI1	chr6	544	475	1003	0
AHNAK	chr11	27561	26183	64542	10
AHNAK2	chr14	934	1404	1237	7
AHR	chr7	1325	1123	1283	2
AHRR	chr5	728	214	237	0
AHSA1	chr14	483	379	3248	0
AHSG	chr3	59	26	49	0
AHSP	chr16_NW_019932886v1_random	0	0	1	0
AICDA	chr12	1	0	0	0
AIDA	chr1	677	640	2609	2
AIF1	chr6	10	11	72	0
AIF1L	chr9	336	373	291	0
AIFM1	chrX	324	437	1064	0
AIFM2	chr10	177	261	140	0
AIFM3	chr22	11	235	278	0
AIG1	chr6	427	396	830	1
AIM2	chr1	38	157	39	0
AIMP1	chr4	940	885	1654	1
AIMP2	chr7	365	440	376	0
AIP	chr11	807	654	980	0
AIPL1	chr17	0	3	2	0
AIRE	chr21	0	2	2	0
AJAP1	chr1	136	72	67	0
AJM1	chr9	273	203	417	0
AJUBA	chr14	395	426	1982	0
AK1	chr9	607	468	2876	0
AK2	chr1	920	924	3752	0
AK3	chr9	852	963	1391	0
AK4	chr1	866	1157	4048	2
AK5	chr1	4	15	109	0
AK6	chr5_NW_019932884v1_random	0	0	1029	0
AK7	chr14	195	53	160	0
AK8	chr9	33	69	42	0
AK9	chr6	180	99	181	0
AKAIN1	chr18	2	2	1	0
AKAP1	chr17	718	982	980	1
AKAP10	chr17	445	494	1002	1
AKAP11	chr13	1231	1237	2383	1
AKAP12	chr6	1872	1632	2287	4
AKAP13	chr15	1363	1345	4434	0
AKAP14	chrX	22	19	33	0
