gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	148	74	160	0
A1CF	chr10	1	0	2	0
A2M	chr12	134	59	190	0
A2ML1	chr12	226	126	196	1
A3GALT2	chr1	1	1	7	0
A4GALT	chr22	249	66	251	0
A4GNT	chr3	2	0	1	0
AAAS	chr12	697	949	2531	1
AACS	chr12	594	625	1628	0
AADAC	chr3	5	0	5	0
AADACL2	chr3	70	74	243	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	410	704	843	0
AAGAB	chr15	729	646	1311	1
AAK1	chr2A	826	953	1566	1
AAMDC	chr11	72	81	338	1
AAMP	chr2B	1241	1005	4287	1
AANAT	chr17	2	6	4	0
AARD	chr8	10	3	10	0
AARS2	chr6	635	392	2222	0
AARSD1	chr17	286	351	690	0
AASDH	chr4	207	170	974	0
AASDHPPT	chr11	810	915	2418	1
AASS	chr7	1450	599	1269	0
AATF	chr17	539	483	1219	0
AATK	chr17	783	893	333	0
ABAT	chr16	931	529	728	0
ABCA1	chr9	1387	1691	3960	0
ABCA10	chr17	15	19	29	0
ABCA12	chr2B	414	164	720	0
ABCA13	chr7	51	19	35	0
ABCA2	chr9	3116	3558	5632	1
ABCA3	chr16	958	611	718	1
ABCA4	chr1	471	514	743	0
ABCA5	chr17	434	330	1084	1
ABCA6	chr17	1	1	3	0
ABCA7	chr19	2831	1970	1883	3
ABCA8	chr17	24	151	167	0
ABCA9	chr17	4	3	9	0
ABCB1	chr7	46	44	114	0
ABCB10	chr1	224	164	767	0
ABCB11	chr2B	0	0	2	0
ABCB4	chr7	4	0	11	0
ABCB5	chr7	15	7	4	0
ABCB6	chr2B	323	664	926	0
ABCB7	chrX	140	151	1330	0
ABCB8	chr7	1064	997	836	0
ABCB9	chr12	946	1023	837	1
ABCC1	chr16	2278	2001	3149	5
ABCC10	chr6	1038	1174	2120	0
ABCC11	chr16	1	2	157	0
ABCC12	chr16	0	0	0	0
ABCC2	chr10	25	46	86	0
ABCC3	chr17	1	5	5	0
ABCC4	chr13	120	265	321	0
ABCC5	chr3	1203	997	3624	0
