gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	130	91	121	0
A1CF	chr10	132	333	438	0
A2M	chr12	23	120	156	0
A2ML1	chr12	16	7	11	0
A3GALT2	chr1	0	1	0	0
A4GALT	chr22	121	79	119	2
A4GNT	chr3	4	0	0	0
AAAS	chr12	606	895	2444	0
AACS	chr12	837	1180	2379	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	3	5	0
AADACL4	chr1	0	1	0	0
AADAT	chr4	589	1011	1173	0
AAGAB	chr15	1033	899	1988	1
AAK1	chr2A	732	1106	1495	0
AAMDC	chr11	81	84	421	0
AAMP	chr2B	1307	1269	5410	2
AANAT	chr17	1	3	1	0
AARD	chr8	6	0	14	0
AARS2	chr6	588	445	2307	0
AARSD1	chr17	487	492	1117	2
AASDH	chr4	194	206	1035	0
AASDHPPT	chr11	676	855	2118	0
AASS	chr7	2313	1429	2406	5
AATF	chr17	687	561	1577	0
AATK	chr17	343	298	141	1
ABAT	chr16	227	264	289	1
ABCA1	chr9	1921	1585	4714	1
ABCA10	chr17	5	6	7	0
ABCA12	chr2B	21	41	69	0
ABCA13	chr7	32	8	30	0
ABCA2	chr9	1921	4023	4521	0
ABCA3	chr16	980	580	723	0
ABCA4	chr1	12	22	18	0
ABCA5	chr17	129	78	326	0
ABCA6	chr17	8	10	13	0
ABCA7	chr19	4170	3438	2985	3
ABCA8	chr17	21	28	43	0
ABCA9	chr17	2	5	5	0
ABCB1	chr7	1	2	4	0
ABCB10	chr1	309	220	1001	0
ABCB11	chr2B	2	0	0	0
ABCB4	chr7	16	17	71	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2B	517	914	1262	1
ABCB7	chrX	161	211	1996	0
ABCB8	chr7	749	750	716	0
ABCB9	chr12	980	1068	805	3
ABCC1	chr16	2145	1624	2683	1
ABCC10	chr6	1366	1588	2486	0
ABCC11	chr16	4	2	107	0
ABCC12	chr16	10	11	10	0
ABCC2	chr10	18	17	31	0
ABCC3	chr17	14	29	19	0
ABCC4	chr13	710	766	1213	0
ABCC5	chr3	1814	2473	6790	0
ABCC6	chr16	152	37	175	0
ABCC8	chr11	3	5	12	0
ABCC9	chr12	42	10	101	0
ABCD1	chrX	354	279	443	1
ABCD2	chr12	10	23	33	0
ABCD3	chr1	794	928	2425	0
ABCD4	chr14	2360	1646	3310	5
ABCE1	chr4	316	404	3189	0
ABCF1	chr6	1126	1434	4311	0
ABCF2	chr7	568	698	2932	0
ABCF3	chr3	658	733	2362	0
ABCG1	chr21	46	89	133	0
ABCG2	chr4	35	112	138	0
ABCG4	chr11	28	16	84	0
ABCG5	chr2A	1	12	1	0
ABCG8	chr2A	0	1	0	0
ABHD1	chr2A	4	12	5	0
ABHD10	chr3	241	186	910	0
ABHD11	chr7	309	481	1712	0
ABHD12B	chr14	12	23	15	0
ABHD13	chr13	305	338	2014	1
ABHD14A	chr3	211	201	27	0
ABHD14A-ACY1	chr3	305	393	550	0
ABHD14B	chr3	131	42	105	0
ABHD15	chr17	434	690	462	0
ABHD16A	chr6	814	714	2970	0
ABHD17A	chr19	435	480	1701	2
ABHD17B	chr9	256	272	1194	0
ABHD17C	chr15	243	251	418	0
ABHD18	chr4	320	364	957	3
ABHD2	chr15	195	217	311	0
ABHD3	chr18	318	300	661	0
ABHD4	chr14	913	1571	1759	0
ABHD5	chr3	150	172	681	0
ABHD6	chr3	89	56	218	0
ABHD8	chr19	435	544	595	0
ABI1	chr10	518	470	1802	0
ABI2	chr2B	1676	1691	6482	1
ABI3	chr17	1	0	4	0
ABI3BP	chr3	1	1	14	0
ABL1	chr9	3788	3829	9039	5
ABL2	chr1	819	849	1026	1
ABLIM1	chr10	1841	2698	2444	4
ABLIM2	chr4	35	14	33	0
ABLIM3	chr5	5	31	60	0
ABO	chr9	163	1224	1364	1
ABR	chr17	1768	1627	4841	2
ABRA	chr8	1	0	2	0
ABRACL	chr6	659	611	242	0
ABRAXAS1	chr4	321	282	1663	0
ABRAXAS2	chr10	103	107	694	0
ABT1	chr6	591	510	749	0
ABTB1	chr3	317	464	588	1
ABTB2	chr11	196	192	202	0
ACAA1	chr3	1711	960	3311	0
ACAA2	chr18	1106	538	4454	1
ACACA	chr17	1835	2156	4163	1
ACACB	chr12	224	325	454	0
ACAD10	chr12	879	394	771	0
ACAD11	chr3	508	398	852	1
