gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	175	127	229	0
A1CF	chr10	159	351	552	0
A2M	chr12	32	120	121	0
A2ML1	chr12	11	16	15	0
A3GALT2	chr1	0	0	4	0
A4GALT	chr22	152	143	260	0
A4GNT	chr3	2	0	0	0
AAAS	chr12	898	1339	3880	1
AACS	chr12	1264	1638	3462	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	11	4	0
AADACL4	chr1	1	1	2	0
AADAT	chr4	616	845	1306	1
AAGAB	chr15	1603	1437	2906	1
AAK1	chr2A	951	1284	1724	0
AAMDC	chr11	189	137	773	0
AAMP	chr2B	2160	2129	9298	5
AANAT	chr17	4	7	0	0
AARD	chr8	14	0	19	0
AARS2	chr6	778	578	3017	1
AARSD1	chr17	737	834	1678	0
AASDH	chr4	208	249	1132	1
AASDHPPT	chr11	961	1057	2882	0
AASS	chr7	2374	1544	2450	0
AATF	chr17	1103	923	2632	0
AATK	chr17	504	499	159	1
ABAT	chr16	386	344	310	0
ABCA1	chr9	2100	1676	4937	0
ABCA10	chr17	1	4	6	0
ABCA12	chr2B	35	32	64	0
ABCA13	chr7	36	19	37	0
ABCA2	chr9	2568	5426	5661	5
ABCA3	chr16	1555	870	1110	1
ABCA4	chr1	22	7	34	0
ABCA5	chr17	128	75	354	0
ABCA6	chr17	14	12	18	0
ABCA7	chr19	5201	4473	3894	15
ABCA8	chr17	9	27	52	0
ABCA9	chr17	4	3	10	0
ABCB1	chr7	3	2	8	0
ABCB10	chr1	357	275	1212	0
ABCB11	chr2B	0	1	0	0
ABCB4	chr7	12	39	64	0
ABCB5	chr7	1	1	0	0
ABCB6	chr2B	628	1292	1811	1
ABCB7	chrX	208	255	2508	0
ABCB8	chr7	1054	978	1071	3
ABCB9	chr12	1180	1357	1179	1
ABCC1	chr16	2728	2142	3446	0
ABCC10	chr6	1853	2182	3328	0
ABCC11	chr16	7	2	126	0
ABCC12	chr16	6	19	9	0
ABCC2	chr10	16	24	52	0
ABCC3	chr17	15	45	22	0
ABCC4	chr13	996	999	1485	0
ABCC5	chr3	2081	2811	7571	2
ABCC6	chr16	265	59	270	0
ABCC8	chr11	2	13	17	0
ABCC9	chr12	44	7	105	0
ABCD1	chrX	519	510	652	1
ABCD2	chr12	1	19	25	0
ABCD3	chr1	1083	1042	2625	0
ABCD4	chr14	2643	1789	4253	2
ABCE1	chr4	460	569	4221	0
ABCF1	chr6	1518	1842	6696	1
ABCF2	chr7	859	1082	4322	1
ABCF3	chr3	1031	1161	3304	0
ABCG1	chr21	66	98	177	0
ABCG2	chr4	66	153	206	0
ABCG4	chr11	37	30	112	0
ABCG5	chr2A	2	25	1	0
ABCG8	chr2A	0	1	2	0
ABHD1	chr2A	5	15	17	0
ABHD10	chr3	286	217	1098	0
ABHD11	chr7	517	693	2679	0
ABHD12B	chr14	12	62	36	0
ABHD13	chr13	294	391	2305	0
ABHD14A	chr3	355	335	48	0
ABHD14A-ACY1	chr3	498	691	1028	0
ABHD14B	chr3	182	51	140	0
ABHD15	chr17	609	1002	662	1
ABHD16A	chr6	1319	1045	4460	0
ABHD17A	chr19	461	512	2468	1
ABHD17B	chr9	352	331	1497	0
ABHD17C	chr15	386	329	542	0
ABHD18	chr4	339	421	1074	5
ABHD2	chr15	226	275	416	0
ABHD3	chr18	297	341	789	0
ABHD4	chr14	1433	2694	2957	1
ABHD5	chr3	152	248	961	0
ABHD6	chr3	118	66	268	0
ABHD8	chr19	673	764	1120	0
ABI1	chr10	644	613	2550	0
ABI2	chr2B	2068	1992	8190	0
ABI3	chr17	3	2	7	0
ABI3BP	chr3	1	5	10	0
ABL1	chr9	5115	5292	12715	2
ABL2	chr1	998	1053	1333	0
ABLIM1	chr10	2217	3185	2851	8
ABLIM2	chr4	43	24	38	0
ABLIM3	chr5	17	39	97	1
ABO	chr9	177	1593	1490	0
ABR	chr17	2698	2380	6838	5
ABRA	chr8	1	0	1	0
ABRACL	chr6	996	865	444	1
ABRAXAS1	chr4	393	389	2127	0
ABRAXAS2	chr10	104	130	798	0
ABT1	chr6	1115	661	1259	1
ABTB1	chr3	443	598	880	0
ABTB2	chr11	255	247	264	0
ACAA1	chr3	2621	1578	4654	3
ACAA2	chr18	1760	962	7025	0
ACACA	chr17	2544	3135	5768	1
ACACB	chr12	355	427	619	0
ACAD10	chr12	1232	563	1063	0
ACAD11	chr3	502	580	1042	0
ACAD8	chr11	1120	600	1395	2
ACAD9	chr3	710	620	2291	0
ACADL	chr2B	5	10	26	0
ACADM	chr1	307	258	2307	0
ACADS	chr12	760	940	992	0
ACADSB	chr10	338	527	430	0
ACADVL	chr17	6468	7044	15786	5
