gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	74	88	145	0
A1CF	chr10	1	0	0	0
A2M	chr12	1	0	2	0
A2ML1	chr12	0	0	0	0
A3GALT2	chr1	0	0	3	0
A4GALT	chr22	4	10	6	0
A4GNT	chr3	0	0	0	0
AAAS	chr12	413	606	1250	0
AACS	chr12	210	144	365	0
AADAC	chr3	0	0	0	0
AADACL2	chr3	0	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	247	438	502	1
AAGAB	chr15	317	367	555	0
AAK1	chr2A	922	1135	2041	2
AAMDC	chr11	15	10	51	0
AAMP	chr2B	388	334	1790	0
AANAT	chr17	1	0	0	0
AARD	chr8	0	0	1	0
AARS2	chr6	138	123	549	0
AARSD1	chr17	308	312	755	0
AASDH	chr4	33	54	293	0
AASDHPPT	chr11	658	875	2030	0
AASS	chr7	54	62	74	1
AATF	chr17	157	160	415	0
AATK	chr17	432	388	198	1
ABAT	chr16	750	611	673	2
ABCA1	chr9	188	165	409	0
ABCA10	chr17	1	5	16	0
ABCA12	chr2B	3	1	4	0
ABCA13	chr7	0	0	0	0
ABCA2	chr9	1557	3034	3338	4
ABCA3	chr16	1317	1298	1105	3
ABCA4	chr1	0	0	0	0
ABCA5	chr17	115	89	327	0
ABCA6	chr17	0	0	2	0
ABCA7	chr19	1150	815	793	2
ABCA8	chr17	1	0	0	0
ABCA9	chr17	1	2	1	0
ABCB1	chr7	5	3	2	0
ABCB10	chr1	71	45	213	0
ABCB11	chr2B	0	0	0	0
ABCB4	chr7	19	1	22	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2B	231	274	426	0
ABCB7	chrX	61	77	602	0
ABCB8	chr7	472	348	319	1
ABCB9	chr12	517	502	347	1
ABCC1	chr16	294	227	368	0
ABCC10	chr6	368	492	629	0
ABCC11	chr16	1	1	50	0
ABCC12	chr16	0	0	0	0
ABCC2	chr10	16	30	41	0
ABCC3	chr17	0	0	1	0
ABCC4	chr13	16	15	24	0
ABCC5	chr3	835	801	2649	0
ABCC6	chr16	11	3	12	0
ABCC8	chr11	212	387	524	1
ABCC9	chr12	1	4	6	0
ABCD1	chrX	236	232	227	1
ABCD2	chr12	0	1	2	0
ABCD3	chr1	154	212	419	0
ABCD4	chr14	817	708	1319	2
ABCE1	chr4	140	158	1067	0
ABCF1	chr6	265	363	1288	1
ABCF2	chr7	186	264	824	0
ABCF3	chr3	278	279	689	0
ABCG1	chr21	110	131	167	0
ABCG2	chr4	1	0	0	0
ABCG4	chr11	102	110	269	0
ABCG5	chr2A	3	12	2	0
ABCG8	chr2A	1	1	1	0
ABHD1	chr2A	2	8	12	0
ABHD10	chr3	171	142	590	0
ABHD11	chr7	24	49	152	0
ABHD12B	chr14	1	0	0	0
ABHD13	chr13	50	42	275	0
ABHD14A	chr3	314	370	43	0
ABHD14A-ACY1	chr3	208	280	224	0
ABHD14B	chr3	36	9	38	0
ABHD15	chr17	10	1	2	0
ABHD16A	chr6	252	210	1129	0
ABHD17A	chr19	96	107	796	0
ABHD17B	chr9	105	109	473	0
ABHD17C	chr15	275	363	455	1
ABHD18	chr4	88	118	214	2
ABHD2	chr15	49	59	96	0
ABHD3	chr18	16	14	32	0
ABHD4	chr14	92	117	130	0
ABHD5	chr3	66	119	295	0
ABHD6	chr3	59	41	201	0
ABHD8	chr19	196	210	328	0
ABI1	chr10	130	105	403	0
ABI2	chr2B	1193	1050	4151	0
ABI3	chr17	0	0	2	0
ABI3BP	chr3	2	3	4	0
ABL1	chr9	888	1044	2455	2
ABL2	chr1	384	340	561	0
ABLIM1	chr10	466	554	603	1
ABLIM2	chr4	180	78	64	0
ABLIM3	chr5	21	42	141	0
ABO	chr9	1	43	49	0
ABR	chr17	684	932	2602	0
ABRA	chr8	1	2	0	0
ABRACL	chr6	205	198	127	0
ABRAXAS1	chr4	53	44	234	0
ABRAXAS2	chr10	26	25	151	0
ABT1	chr6	131	151	213	1
ABTB1	chr3	142	668	581	0
ABTB2	chr11	72	336	217	1
ACAA1	chr3	324	339	532	0
ACAA2	chr18	84	118	360	0
ACACA	chr17	1478	1296	2531	1
ACACB	chr12	45	108	123	0
ACAD10	chr12	292	97	223	0
ACAD11	chr3	131	76	220	0
ACAD8	chr11	306	173	361	0
ACAD9	chr3	92	106	284	0
ACADL	chr2B	0	0	1	0
ACADM	chr1	126	56	771	0
ACADS	chr12	130	100	107	0
ACADSB	chr10	39	55	32	0
ACADVL	chr17	1083	1287	3162	7
ACAN	chr15	2	0	2	0
ACAP1	chr17	26	18	34	0
ACAP2	chr3	212	221	552	0
ACAP3	chrUn_NW_019935705v1	0	0	7298	0
ACAT1	chr11	80	84	580	0
ACAT2	chr6	1489	2194	5666	1
ACBD3	chr1	159	205	477	0
ACBD4	chr17	124	123	227	0
ACBD5	chr10	231	235	588	0
ACBD6	chr1	414	405	620	3
ACBD7	chr10	21	5	12	0
ACCS	chr11	47	4	12	0
ACCSL	chr11	0	0	0	0
ACD	chr16	472	347	540	1
ACE	chr17	10	17	18	0
ACE2	chrX	0	4	3	0
ACER1	chr19	0	0	0	0
ACER2	chr9	24	32	22	0
ACER3	chr11	93	107	437	0
ACHE	chr7	313	598	3115	1
ACIN1	chr14	1449	1592	7017	3
ACKR1	chr1	200	151	355	1
ACKR2	chr3	0	0	0	0
ACKR3	chr2B	16	10	11	0
ACKR4	chr3	0	2	5	0
ACLY	chr17	3077	2822	6605	5
ACMSD	chr2B	1	2	1	0
ACO1	chr9	252	262	499	1
ACO2	chr22	629	732	1824	1
ACOD1	chr13	0	0	1	0
ACOT1	chr14	38	25	49	0
ACOT11	chr1	1	0	5	0
