gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	110	173	162	0
A1CF	chr10	126	174	269	0
A2M	chr12	136	157	288	0
A2ML1	chr12	28	30	37	0
A3GALT2	chr1	1	1	3	0
A4GALT	chr22	109	42	122	0
A4GNT	chr3	0	1	0	0
AAAS	chr12	800	1132	3458	0
AACS	chr12	664	898	2319	0
AADAC	chr3	1	0	3	0
AADACL2	chr3	1	0	0	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	492	578	848	1
AAGAB	chr15	1036	1147	2332	1
AAK1	chr2A	631	826	1438	0
AAMDC	chr11	155	124	651	0
AAMP	chr2B	1483	1346	6111	3
AANAT	chr17	3	2	2	0
AARD	chr8	30	4	42	0
AARS2	chr6	510	393	2438	2
AARSD1	chr17	440	579	1244	1
AASDH	chr4	164	186	1195	0
AASDHPPT	chr11	958	1075	3268	1
AASS	chr7	1163	726	1289	3
AATF	chr17	614	643	1541	0
AATK	chr17	870	641	262	0
ABAT	chr16	1117	799	970	1
ABCA1	chr9	1276	1074	3246	2
ABCA10	chr17	12	13	54	0
ABCA12	chr2B	56	6	73	0
ABCA13	chr7	32	19	26	0
ABCA2	chr9	2408	4994	6438	2
ABCA3	chr16	1179	752	992	0
ABCA4	chr1	323	207	389	1
ABCA5	chr17	376	187	949	0
ABCA6	chr17	43	1	35	0
ABCA7	chr19	2448	2089	1954	6
ABCA8	chr17	50	104	177	0
ABCA9	chr17	10	11	19	0
ABCB1	chr7	2	4	10	0
ABCB10	chr1	278	187	1065	0
ABCB11	chr2B	2	9	3	0
ABCB4	chr7	30	34	112	0
ABCB5	chr7	1	1	2	0
ABCB6	chr2B	426	691	1070	1
ABCB7	chrX	160	205	2026	0
ABCB8	chr7	787	834	864	1
ABCB9	chr12	1000	1188	960	0
ABCC1	chr16	1695	1657	2958	2
ABCC10	chr6	1080	1305	2248	0
ABCC11	chr16	6	4	189	0
ABCC12	chr16	0	4	2	0
ABCC2	chr10	147	163	533	1
ABCC3	chr17	146	228	239	0
ABCC4	chr13	569	542	997	0
ABCC5	chr3	1469	1707	5432	1
ABCC6	chr16	391	80	459	1
ABCC8	chr11	34	81	144	0
ABCC9	chr12	28	21	131	0
ABCD1	chrX	361	351	547	0
ABCD2	chr12	1	12	30	0
ABCD3	chr1	764	910	2502	0
ABCD4	chr14	1933	1280	2907	2
ABCE1	chr4	424	478	4091	0
ABCF1	chr6	1278	1499	5523	0
ABCF2	chr7	566	712	3292	0
ABCF3	chr3	666	728	2631	0
ABCG1	chr21	202	345	527	0
ABCG2	chr4	76	96	154	0
ABCG4	chr11	22	16	52	0
ABCG5	chr2A	3	18	2	0
ABCG8	chr2A	4	2	0	0
ABHD1	chr2A	6	18	19	0
ABHD10	chr3	283	217	1099	0
ABHD11	chr7	382	410	2087	0
ABHD12B	chr14	3	8	3	0
ABHD13	chr13	214	261	1657	1
ABHD14A	chr3	419	499	67	0
ABHD14A-ACY1	chr3	430	748	960	0
ABHD14B	chr3	267	93	262	0
ABHD15	chr17	473	361	423	0
ABHD16A	chr6	1003	763	3470	0
ABHD17A	chr19	422	413	2294	0
ABHD17B	chr9	325	338	1576	0
ABHD17C	chr15	337	330	538	0
ABHD18	chr4	209	263	747	6
ABHD2	chr15	352	314	576	0
ABHD3	chr18	243	217	679	0
ABHD4	chr14	875	1345	1958	1
ABHD5	chr3	167	191	779	0
ABHD6	chr3	91	101	378	0
ABHD8	chr19	430	481	849	0
ABI1	chr10	515	496	2163	0
ABI2	chr2B	1935	2035	7970	4
ABI3	chr17	0	3	2	0
ABI3BP	chr3	12	6	29	0
ABL1	chr9	3215	3404	9248	3
ABL2	chr1	920	1026	1464	2
ABLIM1	chr10	1392	1668	1893	3
ABLIM2	chr4	80	58	46	0
ABLIM3	chr5	12	40	99	0
ABO	chr9	312	709	958	0
ABR	chr17	1745	2241	5964	5
ABRA	chr8	0	1	2	0
ABRACL	chr6	919	793	410	1
ABRAXAS1	chr4	279	256	1500	0
ABRAXAS2	chr10	102	127	721	0
ABT1	chr6	724	579	1113	0
ABTB1	chr3	269	462	782	0
ABTB2	chr11	145	236	228	0
ACAA1	chr3	1434	1049	3248	0
ACAA2	chr18	721	766	3799	0
ACACA	chr17	2185	2246	5557	2
ACACB	chr12	684	833	1402	3
ACAD10	chr12	1039	589	1206	0
ACAD11	chr3	319	392	871	0
ACAD8	chr11	778	421	943	0
ACAD9	chr3	527	512	2069	0
ACADL	chr2B	1	4	18	0
ACADM	chr1	230	204	2007	0
ACADS	chr12	546	700	812	2
ACADSB	chr10	257	438	374	0
ACADVL	chr17	6728	6594	16455	8
ACAN	chr15	27	29	50	0
ACAP1	chr17	59	52	97	0
ACAP2	chr3	553	636	1795	0
ACAP3	chrUn_NW_019935705v1	0	0	6173	0
ACAT1	chr11	129	92	856	0
ACAT2	chr6	742	936	2450	1
ACBD3	chr1	589	544	1740	0
ACBD4	chr17	236	281	636	0
ACBD5	chr10	403	449	1054	1
ACBD6	chr1	741	785	1178	1
ACBD7	chr10	451	79	240	0
ACCS	chr11	989	255	577	1
ACCSL	chr11	0	0	0	0
ACD	chr16	545	457	928	1
ACE	chr17	191	328	378	0
ACE2	chrX	23	12	44	0
ACER1	chr19	1	1	0	0
ACER2	chr9	133	117	187	0
ACER3	chr11	271	263	1411	0
ACHE	chr7	213	133	1063	0
ACIN1	chr14	3056	2950	20097	4
ACKR1	chr1	13	8	16	0
ACKR2	chr3	19	18	13	0
ACKR3	chr2B	684	424	633	0
ACKR4	chr3	1	1	8	0
ACLY	chr17	4434	4560	10557	3
ACMSD	chr2B	4	0	3	0
ACO1	chr9	616	919	2076	0
ACO2	chr22	1608	1690	5172	0
ACOD1	chr13	0	11	2	0
ACOT1	chr14	237	224	425	0
ACOT11	chr1	52	58	122	0
ACOT12	chr5	8	3	3	0
ACOT13	chr6	432	404	1943	1
ACOT2	chr14	245	224	427	0
ACOT4	chr14	18	20	53	0
ACOT6	chr14	4	64	12	0
ACOT7	chr1	366	359	1749	0
ACOT9	chrX	527	528	552	0
ACOX1	chr17	552	465	1521	1
ACOX2	chr3	44	298	507	0
ACOX3	chr4	748	353	282	4
ACOXL	chr2A	9	29	32	0
ACP1	chr2A	500	453	2889	0
ACP2	chr11	1389	1462	2181	1
ACP4	chr19	1	4	7	0
ACP5	chr19	103	54	50	0
ACP6	chr1	492	378	1447	1
ACP7	chr19	10	32	54	0
ACPP	chr3	100	29	162	0
ACR	chr22	12	0	1	0
ACRBP	chr12	49	210	153	0
ACRV1	chr11	9	7	7	0
ACSBG1	chr15	173	153	293	0
ACSBG2	chr19	4	16	8	0
ACSF2	chr17	955	1269	1859	0
ACSF3	chr16	612	1366	514	1
ACSL1	chr4	463	427	1061	1
ACSL3	chr2B	836	701	3186	0
ACSL4	chrX	260	270	1271	0
ACSL5	chr10	54	23	62	0
ACSL6	chr5	1	18	18	0
ACSM1	chr16	5	0	1	0
ACSM2A	chr16	0	0	0	0
ACSM2B	chr16	0	0	0	0
ACSM3	chr16	333	865	979	0
ACSM4	chr12	0	0	0	0
ACSM5	chr16	0	0	0	0
ACSM6	chr10	0	2	1	0
ACSS3	chr12	698	1491	1279	2
ACTA1	chr1	18	38	77	0
ACTA2	chr10	332	212	363	0
ACTB	chr7	15514	15147	79378	7
ACTBL2	chr5_NW_019932885v1_random	0	0	4	0
ACTC1	chr15	81	144	163	0
ACTG1	chr17	32939	31618	27227	59
ACTG2	chr2A	16	10	49	0
ACTL6A	chr3	195	149	2910	1
ACTL6B	chr7	15	27	55	0
ACTL7A	chr9	0	0	0	0
ACTL7B	chr9	1	1	0	0
ACTL8	chr1	0	0	0	0
ACTL9	chr19	0	0	0	0
ACTN1	chr14	2253	2456	7238	1
ACTN2	chr1	6	11	19	0
ACTN3	chr11	153	1488	766	1
ACTN4	chr19	6589	5541	13436	3
ACTR10	chr14	490	528	2175	0
ACTR1A	chr10	2065	1876	7876	1
ACTR1B	chr2A	2218	2488	3865	2
ACTR2	chr2A	2367	2313	10255	1
ACTR3	chr2B	1613	1481	5785	0
ACTR3B	chr7	246	221	864	0
ACTR3C	chr7	0	0	0	0
ACTR6	chr12	206	242	794	0
ACTR8	chr3	1017	735	793	0
ACTRT1	chrX	0	0	0	0
ACTRT2	chr1	4	2	1	0
ACTRT3	chr3	51	101	127	0
ACVR1	chr2B	348	380	1090	1
ACVR1B	chr12	1441	1435	3241	1
ACVR1C	chr2B	16	25	75	0
ACVR2A	chr2B	171	212	1810	0
ACVR2B	chr3	2824	2976	6561	2
ACVRL1	chr12	8	9	9	0
ACY1	chr3	243	494	998	0
ACY3	chr11	21	21	26	0
ACYP1	chr14	55	65	296	0
ACYP2	chr2A	176	204	148	1
ADA2	chr22	498	449	747	0
ADAD1	chr4	0	0	0	0
ADAD2	chr16	20	6	14	0
ADAL	chr15	205	207	433	0
ADAM10	chr15	1127	1051	9069	0
ADAM11	chr17	438	462	784	0
ADAM12	chr10	118	79	242	0
ADAM15	chr1	823	435	1913	1
ADAM17	chr2A	1196	1713	2689	2
ADAM18	chr8	0	1	1	0
ADAM19	chr5	656	648	1103	0
ADAM2	chr8	0	0	1	0
ADAM20	chr14	0	0	1	0
ADAM21	chr14	2	9	11	0
ADAM22	chr7	185	244	747	0
ADAM23	chr2B	198	71	835	0
ADAM28	chr8	177	83	150	0
ADAM29	chr4	0	1	0	0
ADAM30	chr1	0	0	0	0
ADAM32	chr8	15	18	58	0
ADAM7	chr8	0	0	0	0
ADAM8	chr10	525	758	769	2
ADAM9	chr8	962	730	4776	0
ADAMDEC1	chr8	0	0	0	0
ADAMTS1	chr21	1088	763	3997	3
ADAMTS10	chr19	479	345	1069	0
ADAMTS12	chr5	1147	1179	2297	2
ADAMTS13	chr9	764	1372	817	2
ADAMTS14	chr10	70	213	261	0
ADAMTS15	chr11	516	689	746	1
ADAMTS16	chr5	224	201	1059	0
ADAMTS17	chr15	626	521	415	5
ADAMTS18	chr16	472	304	488	0
ADAMTS19	chr5	790	563	1933	1
ADAMTS2	chr5	267	122	138	0
ADAMTS20	chr12	20	13	36	0
ADAMTS3	chr4	185	254	473	0
ADAMTS4	chr1	58	75	262	0
ADAMTS5	chr21	84	83	167	0
ADAMTS6	chr5_NW_019932884v1_random	0	0	1104	0
ADAMTS7	chr15	2929	3844	7754	1
ADAMTS8	chr11	110	164	171	0
ADAMTS9	chr3	987	907	2216	1
ADAMTSL1	chr9	28	14	75	0
ADAMTSL2	chr9	19	19	63	0
ADAMTSL3	chr15	73	33	96	0
ADAMTSL4	chr1	3732	2449	5477	3
ADAMTSL5	chr19	228	121	274	0
ADAP1	chr7	338	419	523	0
ADAP2	chr17	50	57	38	0
ADAR	chr1	3415	3350	15667	1
ADARB1	chr21	432	397	1275	1
ADARB2	chr10	212	70	179	0
ADAT1	chr16	552	576	547	3
ADAT2	chr6	269	198	438	0
ADAT3	chr19	83	74	226	0
ADCK1	chr14	305	383	297	1
ADCK2	chr7	419	411	1551	1
ADCK5	chr8	432	346	556	1
ADCY1	chr7	332	708	800	1
ADCY10	chr1	7	1	10	0
ADCY2	chr5	273	460	1352	0
ADCY3	chr2A	644	504	2250	2
ADCY4	chr14	23	32	84	0
ADCY5	chr3	236	288	761	1
ADCY6	chr12	2290	2842	8333	0
ADCY7	chr16	484	663	1030	1
ADCY8	chr8	25	12	46	0
ADCY9	chr16	312	370	819	0
ADCYAP1	chr18	10	51	26	0
ADCYAP1R1	chr7	133	277	342	0
ADD1	chr4	4006	3561	9176	2
ADD2	chr2A	335	876	1334	0
ADD3	chr10	1619	1558	4818	0
ADGB	chr6	1	1	3	0
ADGRA1	chr10	16	21	25	0
ADGRA2	chr8	361	422	536	0
ADGRA3	chr4	2167	1575	4467	2
ADGRB1	chr8	69	68	226	0
ADGRB2	chr1	573	460	2024	0
ADGRB3	chr6	23	26	140	0
ADGRD1	chr12	373	210	180	1
ADGRE1	chr19	0	0	0	0
ADGRE2	chr19	27	18	41	1
ADGRE3	chr19	0	0	0	0
ADGRE5	chr19	201	231	402	0
ADGRF1	chr6	64	405	338	0
ADGRF2	chr6	8	1	8	0
ADGRF3	chr2A	27	41	71	0
ADGRF4	chr6	47	47	64	0
ADGRF5	chr6	0	9	4	0
