gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	191	134	319	0
A1CF	chr10	6	11	11	0
A2M	chr12	1625	1636	3472	1
A2ML1	chr12	5	6	8	0
A3GALT2	chr1	0	0	0	0
A4GALT	chr22	116	51	139	0
A4GNT	chr3	17	1	2	0
AAAS	chr12	772	1036	2794	0
AACS	chr12	251	250	588	0
AADAC	chr3	3	4	8	0
AADACL2	chr3	0	1	2	0
AADACL3	chr1	0	1	0	0
AADACL4	chr1	0	0	0	0
AADAT	chr4	116	212	232	0
AAGAB	chr15	207	169	352	0
AAK1	chr2A	429	475	845	0
AAMDC	chr11	71	86	355	0
AAMP	chr2B	677	626	2587	2
AANAT	chr17	1	5	3	0
AARD	chr8	18	3	23	0
AARS2	chr6	255	124	955	0
AARSD1	chr17	311	341	786	0
AASDH	chr4	79	102	512	0
AASDHPPT	chr11	478	562	1552	1
AASS	chr7	678	292	700	0
AATF	chr17	230	203	549	0
AATK	chr17	277	249	116	0
ABAT	chr16	484	385	434	1
ABCA1	chr9	1003	2411	4469	0
ABCA10	chr17	1	6	8	0
ABCA12	chr2B	16	1	16	0
ABCA13	chr7	5	3	0	0
ABCA2	chr9	3480	3022	5658	1
ABCA3	chr16	419	314	357	0
ABCA4	chr1	54	44	87	1
ABCA5	chr17	175	205	616	0
ABCA6	chr17	1	0	1	0
ABCA7	chr19	2297	1923	1674	3
ABCA8	chr17	55	131	172	1
ABCA9	chr17	1	4	5	0
ABCB1	chr7	0	2	4	0
ABCB10	chr1	166	93	503	0
ABCB11	chr2B	1	6	8	0
ABCB4	chr7	1	2	5	0
ABCB5	chr7	0	0	0	0
ABCB6	chr2B	833	1064	1841	0
ABCB7	chrX	74	105	1030	0
ABCB8	chr7	428	375	444	0
ABCB9	chr12	871	837	756	0
ABCC1	chr16	538	439	780	0
ABCC10	chr6	306	348	613	0
ABCC11	chr16	5	0	98	0
ABCC12	chr16	0	0	0	0
ABCC2	chr10	41	70	145	0
ABCC3	chr17	36	86	68	0
ABCC4	chr13	204	83	241	0
ABCC5	chr3	455	489	1384	1
ABCC6	chr16	91	33	120	0
ABCC8	chr11	15	29	61	0
ABCC9	chr12	150	153	546	0
ABCD1	chrX	262	281	361	0
