gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
A1BG	chr19	343	439	362	1
A1CF	chr10	72	75	140	0
A2M	chr12	2417	2738	5162	0
A2ML1	chr12	5	6	6	0
A3GALT2	chr1	0	1	5	0
A4GALT	chr22	51	45	68	0
A4GNT	chr3	8	0	2	0
AAAS	chr12	643	788	2278	0
AACS	chr12	482	487	1229	1
AADAC	chr3	20	17	40	0
AADACL2	chr3	0	0	1	0
AADACL3	chr1	0	0	0	0
AADACL4	chr1	2	0	1	0
AADAT	chr4	243	349	480	1
AAGAB	chr15	374	371	707	2
AAK1	chr2A	605	693	1104	1
AAMDC	chr11	121	109	505	0
AAMP	chr2B	1302	992	3903	4
AANAT	chr17	2	3	2	0
AARD	chr8	12	0	5	0
AARS2	chr6	333	199	1135	1
AARSD1	chr17	335	366	826	0
AASDH	chr4	61	63	319	0
AASDHPPT	chr11	501	647	1730	1
AASS	chr7	866	351	781	1
AATF	chr17	430	333	940	0
AATK	chr17	428	400	176	1
ABAT	chr16	940	463	625	0
ABCA1	chr9	1489	1764	4382	1
ABCA10	chr17	17	54	97	0
ABCA12	chr2B	3	2	10	0
ABCA13	chr7	10	4	3	0
ABCA2	chr9	3827	4726	6993	2
ABCA3	chr16	378	190	283	1
ABCA4	chr1	14	11	18	0
ABCA5	chr17	205	155	504	0
ABCA6	chr17	10	19	23	0
ABCA7	chr19	649	769	532	1
ABCA8	chr17	1906	2735	4141	2
ABCA9	chr17	168	190	275	0
ABCB1	chr7	39	54	119	0
ABCB10	chr1	114	83	434	0
ABCB11	chr2B	27	92	51	0
ABCB4	chr7	15	17	50	0
ABCB5	chr7	4	0	2	0
ABCB6	chr2B	461	836	1068	0
ABCB7	chrX	92	119	1145	0
ABCB8	chr7	781	784	684	2
ABCB9	chr12	780	727	597	3
ABCC1	chr16	1182	1389	1891	1
ABCC10	chr6	548	615	963	1
ABCC11	chr16	5	0	76	0
ABCC12	chr16	1	1	0	0
ABCC2	chr10	134	185	501	0
ABCC3	chr17	164	149	157	3
ABCC4	chr13	81	84	172	0
ABCC5	chr3	992	1089	3147	2
ABCC6	chr16	105	68	150	0
ABCC8	chr11	0	3	3	0
ABCC9	chr12	95	71	357	0
ABCD1	chrX	388	409	501	0
ABCD2	chr12	7	12	30	0
ABCD3	chr1	433	538	1401	0
ABCD4	chr14	1173	748	1543	0
ABCE1	chr4	257	302	2432	0
ABCF1	chr6	765	962	3148	0
ABCF2	chr7	377	423	1770	0
ABCF3	chr3	461	523	1692	0
ABCG1	chr21	293	504	664	0
ABCG2	chr4	115	164	187	0
ABCG4	chr11	85	55	214	0
ABCG5	chr2A	7	14	21	0
ABCG8	chr2A	21	9	22	1
ABHD1	chr2A	2	8	11	0
ABHD10	chr3	149	100	555	0
ABHD11	chr7	85	112	386	0
ABHD12B	chr14	4	12	9	1
ABHD13	chr13	129	131	902	0
ABHD14A	chr3	389	537	48	0
ABHD14A-ACY1	chr3	560	948	1169	0
ABHD14B	chr3	386	103	320	0
ABHD15	chr17	172	181	148	0
ABHD16A	chr6	415	324	1222	0
ABHD17A	chr19	439	436	1854	1
ABHD17B	chr9	139	137	598	0
ABHD17C	chr15	143	119	215	0
ABHD18	chr4	118	169	396	1
ABHD2	chr15	149	146	229	0
ABHD3	chr18	76	71	223	0
ABHD4	chr14	790	1110	1384	3
ABHD5	chr3	125	152	553	0
ABHD6	chr3	97	63	263	0
ABHD8	chr19	284	335	450	0
ABI1	chr10	313	295	1059	0
ABI2	chr2B	1745	1792	5520	2
ABI3	chr17	62	97	114	0
ABI3BP	chr3	296	84	446	0
ABL1	chr9	2478	2495	6388	2
ABL2	chr1	602	548	853	0
ABLIM1	chr10	1813	2600	2123	9
ABLIM2	chr4	36	12	16	0
ABLIM3	chr5	104	94	299	0
ABO	chr9	312	855	1048	0
ABR	chr17	1154	1139	3045	3
ABRA	chr8	1	0	8	0
ABRACL	chr6	456	326	94	0
ABRAXAS1	chr4	198	172	929	0
ABRAXAS2	chr10	50	74	343	0
ABT1	chr6	465	355	592	0
ABTB1	chr3	377	1024	1265	0
ABTB2	chr11	134	141	155	0
ACAA1	chr3	714	805	1772	0
ACAA2	chr18	514	496	2524	0
ACACA	chr17	1081	894	2044	1
ACACB	chr12	509	522	860	1
ACAD10	chr12	638	344	664	0
ACAD11	chr3	446	385	884	0
ACAD8	chr11	281	209	424	0
ACAD9	chr3	350	330	1147	0
ACADL	chr2B	5	1	12	0
ACADM	chr1	129	100	1011	0
ACADS	chr12	285	261	318	0
ACADSB	chr10	277	402	314	0
ACADVL	chr17	3895	3818	9257	3
ACAN	chr15	7	6	12	0
ACAP1	chr17	44	36	93	0
ACAP2	chr3	392	419	1464	0
ACAP3	chrUn_NW_019935705v1	0	0	3775	0
ACAT1	chr11	154	138	1003	0
ACAT2	chr6	506	544	1427	1
ACBD3	chr1	551	525	1504	0
ACBD4	chr17	99	114	249	1
ACBD5	chr10	225	285	508	0
ACBD6	chr1	584	511	782	0
ACBD7	chr10	71	9	29	0
ACCS	chr11	1000	398	686	1
ACCSL	chr11	0	0	0	0
ACD	chr16	345	313	512	1
ACE	chr17	105	100	147	0
ACE2	chrX	13	6	16	0
ACER1	chr19	0	1	0	0
ACER2	chr9	106	100	124	0
ACER3	chr11	126	109	538	0
ACHE	chr7	146	114	654	2
ACIN1	chr14	2059	2127	12020	3
ACKR1	chr1	3	5	6	0
ACKR2	chr3	31	17	11	0
ACKR3	chr2B	1195	1254	1177	1
ACKR4	chr3	5	5	22	0
ACLY	chr17	2815	2792	6063	2
ACMSD	chr2B	4	9	15	0
ACO1	chr9	559	764	1535	0
ACO2	chr22	1269	1403	3789	2
ACOD1	chr13	0	5	0	0
ACOT1	chr14	590	182	605	1
ACOT11	chr1	324	359	786	1
ACOT12	chr5	3	3	5	0
ACOT13	chr6	158	116	658	0
ACOT2	chr14	593	183	606	1
ACOT4	chr14	24	9	67	0
ACOT6	chr14	3	84	12	0
ACOT7	chr1	146	138	597	0
ACOT9	chrX	608	630	566	2
ACOX1	chr17	558	510	1383	1
ACOX2	chr3	284	178	578	1
ACOX3	chr4	448	273	163	0
ACOXL	chr2A	8	9	17	0
ACP1	chr2A	338	371	2042	0
ACP2	chr11	894	1116	1407	1
ACP4	chr19	3	3	6	0
ACP5	chr19	1001	66	245	1
ACP6	chr1	205	109	529	0
ACP7	chr19	2	5	6	0
ACPP	chr3	65	30	96	0
ACR	chr22	19	2	5	0
ACRBP	chr12	35	136	74	0
ACRV1	chr11	3	1	1	0
ACSBG1	chr15	149	105	244	0
ACSBG2	chr19	2	6	3	0
ACSF2	chr17	598	791	1039	0
ACSF3	chr16	563	911	333	1
ACSL1	chr4	655	406	1099	2
ACSL3	chr2B	766	1012	3496	0
ACSL4	chrX	429	497	1892	1
ACSL5	chr10	111	71	157	0
ACSL6	chr5	3	31	23	0
ACSM1	chr16	13	2	4	0
ACSM2A	chr16	33	6	15	0
ACSM2B	chr16	32	33	72	1
ACSM3	chr16	847	1457	1398	1
ACSM4	chr12	0	0	0	0
ACSM5	chr16	0	0	1	0
ACSM6	chr10	0	0	1	0
ACSS3	chr12	433	340	461	0
ACTA1	chr1	33	36	68	0
ACTA2	chr10	2922	2972	3680	1
ACTB	chr7	13242	12820	62879	9
ACTBL2	chr5_NW_019932885v1_random	0	0	12	0
ACTC1	chr15	4912	4271	7098	0
ACTG1	chr17	33738	34614	26183	59
ACTG2	chr2A	42	36	198	0
ACTL6A	chr3	105	65	1387	0
ACTL6B	chr7	0	0	0	0
ACTL7A	chr9	1	0	0	0
ACTL7B	chr9	1	0	0	0
ACTL8	chr1	1	0	2	0
ACTL9	chr19	0	0	0	0
ACTN1	chr14	2277	2222	5634	3
ACTN2	chr1	531	555	1327	0
ACTN3	chr11	6	61	24	0
ACTN4	chr19	4144	3406	7572	1
ACTR10	chr14	443	547	1668	0
