gene	log2FoldChange	pvalue	padj	padj_mine	qval_mine
A1BG	0.874699976599868	1.07123915387647e-06	1.64884244577396e-05	1.68126152543075e-05	1.09633715996504e-05
A1CF	0.0374292036986271	0.705153667189644	0.862521592916931	0.877710277906966	0.572347834526287
A2M	0.275054411309171	0.160234393435069	0.362052795431308	0.369171376375857	0.240733694427818
A2ML1	0.223471154576108	0.221469581938017	0.449220627123966	0.458053077629792	0.298692739140171
A3GALT2	-0.0318738373452768	0.47344211443013	0.708476014987412	0.722405872520901	0.471075077042947
A4GALT	0.715916131211665	0.00145650089168313	0.00937991156236516	0.00956433676375013	0.00623682731443732
A4GNT	4.16129632791149	4.43548006642962e-07	7.45024174850439e-06	7.59672632095468e-06	4.9537643214748e-06
AAAS	-0.314224807970154	0.033607218582688	0.11737799503704	0.119685848392473	0.0780461820661675
AACS	0.0528637880833705	0.730412992023317	0.875116948596523	0.889914384488354	0.580306034572482
AADAC	-0.0108664964708582	0.888679714590086	0.954542381179369	0.954529012281459	0.622440715260391
AADACL2	-0.000670945564125175	0.985053582027658		0.999060292670123	0.651479206139082
AADACL3	-0.0797617621551972	0.216561671776414	0.442499126473154	0.45119942071046	0.294223524417381
AADAT	-0.650121473369678	0.000599764090084365	0.00443147885020272	0.00451860934966937	0.00294654892559846
AAGAB	0.120588227223744	0.398760281272377	0.643053050015331	0.655696579483789	0.427574481944963
AAK1	-0.0439427352276457	0.476066463455765	0.710649938202083	0.724622538806655	0.472520547354112
AAMDC	0.121538568692118	0.334414658240549	0.578789117411314	0.590169107385451	0.384844542805021
AAMP	0.224630684835109	0.0290034761332818	0.105039789614055	0.10710505262045	0.0698423460191451
AANAT	-0.262826604687645	0.0772728036251249	0.216731752863276	0.220993072056167	0.144107810311031
AARD	2.22138129512858	3.37995456090186e-08	7.2929533391159e-07	7.43634535079053e-07	4.84918117680481e-07
AARS2	0.600762805641393	2.01149609285974e-05	0.000232972217204837	0.000237552851871745	0.000154906309948382
AARSD1	-0.0704167046235552	0.625127983084803	0.814715977954785	0.830602497575838	0.541629228694125
AASDH	0.0292064838483636	0.795982978385753	0.909481944335435	0.910693614504104	0.593856003852777
AASDHPPT	-0.223608808283686	0.076132731071189	0.21452610749361	0.218744059903267	0.142641247519257
AASS	1.15869125598528	1.17068121929658e-05	0.00014318331836012	0.000145998548775456	9.52044830042086e-05
AATK	-0.115423139835118	0.335486312711743	0.579991485620207	0.591395116222253	0.385644013337059
ABAT	-0.00212474519916028	0.992861633633271	1	1	0.65209198175409
ABCA1	-0.306906365983025	0.1461348766774	0.339805604904981	0.346486767802911	0.225941243068169
ABCA10	-1.52368817213515	0.000597883476149627	0.00442255541504175	0.00450951046441853	0.00294061561548348
ABCA12	0.279598180306102	0.105166828600814	0.269620002866766	0.274921196059848	0.179273907564871
ABCA13	-0.267025897426056	0.144591369875695	0.337030012020247	0.343656601986084	0.224095714631982
ABCA2	0.0431538455024708	0.716788117786769	0.869518967460717	0.884322687913433	0.576659734071574
ABCA3	0.44129755541036	0.0220913941349826	0.0854691145165627	0.0871495843751652	0.0568295451842468
ABCA4	0.159301519356013	0.378426958487522	0.623428055442123	0.635685723748429	0.414525563371896
ABCA5	-0.477804780136461	0.00585007171143677	0.0296339698169502	0.0302166246548972	0.0197040186531314
ABCA6	0.0960742870317769	0.363218118597849	0.608845765432648	0.620816720825535	0.404829605789199
ABCA7	0.13010801203071	0.471105017706389	0.706916517773275	0.720815712908098	0.470038146709729
ABCA8	-0.65266291774775	0.00899045925392295	0.0419391982915406	0.0427637950949769	0.0278859278908093
ABCA9	-0.31786127751174	0.108276773078416	0.275353502107031	0.280767425760843	0.183086187076382
ABCB1	-0.268819239000443	0.108594558819	0.275771916541907	0.281194066943476	0.183364396370664
ABCB10	0.788072802757908	3.85080303547409e-08	8.21153662916135e-07	8.37298956892993e-07	5.45995936120984e-07
ABCB11	-0.0242027410795009	0.681059610245016	0.848901228174338	0.86381698552951	0.563288129966782
ABCB4	0.137166572949969	0.326733742657438	0.571237330485103	0.582468839333867	0.379823259751226
ABCB5	0.0200496840654211	0.485716773186058	0.718414885268174	0.732540158093255	0.477683563405485
ABCB6	-0.51466454303832	1.79745914644896e-05	0.000210715736874694	0.000214858770841455	0.000140107681675252
ABCB7	-0.30324731256763	0.0318289823203182	0.112608175299168	0.114822245791098	0.0748746658073724
ABCB8	0.00172785225877192	0.994059928135041	1	1	0.65209198175409
ABCB9	0.102148510351615	0.311560312828157	0.555577443726778	0.566501052255814	0.369410793831271
ABCC1	-0.353848090486648	0.0997400741238093	0.259523863032352	0.264626548743802	0.172560850595091
ABCC10	-0.0927458576625514	0.53728946144741	0.759270818027805	0.774199388791984	0.50484921371017
ABCC11	0.336325520958521	0.107763331832947	0.274341689014173	0.279735718681546	0.182413419162454
ABCC12	0.0121482018032375	0.794571607650891	0.909025443136475	0.910693614504104	0.593856003852777
ABCC2	-1.17400832057071	4.08911885030797e-06	5.5620846687287e-05	5.67144482402763e-05	3.69830369470916e-05
ABCC3	-0.564864727494871	0.028361954554359	0.103448492146267	0.10548246750629	0.068784271276488
ABCC4	0.0843047527931236	0.644897833336047	0.826020007550793	0.842129255464392	0.549145735088872
ABCC5	-0.0248387658087389	0.802113743891938	0.91274435684535	0.911686455843417	0.594503427729296
ABCC6	1.14050682810593	0.000796150911043928	0.00564505560705238	0.00575604711376734	0.00375347216948646
ABCC8	-1.722503905471	1.45282667573702e-07	2.72542296317814e-06	2.7790094682855e-06	1.81216979148767e-06
ABCC9	-0.552372875047741	0.0215142317663253	0.0837107563880041	0.085356653900182	0.0556603895976676
ABCD1	-0.0615694135661746	0.612229456253047	0.807557314668245	0.823302661413495	0.536869064064542
ABCD2	-0.194346674325528	0.268376117671768	0.508467801840646	0.518465153748363	0.338086969578209
ABCD3	-0.104304168793782	0.386325798737986	0.631422914763673	0.643837775761041	0.419841451124163
ABCD4	0.417197104916484	0.000144720833463173	0.00129301314218569	0.00131843600545637	0.000859741547613988
ABCE1	-0.283708057426935	0.0191029824694182	0.0761005944786334	0.0775968631128228	0.0506002922451415
