RNA15_PP_Hyb1_total	RNA16_PP_Hyb2_total	RNA24_PP_Hyb1_total	RNA25_PP_Hyb2_total	gene	mean	bins
0	0	0	0.0568767845237115	TERB2	0.0142191961309279	1
0.0575941939114096	0	0	0	ODF4	0.0143985484778524	1
0.0124684666480204	0.0151533788350699	0.0164190452729459	0.0138216311328591	FCRL5	0.0144656304722238	1
0	0.0303116005524776	0	0.0276476795335779	GAGE1	0.0144898200215139	1
0.0360795805593897	0.0219244101083454	0	0	MRGPRE	0.0145009976669338	1
0	0.0193758933868646	0.0209942399108005	0.0176730519429142	HTR5A	0.0145107963101448	1
0	0.0304576101890502	0	0.0277808571806568	CDC14C	0.0145596168424268	1
0	0	0.058690350864288	0	KRT34	0.014672587716072	1
0	0.0586912117133059	0	0	KRT33B	0.0146728029283265	1
0	0.0196407119752956	0.0212811771305381	0.0179145970719746	SLAMF7	0.0147091215444521	1
0	0.0307838358093808	0	0.0280784126129715	GPR151	0.0147155621055881	1
0.0127350086080222	0.0154773169270076	0.0167700398765288	0.0141171000751575	HHLA1	0.014774866371679	1
0.0266986427471639	0.0324478269342122	0	0	IQCJ	0.014786617420344	1
0	0	0	0.0602434465602822	SMR3B	0.0150608616400706	1
0	0	0.0603091574902396	0	SERPINB3	0.0150772893725599	1
0	0.060333968275256	0	0	SPAG11B	0.015083492068814	1
0.0604962269379534	0	0	0	MUC21	0.0151240567344884	1
0	0.060993567928426	0	0	CEBPE	0.0152483919821065	1
0	0.0294093017453341	0.0318656757715871	0	DMRT1	0.0153187443792303	1
0	0.0614281075963098	0	0	SPAG11A	0.0153570268990775	1
0	0.061507780887615	0	0	MYF5	0.0153769452219038	1
0.0279046958581502	0.0113045289783912	0.0122487251922966	0.0103110356687205	POU5F2	0.0154422464243896	1
0	0.0324700438646705	0	0.0296164290518881	SLC15A5	0.0155216182291396	1
0	0.0626039591608597	0	0	CDX4	0.0156509897902149	1
0	0	0	0.0628246835588709	KRTAP10-7	0.0157061708897177	1
0	0	0	0.0630536364872924	PDHA2	0.0157634091218231	1
0	0.0224644713710806	0	0.0409803833541285	TLR10	0.0158612136813023	1
0	0.0162433632691732	0.017600069252161	0.0296316455764909	TRPC5	0.0158687695244563	1
0.0410737540789263	0	0	0.0227656813843593	OR3A3	0.0159598588658214	1
0	0.0333902475369486	0	0.0304557610493101	CCDC155	0.0159615021465647	1
0	0.0226414414248514	0	0.0413032175987421	GIMAP8	0.0159861647558984	1
0	0	0	0.0641286799559416	KRTAP10-4	0.0160321699889854	1
0	0	0	0.0644631812671872	IGLL5	0.0161157953167968	1
0	0	0	0.0644872077976632	NPBWR1	0.0161218019494158	1
0.0644959774793057	0	0	0	FGF6	0.0161239943698264	1
0	0.0654329066082804	0	0	PSKH2	0.0163582266520701	1
0.0655799434873613	0	0	0	UBE2NL	0.0163949858718403	1
0.0658844514562769	0	0	0	HOXC10	0.0164711128640692	1
0.0659679904902451	0	0	0	SPANXN2	0.0164919976225613	1
0	0.066002086380447	0	0	APOL5	0.0165005215951117	1
0.029854679705417	0.0362834728877974	0	0	RTL4	0.0165345381483036	1
0	0	0.0359701800361807	0.0302798702347096	FCGR2C	0.0165625125677226	1
0	0	0	0.0664436169435985	GJA8	0.0166109042358996	1
0.0665303774509462	0	0	0	IL22	0.0166325943627365	1
0	0	0	0.0667512262813003	BECN2	0.0166878065703251	1
0.0288183651218464	0	0.0379493369140947	0	ADAD1	0.0166919255089853	1
0.0302305375750377	0	0.0199044749880628	0.0167556825993735	ZNF257	0.0167226737906185	1
0	0	0.0671678459891296	0	MRGPRX3	0.0167919614972824	1
0	0	0	0.0676913843979384	SERPINB12	0.0169228460994846	1
0	0.0239931692711112	0	0.0437690813359804	FCRL1	0.0169405626517729	1
0	0	0	0.0684953200796241	PRR32	0.017123830019906	1
0	0	0	0.0685495952936333	LALBA	0.0171373988234083	1
0	0	0	0.0689869132859372	HBZ	0.0172467283214843	1
0	0.0361176687466498	0	0.0329434841053181	OR10G3	0.017265288212992	1
0	0.0334432292414324	0.0362365318629649	0	MRLN	0.0174199402760993	1
0.0697409586684182	0	0	0	IL2	0.0174352396671046	1
0	0	0.070922570299081	0	CELA2B	0.0177306425747703	1
0	0	0.0711188957531961	0	CPA6	0.017779723938299	1
0	0.0720706672710505	0	0	TBX21	0.0180176668177626	1
0.0450318134737218	0.0273643964595218	0	0	RBMXL3	0.0180990524833109	1
0	0.0725669457755948	0	0	OR1E1	0.0181417364438987	1
0.0731397682755014	0	0	0	OR52K2	0.0182849420688753	1
0	0.0245776102950771	0.0266304235199192	0.0224176183624165	VNN1	0.0184064130443532	1
0	0	0	0.0738136427137929	KRTAP5-11	0.0184534106784482	1
0.0166610018680529	0.0202487186440441	0	0.0369383387107452	GCSAML	0.0184620148057105	1
0.0417401316188055	0.0169094309375472	0	0.0154233534071252	RNF17	0.0185182289908695	1
0	0	0	0.0749649820282194	TAAR1	0.0187412455070548	1
0	0	0.0407319874607088	0.0342883825844492	HTR3E	0.0187550925112895	1
0.075255672854349	0	0	0	OR10Q1	0.0188139182135873	1
0.0165901642750765	0.0403252543064211	0	0.0183906439754603	ZNF541	0.0188265156392395	1
0	0	0.0758426600467663	0	NAA11	0.0189606650116916	1
0.00952870973747985	0.0347417575563012	0	0.0316884942346393	DMBT1	0.0189897403821051	1
0.0228722546160492	0.0277974789357276	0	0.0253545103342805	PLCZ1	0.0190060609715143	1
0.0763602081702152	0	0	0	KRTAP4-5	0.0190900520425538	1
0	0	0.076520330873692	0	C11orf53	0.019130082718423	1
0.0476435486873992	0.028951464630251	0	0	GPR82	0.0191487533294126	1
0.0231093078916079	0.0280855783620676	0	0.0256172902755597	GABRG1	0.0192030441323088	1
0	0.0768598039940862	0	0	DMRTB1	0.0192149509985216	1
0	0.077235340495686	0	0	CARD17	0.0193088351239215	1
0	0	0.0545616163330865	0.0229651152802138	SMIM35	0.0193816829033251	1
0.0227522252915335	0.0553032059059489	0	0	CD86	0.0195138577993706	1
0.0782749576228284	0	0	0	CCL11	0.0195687394057071	1
0.0371796725821629	0	0	0.041214668537668	ZPBP	0.0195985852799577	1
0	0.041058440748356	0	0.0374500386409373	PRR23A	0.0196271198473233	1
0.0356673367230164	0.0433478053604673	0	0	GLYATL3	0.0197537855208709	1
0	0.0790374984405853	0	0	LIPK	0.0197593746101463	1
0	0.0415440202053011	0	0.0378929431715135	KLK15	0.0198592408442037	1
0.0794706036150305	0	0	0	TEX55	0.0198676509037576	1
0.0129570202141723	0.0157471356680562	0.051187184640562	0	MYH1	0.0199728351306976	1
0.0361129721193706	0	0.0237776039711634	0.0200161011708851	CTAGE1	0.0199766693153548	1
0.0210957288024761	0.0256384028100655	0.0185198782417315	0.0155901224113471	MAS1	0.0202110330664051	1
0	0	0.0809187435932034	0	TBC1D21	0.0202296858983009	1
0	0	0.0811744110295169	0	STRA8	0.0202936027573792	1
0	0	0	0.0813824922488855	CSN2	0.0203456230622214	1
0.0814827802140015	0	0	0	MROH9	0.0203706950535004	1
0.0369508204308522	0.0449076695685144	0	0	TPRX1	0.0204646224998416	1
0.0290435923892668	0.0176488645568854	0.019122963223552	0.0160978022442436	PLEKHS1	0.020478305603487	1
0	0	0	0.0822334498674574	OPRPN	0.0205583624668643	1
0	0.082473911416263	0	0	CCDC70	0.0206184778540657	1
0.0825821510581587	0	0	0	OR51I1	0.0206455377645397	1
0.0310669318272134	0	0	0.0516577961348917	CNGB3	0.0206811819905263	1
0.0604337631001239	0	0	0.0223308180848129	DAO	0.0206911452962342	1
0.0832872281216221	0	0	0	KRTAP11-1	0.0208218070304055	1
0.0396343995682884	0	0	0.0439357995228874	SERPINB4	0.020892549772794	1
0	0	0.083959807486412	0	TMEM95	0.020989951871603	1
0.0841856879719093	0	0	0	IL31	0.0210464219929773	1
0	0	0.031456016027967	0.0529596506033457	TMPRSS11D	0.0211039166578282	1
0	0	0.0595059666261542	0.0250462041866141	OR1A1	0.0211380427031921	1
0.0667723060962224	0	0	0.018504724975522	CHIA	0.0213192577679361	1
0	0.0854459442600922	0	0	OR4C15	0.021361486065023	1
0	0.0858325774920384	0	0	LCN9	0.0214581443730096	1
0.086566980310549	0	0	0	MYOD1	0.0216417450776373	1
0	0	0	0.0865961854460112	NANOGNB	0.0216490463615028	1
0	0	0.0611980374353839	0.0257584008517389	DIPK2B	0.0217391095717807	1
0	0	0.0877598670908355	0	PRSS47	0.0219399667727089	1
0	0.0459075499170873	0	0.0418729860893346	HTN3	0.0219451340016055	1
0.0156361716589782	0	0.0205904236352171	0.0519993523906423	ACTR3C	0.0220564869212094	1
0	0.0882279052360022	0	0	TAS2R9	0.0220569763090005	1
0	0.088310054123559	0	0	GIMAP1-GIMAP5	0.0220775135308897	1
0	0.0884748116872224	0	0	ZC2HC1B	0.0221187029218056	1
0	0.0483832522154873	0.0149784002861636	0.0252177785339062	AGBL1	0.0221448577588893	1
0	0	0	0.0888188801443175	CCDC179	0.0222047200360794	1
0.0191886237398475	0.0233206289964845	0.0252684544783301	0.0212711062848697	CA1	0.0222622033748829	1
0.0130611100836753	0.0476209195625284	0	0.0289571846897289	CD33	0.0224098035839831	1
0	0	0.0902254647615174	0	FMR1NB	0.0225563661903793	1
0	0.0903285696463832	0	0	MYL10	0.0225821424115958	1
0	0	0.0904637362353595	0	OR51F2	0.0226159340588399	1
0	0.0907607637595238	0	0	OR10G2	0.0226901909398809	1
0	0	0	0.0909669708312989	GZMH	0.0227417427078247	1
0.0411170351685774	0.0499710211426251	0	0	RFPL4B	0.0227720140778006	1
0.0257983909917223	0.0313537183896537	0.0339724973102044	0	AKAP4	0.0227811516728951	1
0.0211147545319156	0	0	0.0702188224517575	CLEC1B	0.0228333942459183	1
0.0423555672998426	0.0257381270362829	0	0.0234761436256622	C1QTNF8	0.0228924594904469	1
0	0.0916376793514033	0	0	RFPL4A	0.0229094198378508	1
0.0276346079142918	0.033585339280702	0	0.0306337072452426	CCDC196	0.0229634136100591	1
0	0	0	0.0921294880304209	OR51B2	0.0230323720076052	1
0	0.0484892628469849	0	0.0442278063704321	PIH1D3	0.0231792673043543	1
0.0276590936558426	0.0168075488443563	0.018211377700402	0.0306608503493054	DTHD1	0.0233347176374766	1
0	0.0153869237716909	0.0500162902482325	0.0280693021611179	WBP2NL	0.0233681290452603	1
0.0443914293230716	0	0	0.0492090951425286	CCDC105	0.0234001311164001	1
0.0444673121082393	0	0	0.0492932132538833	CSH2	0.0234401313405306	1
0	0	0	0.0945459991918745	GSTA3	0.0236364997979686	1
0.0408587082460523	0	0.053804609614329	0	MC5R	0.0236658294650953	1
0	0	0.051563875746798	0.0434067181437859	C9orf62	0.023742648472646	1
0.0434521897271492	0.0422472152020946	0	0.0096335845501743	GLB1L3	0.0238332473698545	1
0.0955983659656512	0	0	0	OMD	0.0238995914914128	1
0.0352405205463806	0.0214145401058258	0	0.0390650662725515	SPATA31E1	0.0239300317311895	1
0	0.0639871803870483	0.0173329067909206	0.0145909241458197	ZNF208	0.0239777528309471	1
0	0	0.0964041316729534	0	IL26	0.0241010329182384	1
0	0	0.0964946519843834	0	OR52D1	0.0241236629960958	1
0	0.0968794669343232	0	0	IFNA5	0.0242198667335808	1
0.0292943441253603	0.0356024767750384	0	0.0324735695422542	HOXA11	0.0243425976106632	1
0	0.0974434912281189	0	0	GMCL2	0.0243608728070297	1
0.0293273704434273	0.0356426148548299	0	0.032510180105436	TKTL2	0.0243700413509233	1
0	0	0.0985300137712065	0	TAS2R40	0.0246325034428016	1
0	0.0329494521899261	0.0357015127195999	0.030053704797834	C10orf53	0.02467616742684	1
0.0456642087477823	0.0277486828931253	0	0.025310002709352	LEP	0.0246807235875649	1
0	0	0.0991638511064989	0	PGLYRP2	0.0247909627766247	1
0.0447734553929776	0.0544148009917971	0	0	KRT37	0.0247970640961937	1
0.0295420060883129	0.0239356462154454	0.0129674201089424	0.0327481094992676	ZNF99	0.0247982954779921	1
0	0.0199463718462045	0.0432247336964746	0.0363867883325195	CD300LG	0.0248894734687997	1
0	0.0996270988746874	0	0	FTMT	0.0249067747186719	1
0.0472684026347426	0	0	0.0523982975533405	JCHAIN	0.0249166750470208	1
0	0.0524585166641053	0	0.0478482241485427	CALML3	0.025076685203162	1
0	0	0.1006530894842	0	KRTAP1-3	0.02516327237105	1
0	0.0483409776395017	0.0523785954961103	0	IFNW1	0.025179893283903	1
0.0294268977186878	0	0.038750680378344	0.0326205087709522	KRT73	0.025199521716996	1
0.0120562540939224	0.0439572059919832	0.0317524499809573	0.0133646824131879	KCNC2	0.0252826481200127	1
0.0279113493383262	0	0.0735098743657857	0	SH2D1B	0.025355305926028	1
0.0457981999706338	0.0556602101694263	0	0	CD200R1L	0.025364602535015	1
0.0225224048340433	0.0547445876644747	0	0.0249666924272916	RDH16	0.0255584212314524	1
0.00722928510884298	0.0439300593463188	0.0190397043748714	0.0320554290914554	SLC24A2	0.0255636194803721	1
0.102280645805976	0	0	0	KRTAP2-4	0.025570161451494	1
0.0636283185894496	0.0386648993594384	0	0	ADH4	0.025573304487222	1
0	0.102424404026676	0	0	OR52E1	0.025606101006669	1
0.0221076863314334	0.0268682714245616	0.029112409168093	0.0245069657961941	PMP2	0.0256488331800705	1
0.0476726528710812	0.0289691503142035	0	0.0264232099146503	IL5RA	0.0257662532749838	1
0	0	0.103283220465697	0	KRTAP4-4	0.0258208051164243	1
0.0311164803628229	0.0378169848998016	0	0.0344934566429686	CD300E	0.0258567304763983	1
0	0.0543524344577091	0	0.0495756958513268	HTR3D	0.025982032577259	1
0	0	0.029488322629374	0.0744702346575884	HOXB13	0.0259896393217406	1
0.024123688639864	0	0	0.0802252759757946	ERVFRD-1	0.0260872411539146	1
0	0.104685428398126	0	0	NKX2-6	0.0261713570995315	1
0.104751856040215	0	0	0	MT1G	0.0261879640100538	1
0.00960080368456172	0.0466728169422168	0.0379283278698536	0.0106427494938261	MUC5AC	0.0262111744976146	1
0.104864462174093	0	0	0	HOXA10	0.0262161155435232	1
0	0	0.0570293031983176	0.0480075412100806	GPR171	0.0262592111020995	1
0	0	0.0391940520073869	0.0659874822735051	RHAG	0.026295383570223	1
0	0	0.105186084302322	0	CELA1	0.0262965210755805	1
0	0.0269906084600747	0.0292449642468322	0.0492371025956547	OASL	0.0263681688256404	1
0.0479067727132965	0.0582228349470242	0	0	RHEX	0.0265324019150802	1
0.0458520168918684	0	0.0603800260654338	0	MTRNR2L5	0.0265580107393256	1
0.0330538469927827	0	0	0.0732821594752776	IL12B	0.0265840016170151	1
0	0.0272543098070984	0.0295306909090139	0.0497181547474513	CTRC	0.0266257888658909	1
0.106758047537565	0	0	0	BTNL10	0.0266895118843913	1
0	0.106807430325115	0	0	KRTAP10-12	0.0267018575812787	1
0.0169634024019041	0.0309243554381162	0.0223381815809952	0.037608776985356	LOXHD1	0.0269586791015929	1
0.0315313667676606	0	0.0415219411569165	0.0349533693982082	MEPE	0.0270016693306963	1
0	0	0.108747941125258	0	ERICH4	0.0271869852813145	1
0	0	0.108747941125258	0	TAS2R42	0.0271869852813145	1
0.0118746397976202	0.0721583978459391	0	0.0263267161474635	KCNG4	0.0275899384477557	1
0	0	0	0.110767719923899	LCN1	0.0276919299809747	1
0.0186075662255508	0.0678433463009316	0.0245032914552619	0	TMPRSS15	0.0277385509954361	1
0.111485903928514	0	0	0	ETDB	0.0278714759821285	1
0.0506096840142412	0.061507780887615	0	0	CLEC4C	0.0280293662254641	1
0.023778224482011	0	0.0626244999167388	0.0263588023341149	ZNF98	0.0281903816832162	1
0	0.1127764543742	0	0	HBG2	0.02819411359355	1
0.0510901032732962	0.0620916518027512	0	0	HOXA9	0.0282954387690118	1
0	0.0869074509426106	0	0.0264232099146503	CCL14	0.0283326652143152	1
0.00624171260897064	0.045514675579638	0	0.0622719589974476	NOX5	0.0285070867965141	1
0.0332935719923037	0	0.0438424933290821	0.0369068213568964	LRRC10	0.0285107216695705	1
0	0.052265796176728	0	0.063563254416286	C10orf71	0.0289572626482535	1
0.0339010133579322	0	0.0446423998103251	0.037580186472878	KRT6B	0.0290308999102838	1
